,AR-TF1,CA-Cbo,CA-DB2,CA-DBB,CA-ER1,CA-LP1,PE-QFR,US-ALQ,US-ARM,US-Bar,US-Bi1,US-Bi2,US-BRG,US-BZB,US-BZF,US-BZo,US-BZS,US-CF1,US-CF2,US-CF3,US-CF4,US-CS1,US-CS2,US-CS3,US-CS4,US-DFC,US-DS3,US-EDN,US-EML,US-GLE,US-Ha1,US-HB1,US-HB2,US-HB3,US-Hn2,US-Hn3,US-Ho2,US-HWB,US-ICh,US-ICs,US-ICt,US-Jo1,US-Jo2,US-KFS,US-KLS,US-Kon,US-KS3,US-Me2,US-Me6,US-MMS,US-Mo1,US-Mo2,US-Mo3,US-MOz,US-Mpj,US-Myb,US-NC3,US-NC4,US-Ne1,US-NGB,US-NGC,US-ONA,US-Pnp,US-RGA,US-RGB,US-RGo,US-Rls,US-Rms,US-Ro4,US-Ro5,US-Ro6,US-Rpf,US-Rwf,US-Rws,US-Seg,US-Ses,US-Sne,US-Snf,US-SRG,US-SRS,US-Syv,US-Ton,US-Tw1,US-Tw3,US-Tw4,US-Tw5,US-UMB,US-UMd,US-Var,US-Vcm,US-Vcp,US-Whs,US-Wi0,US-Wjs,US-Wkg,US-xAB,US-xAE,US-xBA,US-xBL,US-xBN,US-xBR,US-xCL,US-xCP,US-xDC,US-xDJ,US-xDL,US-xDS,US-xGR,US-xHA,US-xHE,US-xJE,US-xJR,US-xKA,US-xKZ,US-xMB,US-xML,US-xNG,US-xNQ,US-xRM,US-xSB,US-xSC,US-xSE,US-xSJ,US-xSL,US-xSR,US-xST,US-xTA,US-xTR,US-xUK,US-xUN,US-xWD,US-xYE,AU-Adr,AU-ASM,AU-Boy,AU-Cpr,AU-Cum,AU-DaS,AU-Dry,AU-GWW,AU-Lit,AU-Lon,AU-Rgf,AU-Stp,AU-War,AU-Whr,AU-Wom,BE-Bra,BE-Lon,BE-Vie,CH-Aws,CH-Cha,CH-Dav,CH-Fru,CH-Lae,CH-Oe2,CZ-BK1,CZ-Lnz,CZ-RAJ,CZ-Stn,CZ-wet,DE-Akm,DE-Geb,DE-Gri,DE-Hai,DE-HoH,DE-Hte,DE-Hzd,DE-Kli,DE-Obe,DE-RuR,DE-RuS,DE-RuW,DE-Tha,DK-Sor,ES-Abr,ES-LM1,ES-LM2,FI-Hyy,FI-Let,FI-Sii,FI-Var,FR-Bil,FR-EM2,FR-Hes,IT-BCi,IT-Cp2,IT-Lsn,IT-SR2,IT-Tor,NL-Loo,RU-Fy2,RU-Fyo,SE-Deg,SE-Htm,SE-Lnn,SE-Nor,SE-Ros,SE-Svb,BE-Bra,BE-Dor,BE-Lcr,BE-Lon,BE-Maa,BE-Vie,CH-Aws,CH-Cha,CH-Dav,CH-Fru,CH-Lae,CH-Oe2,CZ-BK1,CZ-KrP,CZ-Lnz,CZ-RAJ,CZ-Stn,CZ-wet,DE-Akm,DE-Geb,DE-Gri,DE-Hai,DE-HoH,DE-Hzd,DE-Kli,DE-Obe,DE-RuR,DE-RuS,DE-RuW,DE-Tha,DK-Gds,DK-Sor,ES-Abr,ES-Agu,ES-Cnd,ES-LJu,ES-LM1,ES-LM2,FI-Hyy,FI-Ken,FI-Let,FI-Qvd,FI-Sii,FI-Var,FR-Aur,FR-Bil,FR-FBn,FR-Fon,FR-Gri,FR-Hes,FR-Lam,FR-LGt,FR-Tou,GF-Guy,GL-Dsk,IE-Cra,IL-Yat,IT-BCi,IT-BFt,IT-Cp2,IT-Lav,IT-Lsn,IT-MBo,IT-Ren,IT-SR2,IT-Tor,RU-Fy2,RU-Fyo,SE-Deg,SE-Htm,SE-Nor,SE-Ros,SE-Svb
1989,845.70996,781.7,2164.47,2164.47,904.37,871.41,2976.33,760.85,911.62,1353.5599,316.53,403.74,1097.5599,386.66,386.66,386.66,386.66,652.48,652.48,639.28,639.28,678.89996,678.89996,678.89996,678.89996,697.27,403.74,294.69,588.84,703.16003,1174.37,1563.63,1563.63,1563.63,212.69,212.69,1127.71,1245.4,522.36,522.36,522.36,305.33002,305.33002,909.73,712.06,844.75,857.88,561.3,953.02997,1097.5599,774.08,806.24,774.08,851.08,376.65,305.48,1520.1799,1636.5,643.88,321.9,818.01,926.06,680.2,1435.55,703.67,473.4,284.79,352.72,705.4,705.4,705.4,486.16,284.79,284.79,182.42,182.42,305.48,305.48,328.98,328.98,860.79,687.04,367.35,367.35,367.35,367.35,769.05,697.56,687.04,643.67,643.67,248.55,870.5,302.13,248.55,2032.96,893.63,321.9,1143.36,475.01,1353.5599,1184.02,559.71,517.05,712.09,1317.38,820.75,1787.75,1174.37,588.84,1161.3201,192.84999,784.04,844.75,208.49,1141.76,441.8,379.28,1033.91,1127.53,1116.11,1528.71,341.82,482.05002,271.13,694.57,1480.56,694.57,909.73,885.55,517.05,791.88,1274.5599,342.07,314.62,336.7,1041.0,876.49,654.15,202.28,1324.34,1324.34,333.74,420.77,1149.64,840.3,827.3,693.95,754.67,1001.16003,1155.29,1114.04,1342.87,1114.04,927.45996,1122.92,988.38,557.01,672.78,775.58997,666.78,498.68,559.09,852.23,639.87,508.36002,633.23,852.23,852.23,779.9,914.87,729.64,914.87,852.23,540.75,704.8,1099.88,1099.88,711.97,708.96,711.97,695.06,692.51,678.67,962.48,931.01,738.31,1136.91,1317.51,1111.14,743.39,931.18,931.18,671.34,608.7,743.55,553.75,700.81,665.08997,693.95,792.05,675.23,754.67,782.93,1001.16003,1155.29,1114.04,1342.87,1114.04,927.45996,1122.92,988.38,750.68,557.01,672.78,775.58997,666.78,498.68,559.09,852.23,639.87,508.36002,852.23,852.23,779.9,914.87,729.64,914.87,852.23,646.28,540.75,704.8,591.43,683.84,783.47,1099.88,1099.88,711.97,707.87,708.96,767.8,711.97,695.06,564.02,692.51,407.0,626.69,637.7,962.48,665.61,564.02,557.97003,2569.04,451.62,820.59,125.67,931.01,797.0,738.31,941.58997,1136.91,1312.36,877.33997,1317.51,1111.14,931.18,931.18,671.34,608.7,553.75,700.81,665.08997
1990,895.69,870.27,2689.22,2689.22,1085.73,1016.05,3135.06,969.8,978.38,1475.61,273.22,329.25,1428.61,616.05,616.05,616.05,616.05,670.81,670.81,661.11,661.11,983.98,983.98,983.98,983.98,1101.8,329.25,273.1,819.0,882.59,1243.68,1020.05,1020.05,1020.05,210.2,210.2,1340.37,1306.09,455.49002,455.49002,455.49002,486.41,486.41,1334.62,810.63,1027.48,587.37,693.41,1196.09,1428.61,1230.1901,1264.19,1230.1901,1320.35,609.57,274.16998,942.32,1016.81,841.27,260.17,698.85,840.26,1140.47,1425.95,576.13,389.47998,315.46,374.09,976.87,976.87,976.87,655.03,315.46,315.46,289.49,289.49,274.16998,274.16998,464.85,464.85,982.09,551.76,296.52,296.52,296.52,296.52,1092.01,997.33,551.76,1045.58,1045.58,310.13,895.33,429.38998,310.13,2695.95,813.11,260.17,1150.8099,662.8,1475.61,1290.65,572.5,481.71,713.27997,1150.48,686.14,1479.52,1243.68,819.0,745.98,363.13,930.81,1027.48,418.14,1322.75,402.56,404.02002,1184.63,836.11,1166.77,1162.93,337.87,595.25,379.6,1047.01,1222.8201,1047.01,1334.62,1022.43005,481.71,767.78,1199.69,273.28,388.55,270.76,1444.53,942.21,791.7,294.08,1541.86,1541.86,440.2,278.02,1473.46,561.18,637.89,719.24,792.52997,1086.38,1354.25,1401.69,1585.93,1401.69,1160.69,1384.35,1040.05,593.7,628.0,875.54,601.4,678.53,570.75,796.47003,665.37,630.14,834.98,796.47003,796.47003,707.59,970.48,719.52997,970.48,796.47003,736.33,330.47998,604.79,604.79,770.57,749.61,770.57,546.3,834.39,657.52,1098.58,1078.68,893.69,1165.22,1308.51,1327.58,803.62,1029.79,1029.79,748.02,760.81,925.33997,735.64996,786.45,688.65,719.24,825.77997,689.74,792.52997,786.05,1086.38,1354.25,1401.69,1585.93,1401.69,1160.69,1384.35,1040.05,678.56,593.7,628.0,875.54,601.4,678.53,570.75,796.47003,665.37,630.14,796.47003,796.47003,707.59,970.48,719.52997,970.48,796.47003,902.51,736.33,330.47998,354.84,386.02,520.68,604.79,604.79,770.57,581.16,749.61,736.98,770.57,546.3,744.21,834.39,576.25,594.16,590.2,1098.58,625.67,744.21,734.18,2691.44,537.09,917.07,150.66,1078.68,784.74,893.69,1005.77,1165.22,1445.47,1042.23,1308.51,1327.58,1029.79,1029.79,748.02,760.81,735.64996,786.45,688.65
1991,951.27,867.67,2166.07,2166.07,886.5,974.02,2812.24,1059.18,859.20996,1293.5701,399.98,468.87,1026.91,435.99,435.99,435.99,435.99,535.97,535.97,529.47003,529.47003,1099.61,1099.61,1099.61,1099.61,970.45996,468.87,438.94,555.8,828.12,1043.33,1401.5,1401.5,1401.5,219.69,219.69,1139.35,897.04,461.03,461.03,461.03,541.13,541.13,881.59,634.46,756.55,976.17,614.11,1032.66,1026.91,1022.71,1086.39,1022.71,1093.24,666.35,409.73,1179.21,1157.84,877.35,192.6,566.67,1110.8,969.36,1624.55,661.04,470.31,363.05,432.44998,987.79,987.79,987.79,572.75,363.05,363.05,332.0,332.0,409.73,409.73,408.36,408.36,1090.08,804.87,444.98,444.98,444.98,444.98,1080.0,970.8,804.87,1008.08,1008.08,327.74,1139.65,536.71,327.74,2228.21,849.33,192.6,827.69,575.93,1293.5701,1202.85,550.92,609.23,482.97,1414.72,1076.76,1437.53,1043.33,555.8,1240.5801,437.01,722.89,756.55,320.02,884.97,579.36,506.5,1216.6,1209.8,831.39,1059.96,570.36,535.88,360.41,1044.9501,1590.4401,1044.9501,881.59,1129.93,609.23,826.94,1344.78,473.16,383.36,276.2,842.77,955.19995,913.5,207.63,1480.77,1480.77,420.94,976.61,1550.03,504.8,767.76,700.62,697.43,959.61,1394.32,1284.66,1633.08,1284.66,1028.71,1244.83,1029.73,642.87,695.84,803.25,653.82,630.38,485.63,767.52997,572.02,517.69,718.07,767.52997,767.52997,720.04,855.05,649.14996,855.05,767.52997,677.18,320.05,601.1,601.1,746.7,705.14,746.7,644.36,717.94,624.23,831.48,1027.43,976.71,1129.83,1200.71,1249.54,668.39,933.71,933.71,643.95,787.0,715.71,603.51,659.76,639.84,700.62,705.04,718.47003,697.43,720.57,959.61,1394.32,1284.66,1633.08,1284.66,1028.71,1244.83,1029.73,725.24,642.87,695.84,803.25,653.82,630.38,485.63,767.52997,572.02,517.69,767.52997,767.52997,720.04,855.05,649.14996,855.05,767.52997,711.62,677.18,320.05,269.29,481.88,442.4,601.1,601.1,746.7,652.69,705.14,678.32,746.7,644.36,770.6,717.94,511.09,531.84,568.59,831.48,626.47,770.6,768.7,2058.03,561.04,861.01,252.86,1027.43,788.35,976.71,987.73,1129.83,1424.17,985.74,1200.71,1249.54,933.71,933.71,643.95,787.0,603.51,659.76,639.84
1992,866.2,1004.58,2015.58,2015.58,1138.76,834.60004,2933.82,813.8,1124.54,1093.9,452.88998,539.98,1062.73,528.92,528.92,528.92,528.92,622.97,622.97,605.05,605.05,774.96,774.96,774.96,774.96,771.59,539.98,490.53,665.21,806.06,1021.68,1698.6,1698.6,1698.6,246.18001,246.18001,993.35,1141.25,515.89,515.89,515.89,415.1,415.1,1262.08,998.81,1039.11,1079.59,622.36,1023.67,1062.73,1083.18,1173.02,1083.18,1226.55,525.32,474.87003,1375.08,1352.27,950.49,230.22,545.12,1118.4,802.25,1081.73,846.19,651.46,267.69998,323.91998,846.21,846.21,846.21,572.38,267.69998,267.69998,312.11,312.11,474.87003,474.87003,545.85,545.85,881.29,747.91,530.2,530.2,530.2,530.2,869.77,796.8,747.91,837.64,837.64,404.85,880.27997,408.75,404.85,1838.12,860.05,230.22,965.92,573.29,1093.9,1053.54,547.23,558.91,638.38,1302.25,1001.49,1374.58,1021.68,665.21,1322.86,318.21,1023.47,1039.11,411.01,980.39,512.14,394.99,1140.36,1063.6,929.31,1133.67,568.62,534.29,521.39,797.65,1298.87,797.65,1262.08,908.29,558.91,776.47,1102.4,237.64,482.76,479.07,1105.9,774.67,592.06,486.97,1116.08,1116.08,507.09,241.03,1241.53,780.14,864.24,789.65,836.56,1130.84,1398.82,1402.0,1639.3,1402.0,1153.53,1443.92,916.10004,577.21,619.77997,796.51,644.09,576.37,718.81,889.55,791.79,667.56,724.9,889.55,889.55,807.32,1001.01,768.12,1001.01,889.55,601.76,354.13,609.31,609.31,768.38,714.63,768.38,794.22003,903.52,832.41,1025.29,748.36,938.15,1287.78,1650.24,1564.57,846.93,788.52,788.52,785.17,659.74,760.18,667.97,812.05,746.28,789.65,858.89,769.05,836.56,842.76,1130.84,1398.82,1402.0,1639.3,1402.0,1153.53,1443.92,916.10004,707.16003,577.21,619.77997,796.51,644.09,576.37,718.81,889.55,791.79,667.56,889.55,889.55,807.32,1001.01,768.12,1001.01,889.55,680.65,601.76,354.13,445.06,478.86,493.22,609.31,609.31,768.38,786.73,714.63,658.61,768.38,794.22003,1007.46,903.52,717.0,669.76,660.77,1025.29,772.13,1007.46,1011.30005,1906.02,481.72,990.1,281.04,748.36,840.08997,938.15,1106.87,1287.78,1401.88,1032.62,1650.24,1564.57,788.52,788.52,785.17,659.74,667.97,812.05,746.28
1993,768.78,790.46,2018.55,2018.55,956.81,910.55,3014.83,931.93,1130.93,1173.22,506.77002,623.59,1402.75,478.5,478.5,478.5,478.5,532.27,532.27,516.28,516.28,1133.41,1133.41,1133.41,1133.41,1073.11,623.59,546.55,613.14,851.4,1019.49,1424.39,1424.39,1424.39,239.23,239.23,1178.6799,1216.76,530.91,530.91,530.91,339.22,339.22,1440.1699,1308.47,1408.73,1129.62,634.44,1048.57,1402.75,1603.8,1580.03,1603.8,1494.25,447.56,517.09,1196.8,1296.34,1423.8401,329.31,798.41,1219.0599,1080.23,1114.99,1000.39996,719.65,443.87,471.53,994.01,994.01,994.01,618.66,443.87,443.87,200.44,200.44,517.09,517.09,578.39996,578.39996,966.52,991.54,610.51,610.51,610.51,610.51,1008.76,908.14,991.54,806.63,806.63,372.31,835.86,343.71,372.31,1810.87,830.65,329.31,1098.37,609.91,1173.22,942.97,616.59,899.22,512.93,1273.5599,1101.64,1273.78,1019.49,613.14,1050.5,206.36,1357.43,1408.73,404.91,1049.37,839.0,498.52,1063.97,1216.98,1085.45,1169.19,796.11,568.53,554.3,948.91003,1284.83,948.91003,1440.1699,1009.44,899.22,769.29004,1288.1799,357.17,326.48,412.95,724.4,1198.02,1153.75,285.14,1403.58,1403.58,370.37,655.59,1419.32,856.22,742.52,887.57,903.59,1246.97,1485.99,1393.84,1658.4,1393.84,1081.68,1385.98,903.55,604.82,645.14,807.71,678.64,741.45,703.69,948.58,808.17,730.18,843.91,948.58,948.58,867.20996,1157.15,922.3,1157.15,948.58,724.52,391.86,746.10004,746.10004,655.04,642.82,655.04,592.96,913.11,861.3,1116.89,915.77,779.53,1007.0,1301.56,1716.45,987.1,836.5,836.5,727.02997,851.63,836.29,588.76,738.7,696.66,887.57,945.59,830.81,903.59,948.32,1246.97,1485.99,1393.84,1658.4,1393.84,1081.68,1385.98,903.55,782.08,604.82,645.14,807.71,678.64,741.45,703.69,948.58,808.17,730.18,948.58,948.58,867.20996,1157.15,922.3,1157.15,948.58,840.67,724.52,391.86,302.88,376.21,399.11,746.10004,746.10004,655.04,616.6,642.82,628.6,655.04,592.96,868.63,913.11,770.43,729.76,833.48,1116.89,826.22003,868.63,843.11,2304.37,402.89,1065.9,152.36,915.77,719.83,779.53,1017.10004,1007.0,1463.36,960.37,1301.56,1716.45,836.5,836.5,727.02997,851.63,588.76,738.7,696.66
1994,798.72,827.02,2488.93,2488.93,887.17,1034.98,3350.97,721.91,822.08,1289.76,350.27,449.2,917.61,437.8,437.8,437.8,437.8,553.0,553.0,538.88,538.88,785.38,785.38,785.38,785.38,869.88,449.2,397.05002,577.12,540.87,1143.15,1361.3,1361.3,1361.3,220.49,220.49,1106.78,1272.4,528.89,528.89,528.89,287.61,287.61,861.5,690.34,879.39,1172.36,662.17,1129.18,917.61,918.99,957.96,918.99,1033.53,496.81,349.54,1215.0,1228.19,812.89996,317.32,676.7,1363.47,905.15,1475.98,734.24,567.16,309.38,345.38998,892.64,892.64,892.64,555.1,309.38,309.38,291.85,291.85,349.54,349.54,410.22,410.22,784.96,687.48,414.19,414.19,414.19,414.19,941.33997,904.96,687.48,938.13,938.13,404.52,832.74,437.4,404.52,2536.94,691.98,317.32,1051.31,555.2,1289.76,1130.53,397.83002,788.52997,568.06,1429.72,1286.53,1557.38,1143.15,577.12,1413.68,206.54,867.41,879.39,303.01,1008.0,635.2,405.49,928.75,1294.38,1081.49,1187.87,490.02,409.2,344.55002,747.67,1525.51,747.67,861.5,809.74,788.52997,712.06,1442.84,121.590004,221.51,163.69,562.76,907.85,941.15,149.99,1455.5801,1455.5801,241.06,541.69,1601.3201,372.99,476.99002,887.19,837.44,1223.48,1319.09,1535.48,1546.36,1535.48,1242.39,1494.86,1036.97,635.5,720.82,933.0,632.72,701.88,716.74,950.06,810.99,720.19,879.71,950.06,950.06,930.98,1051.69,815.26,1051.69,950.06,734.73,318.43,720.24,720.24,688.07,713.94,688.07,583.52997,970.02,788.89,1243.13,878.94,644.86,969.56,1226.49,1615.98,909.49,816.95,816.95,537.11,839.97,786.98,548.02,555.84,520.94,887.19,868.01,826.48,837.44,901.66,1223.48,1319.09,1535.48,1546.36,1535.48,1242.39,1494.86,1036.97,765.57,635.5,720.82,933.0,632.72,701.88,716.74,950.06,810.99,720.19,950.06,950.06,930.98,1051.69,815.26,1051.69,950.06,895.7,734.73,318.43,211.7,333.66,337.97,720.24,720.24,688.07,479.86002,713.94,659.53,688.07,583.52997,849.08,970.02,784.2,819.08,837.72,1243.13,995.04,849.08,893.9,2382.67,407.39,1028.92,242.92,878.94,876.76,644.86,942.48,969.56,1376.28,796.77,1226.49,1615.98,816.95,816.95,537.11,839.97,548.02,555.84,520.94
1995,797.15,950.63,2636.34,2636.34,990.79,829.85,2831.21,1000.04,1066.88,1322.79,721.73,853.13,1156.17,324.93,324.93,324.93,324.93,778.09,778.09,767.33,767.33,860.05,860.05,860.05,860.05,811.08997,853.13,690.39,474.58,924.36,1022.39,1298.32,1298.32,1298.32,380.85,380.85,1131.98,1134.86,631.41003,631.41003,631.41003,238.33,238.33,1082.25,842.23,1049.17,1287.53,922.01,1490.63,1156.17,1130.2001,1173.13,1130.2001,1240.71,381.8,733.89,1190.41,1138.01,928.16003,263.41,486.16,1452.92,834.4,1101.42,1415.4299,1065.68,454.03998,516.58997,849.27,849.27,849.27,487.84,454.03998,454.03998,151.56,151.56,733.89,733.89,314.85,314.85,1036.3099,1267.63,879.8,879.8,879.8,879.8,1063.65,955.59,1267.63,768.35,768.35,251.43,942.78,347.41,251.43,3001.71,944.08,263.41,999.2,474.38,1322.79,949.56,601.35,698.52,582.41003,1314.2001,1199.05,1419.4,1022.39,474.58,1081.34,150.04,994.32,1049.17,317.43,970.70996,587.43,545.81,1057.0599,1274.34,1009.14,1148.64,913.64,528.77,269.03,974.19,1419.23,974.19,1082.25,1078.14,698.52,853.08997,1942.36,300.04,407.12,370.57,935.0,1311.31,635.22003,467.38,1769.68,1769.68,423.97998,444.4,1460.6,644.5,766.39996,766.99,839.24,1199.01,1369.21,1709.77,1855.1901,1709.77,1364.78,1671.13,1084.81,748.6,873.24,995.63,879.48,656.31,628.54004,1175.97,719.1,600.07,739.36,1175.97,1175.97,1086.52,1032.25,779.0,1032.25,1175.97,627.15,453.3,866.26,866.26,663.33,730.46,663.33,667.88,809.99,807.46,1261.12,1113.83,743.32,1175.6,1475.87,1510.62,741.43,820.77997,820.77997,626.29,742.46,884.26,639.9,653.38,614.08,766.99,901.9,744.67,839.24,856.63,1199.01,1369.21,1709.77,1855.1901,1709.77,1364.78,1671.13,1084.81,996.6,748.6,873.24,995.63,879.48,656.31,628.54004,1175.97,719.1,600.07,1175.97,1175.97,1086.52,1032.25,779.0,1032.25,1175.97,713.99,627.15,453.3,191.37,388.46,364.06,866.26,866.26,663.33,672.61,730.46,632.74,663.33,667.88,765.38,809.99,675.16,785.13,750.77,1261.12,897.85,765.38,773.41,1846.99,542.64,893.97,101.03,1113.83,902.52997,743.32,855.25,1175.6,1145.9,820.36,1475.87,1510.62,820.77997,820.77997,626.29,742.46,639.9,653.38,614.08
1996,828.66003,1003.61,2604.95,2604.95,1159.91,975.47,3054.6099,969.74,835.75,1748.13,704.5,868.28,1599.48,373.69998,373.69998,373.69998,373.69998,894.72,894.72,875.52997,875.52997,875.17004,875.17004,875.17004,875.17004,863.62,868.28,696.44,598.91003,759.77997,1282.6,1437.41,1437.41,1437.41,375.12,375.12,1362.73,1401.5801,606.01,606.01,606.01,342.93,342.93,950.94,832.69,999.57,892.65,1098.23,1798.03,1599.48,936.89,1008.72,936.89,1109.36,517.21,713.38,1302.28,1190.74,947.21,253.89,598.14,1040.59,880.61,1102.48,1285.5,830.75,415.33,475.54,920.06,920.06,920.06,431.02,415.33,415.33,241.34,241.34,713.38,713.38,322.81,322.81,1045.76,1497.76,841.49,841.49,841.49,841.49,1035.06,975.12,1497.76,762.22,762.22,203.38,902.0,392.28998,203.38,3287.21,783.36,253.89,1556.94,426.69,1748.13,883.0,541.69,673.62,558.95,1210.3,1004.11,1446.35,1282.6,598.91003,1224.3,241.09,948.14,999.57,355.75,1376.0801,668.41,497.55,1018.25,1102.57,1540.41,1460.93,984.89996,555.17,270.52,893.07,1289.02,893.07,950.94,1066.15,673.62,861.97,1303.92,165.44,396.76,279.58002,754.12,875.82,597.35,234.84,1453.23,1453.23,420.35,473.12,1732.9401,624.64,712.92,620.69,718.95,891.1,1437.38,1447.59,1609.95,1447.59,1072.21,1325.75,1135.92,717.02997,826.04,936.5,727.06,596.15,570.58,900.87,610.33,598.36,588.96,900.87,900.87,825.88,843.94,683.49,843.94,900.87,487.37,680.1,1303.28,1303.28,714.99,690.52997,714.99,604.61,880.02997,651.74,977.08,1406.16,1132.32,1593.98,1536.04,1511.3099,634.87,666.89,666.89,633.98,635.9,673.1,497.33,643.85,621.13,620.69,739.86,660.8,718.95,705.13,891.1,1437.38,1447.59,1609.95,1447.59,1072.21,1325.75,1135.92,779.69,717.02997,826.04,936.5,727.06,596.15,570.58,900.87,610.33,598.36,900.87,900.87,825.88,843.94,683.49,843.94,900.87,567.57,487.37,680.1,330.32,858.11,646.34,1303.28,1303.28,714.99,563.58997,690.52997,621.76,714.99,604.61,962.33,880.02997,1017.85,646.06,578.54,977.08,757.45,962.33,965.77,2688.88,569.43,927.87,137.4,1406.16,1015.55,1132.32,1079.78,1593.98,1498.65,1019.43,1536.04,1511.3099,666.89,666.89,633.98,635.9,497.33,643.85,621.13
1997,912.82,914.22003,2944.44,2944.44,932.12,1077.2,2669.01,855.34,1138.54,1234.87,428.71,506.05,1143.18,359.67,359.67,359.67,359.67,664.56,664.56,644.34,644.34,767.54,767.54,767.54,767.54,792.64,506.05,480.68,499.47998,846.29,1056.22,1608.11,1608.11,1608.11,238.07,238.07,1021.27,967.41003,587.3,587.3,587.3,372.09,372.09,995.0,858.08997,871.88,1030.12,645.55,1122.45,1143.18,1115.78,1065.51,1115.78,1069.33,647.36,466.29,1107.7,1093.09,796.4,275.61002,468.33,1249.4,824.73,1295.71,752.02,545.15,319.63998,351.97,801.06,801.06,801.06,438.36,319.63998,319.63998,364.04,364.04,466.29,466.29,384.28,384.28,904.77997,712.05,514.77,514.77,514.77,514.77,802.32,733.59,712.05,1032.43,1032.43,241.73,752.0,522.07,241.73,2719.85,895.63,275.61002,867.32,443.06,1234.87,1018.11,668.02997,661.27,512.99,1455.91,1184.22,1305.3201,1056.22,499.47998,1402.25,267.39,847.86,871.88,393.52002,865.24,554.57,519.63,1053.4,1235.27,863.79004,1065.51,468.08,575.98,322.23,886.96,1598.41,886.96,995.0,904.05,661.27,812.52,1818.44,369.81,343.51,278.98,734.94,1515.84,987.05005,280.55,1989.7,1989.7,332.15,590.14,1359.72,483.54,466.22,725.7,767.15,1025.4401,1309.1901,1278.24,1569.74,1278.24,1013.52,1153.88,1314.04,783.69,790.88,1078.32,667.54,660.44,611.89996,865.25,704.95,624.62,669.1,865.25,865.25,808.08,932.1,738.48,932.1,865.25,555.85,650.41,1085.61,1085.61,666.97,627.11,666.97,548.07,933.25,738.77,1048.41,1032.05,920.08997,1040.41,1196.37,1155.69,732.03,862.95,862.95,637.97003,680.85,813.49,613.77,679.92,651.03,725.7,788.39996,706.22,767.15,771.32,1025.4401,1309.1901,1278.24,1569.74,1278.24,1013.52,1153.88,1314.04,800.32,783.69,790.88,1078.32,667.54,660.44,611.89996,865.25,704.95,624.62,865.25,865.25,808.08,932.1,738.48,932.1,865.25,728.74,555.85,650.41,420.28,721.48,688.69,1085.61,1085.61,666.97,543.2,627.11,590.27,666.97,548.07,747.31,933.25,569.35,718.86,704.82,1048.41,785.67,747.31,759.02,2428.3801,588.36,980.96,170.59,1032.05,741.28,920.08997,866.58997,1040.41,1450.76,964.71,1196.37,1155.69,862.95,862.95,637.97003,680.85,613.77,679.92,651.03
1998,673.58,848.88,2510.42,2510.42,800.92,739.38,2861.09,734.02,1038.99,1360.6,785.48,873.97003,1244.96,374.87,374.87,374.87,374.87,718.37,718.37,692.14996,692.14996,884.74,884.74,884.74,884.74,943.17,873.97003,800.14,545.62,738.51,1024.72,1562.75,1562.75,1562.75,269.31,269.31,1210.22,1058.34,574.08,574.08,574.08,316.79,316.79,1394.5,976.89996,1221.9,888.47,949.89,1479.74,1244.96,1385.84,1301.75,1385.84,1280.28,578.36,771.77997,1447.55,1497.84,861.3,269.19,771.15,1087.86,985.86,1136.99,1355.97,1057.95,519.12,601.8,817.32,817.32,817.32,444.44,519.12,519.12,249.64,249.64,771.77997,771.77997,348.58,348.58,754.55,1359.35,854.54004,854.54004,854.54004,854.54004,890.08,807.57,1359.35,852.37,852.37,260.26,798.57,423.83,260.26,2674.53,648.41003,269.19,1036.18,455.49,1360.6,891.1,530.14,711.69,501.61,1488.26,990.38,1227.23,1024.72,545.62,1331.5,205.83,1167.25,1221.9,349.85,1021.13,696.68,575.61,831.39,1133.27,1072.95,1096.32,927.92,511.15,291.92,717.57,1501.58,717.57,1394.5,791.05,711.69,730.68,1561.01,306.31,379.85,314.96,1102.78,1325.66,1250.31,294.69,1686.77,1686.77,429.76,511.68,1358.62,587.8,616.08,1094.34,1017.42,1292.82,1335.9401,1401.64,1658.98,1401.64,1121.91,1307.33,1148.15,750.9,782.92,983.04004,696.88,789.04,794.69,1018.03,911.98,700.77997,993.95996,1018.03,1018.03,936.46,1196.29,980.45,1196.29,1018.03,789.54004,375.3,664.23,664.23,789.27,842.66,789.27,815.19,794.23,816.2,1159.65,1239.57,873.02,1216.88,1247.78,1140.0499,1159.37,955.61,955.61,832.53,947.31,1075.41,689.9,876.02,834.97,1094.34,1012.85004,1032.9,1017.42,1093.05,1292.82,1335.9401,1401.64,1658.98,1401.64,1121.91,1307.33,1148.15,807.15,750.9,782.92,983.04004,696.88,789.04,794.69,1018.03,911.98,700.77997,1018.03,1018.03,936.46,1196.29,980.45,1196.29,1018.03,947.36,789.54004,375.3,195.08,431.77002,369.46,664.23,664.23,789.27,780.33997,842.66,794.45,789.27,815.19,676.37,794.23,530.17,717.27,729.04,1159.65,759.26,676.37,691.13,2057.5,463.16,1077.61,103.08,1239.57,792.44,873.02,1010.18,1216.88,1441.03,949.09,1247.78,1140.0499,955.61,955.61,832.53,947.31,689.9,876.02,834.97
