,AR-TF1,CA-Cbo,CA-DB2,CA-DBB,CA-ER1,CA-LP1,PE-QFR,US-ALQ,US-ARM,US-Bar,US-Bi1,US-Bi2,US-BRG,US-BZB,US-BZF,US-BZo,US-BZS,US-CF1,US-CF2,US-CF3,US-CF4,US-CS1,US-CS2,US-CS3,US-CS4,US-DFC,US-DS3,US-EDN,US-EML,US-GLE,US-Ha1,US-HB1,US-HB2,US-HB3,US-Hn2,US-Hn3,US-Ho2,US-HWB,US-ICh,US-ICs,US-ICt,US-Jo1,US-Jo2,US-KFS,US-KLS,US-Kon,US-KS3,US-Me2,US-Me6,US-MMS,US-Mo1,US-Mo2,US-Mo3,US-MOz,US-Mpj,US-Myb,US-NC3,US-NC4,US-Ne1,US-NGB,US-NGC,US-ONA,US-Pnp,US-RGA,US-RGB,US-RGo,US-Rls,US-Rms,US-Ro4,US-Ro5,US-Ro6,US-Rpf,US-Rwf,US-Rws,US-Seg,US-Ses,US-Sne,US-Snf,US-SRG,US-SRS,US-Syv,US-Ton,US-Tw1,US-Tw3,US-Tw4,US-Tw5,US-UMB,US-UMd,US-Var,US-Vcm,US-Vcp,US-Whs,US-Wi0,US-Wjs,US-Wkg,US-xAB,US-xAE,US-xBA,US-xBL,US-xBN,US-xBR,US-xCL,US-xCP,US-xDC,US-xDJ,US-xDL,US-xDS,US-xGR,US-xHA,US-xHE,US-xJE,US-xJR,US-xKA,US-xKZ,US-xMB,US-xML,US-xNG,US-xNQ,US-xRM,US-xSB,US-xSC,US-xSE,US-xSJ,US-xSL,US-xSR,US-xST,US-xTA,US-xTR,US-xUK,US-xUN,US-xWD,US-xYE,AU-Adr,AU-ASM,AU-Boy,AU-Cpr,AU-Cum,AU-DaS,AU-Dry,AU-GWW,AU-Lit,AU-Lon,AU-Rgf,AU-Stp,AU-War,AU-Whr,AU-Wom,BE-Bra,BE-Lon,BE-Vie,CH-Aws,CH-Cha,CH-Dav,CH-Fru,CH-Lae,CH-Oe2,CZ-BK1,CZ-Lnz,CZ-RAJ,CZ-Stn,CZ-wet,DE-Akm,DE-Geb,DE-Gri,DE-Hai,DE-HoH,DE-Hte,DE-Hzd,DE-Kli,DE-Obe,DE-RuR,DE-RuS,DE-RuW,DE-Tha,DK-Sor,ES-Abr,ES-LM1,ES-LM2,FI-Hyy,FI-Let,FI-Sii,FI-Var,FR-Bil,FR-EM2,FR-Hes,IT-BCi,IT-Cp2,IT-Lsn,IT-SR2,IT-Tor,NL-Loo,RU-Fy2,RU-Fyo,SE-Deg,SE-Htm,SE-Lnn,SE-Nor,SE-Ros,SE-Svb,BE-Bra,BE-Dor,BE-Lcr,BE-Lon,BE-Maa,BE-Vie,CH-Aws,CH-Cha,CH-Dav,CH-Fru,CH-Lae,CH-Oe2,CZ-BK1,CZ-KrP,CZ-Lnz,CZ-RAJ,CZ-Stn,CZ-wet,DE-Akm,DE-Geb,DE-Gri,DE-Hai,DE-HoH,DE-Hzd,DE-Kli,DE-Obe,DE-RuR,DE-RuS,DE-RuW,DE-Tha,DK-Gds,DK-Sor,ES-Abr,ES-Agu,ES-Cnd,ES-LJu,ES-LM1,ES-LM2,FI-Hyy,FI-Ken,FI-Let,FI-Qvd,FI-Sii,FI-Var,FR-Aur,FR-Bil,FR-FBn,FR-Fon,FR-Gri,FR-Hes,FR-Lam,FR-LGt,FR-Tou,GF-Guy,GL-Dsk,IE-Cra,IL-Yat,IT-BCi,IT-BFt,IT-Cp2,IT-Lav,IT-Lsn,IT-MBo,IT-Ren,IT-SR2,IT-Tor,RU-Fy2,RU-Fyo,SE-Deg,SE-Htm,SE-Nor,SE-Ros,SE-Svb
1999,818.35,834.0,2740.3,2740.3,884.85,888.59,2695.18,846.87,1040.0599,1320.3099,308.52,378.73,958.05,356.76,356.76,356.76,356.76,595.25,595.25,557.96,557.96,810.88,810.88,810.88,810.88,775.09,378.73,357.8,609.84,709.05,1059.28,1579.13,1579.13,1579.13,182.48,182.48,1134.28,1005.61,519.01,519.01,519.01,380.06998,380.06998,1164.05,889.52997,1052.47,1061.78,721.67,1312.3,958.05,810.59,937.18,810.59,989.41,513.02997,326.44,1326.1799,1345.2101,826.01,209.29001,431.62,1134.3,794.85004,1033.05,644.5,451.24,276.04,325.26,903.94,903.94,903.94,442.88,276.04,276.04,236.81,236.81,326.44,326.44,240.86,240.86,909.57,640.99,372.46002,372.46002,372.46002,372.46002,872.85,783.31,640.99,746.93,746.93,150.26,845.13,385.34,150.26,2955.1199,658.6,209.29001,927.64,432.34,1320.3099,731.08,538.76,675.8,697.02997,1091.98,1017.58997,1098.82,1059.28,609.84,886.69,280.73,993.5,1052.47,292.68,844.17,600.8,398.48,987.99,860.92,902.97,1123.17,416.9,474.22,181.78,793.56,1141.98,793.56,1164.05,918.75,675.8,692.91003,1803.42,226.77,446.02002,305.41,927.5,1110.43,881.14,309.38,1863.14,1863.14,450.42,560.18,1243.15,608.86,614.5,827.33997,899.91003,1251.7,1868.1,1734.32,2162.1199,1734.32,1400.52,1734.56,1097.91,725.26,759.71,926.83,669.9,714.27,656.04,829.04,748.05,622.62,777.64,829.04,829.04,764.53,1106.21,838.58,1106.21,829.04,810.89,366.79,739.83,739.83,670.01,646.19,670.01,690.72003,967.92,843.55,1404.91,1198.4299,909.91,1178.4,1451.2,1710.22,907.67,736.83997,736.83997,632.55,930.75,1020.37,652.68,652.59,632.73,827.33997,935.26,821.18,899.91003,907.48,1251.7,1868.1,1734.32,2162.1199,1734.32,1400.52,1734.56,1097.91,725.66,725.26,759.71,926.83,669.9,714.27,656.04,829.04,748.05,622.62,829.04,829.04,764.53,1106.21,838.58,1106.21,829.04,973.46,810.89,366.79,338.4,483.13998,420.12,739.83,739.83,670.01,730.47,646.19,657.79,670.01,690.72003,928.73,967.92,738.14,898.73,867.54,1404.91,1022.06,928.73,922.68,2434.32,576.51,1004.26,85.92,1198.4299,872.39,909.91,1128.0,1178.4,1608.79,1158.41,1451.2,1710.22,736.83997,736.83997,632.55,930.75,652.68,652.59,632.73
2000,886.99,963.83997,1898.32,1898.32,948.5,918.14,2889.79,863.29,1138.55,1341.75,521.49,603.77,1161.98,433.39,433.39,433.39,433.39,591.6,591.6,596.5,596.5,1004.39996,1004.39996,1004.39996,1004.39996,923.38,603.77,547.3,629.47003,682.1,1055.62,1027.98,1027.98,1027.98,241.95,241.95,1120.38,1015.64,527.92,527.92,527.92,292.59,292.59,758.08997,706.32,742.01,740.67,602.14,1057.89,1161.98,851.73,877.3,851.73,864.48,462.22998,530.58,1284.65,1322.6,565.7,248.65,653.44,734.35,923.28,1027.17,871.8,633.89,337.09,386.56,783.35,783.35,783.35,545.23,337.09,337.09,255.56,255.56,530.58,530.58,419.93,419.93,904.83,993.55,594.56,594.56,594.56,594.56,988.14,876.59,993.55,668.98,668.98,246.04,808.51,356.47,246.04,1899.0,824.19,248.65,956.77,542.47,1341.75,935.82,436.91,826.1,720.29,891.93,649.15,1094.14,1055.62,629.47003,949.2,212.54,700.82,742.01,289.62,766.84,745.77,440.32,792.85,752.52,991.15,1087.73,673.12,394.89,346.46,863.56,977.46,863.56,758.08997,930.11,826.1,647.79,1874.7001,766.02997,348.35,307.33,943.76,1286.77,1136.64,368.73,1931.7999,1931.7999,379.78,834.56,1344.9,527.45,719.27,967.61,1039.6901,1284.68,1814.37,1382.17,1947.56,1382.17,1078.9,1350.66,1162.25,637.61,741.54,979.57,728.17,698.83,648.62,961.66,768.93,604.71,755.89,961.66,961.66,899.81,1124.12,884.49,1124.12,961.66,715.54,444.85,997.11,997.11,740.93,732.86,740.93,795.59,1071.97,968.02,1205.11,1044.58,843.27,1325.57,1786.27,1742.74,952.87,827.2,827.2,960.01,783.0,1087.91,664.9,985.26,954.16,967.61,1061.03,966.15,1039.6901,1002.92,1284.68,1814.37,1382.17,1947.56,1382.17,1078.9,1350.66,1162.25,808.47,637.61,741.54,979.57,728.17,698.83,648.62,961.66,768.93,604.71,961.66,961.66,899.81,1124.12,884.49,1124.12,961.66,870.02,715.54,444.85,243.79001,468.82,473.46,997.11,997.11,740.93,718.52,732.86,697.16,740.93,795.59,925.45996,1071.97,847.88,919.13,925.68,1205.11,900.15,925.45996,925.44,3026.3801,661.19,1031.0,167.72,1044.58,981.62,843.27,1266.91,1325.57,1814.36,1164.41,1786.27,1742.74,827.2,827.2,960.01,783.0,664.9,985.26,954.16
2001,758.51,843.66,2287.34,2287.34,914.38,1027.7,2691.31,803.59,596.53,973.63,514.99,593.56,1007.39,319.50998,319.50998,319.50998,319.50998,543.20996,543.20996,544.04,544.04,872.48,872.48,872.48,872.48,892.97003,593.56,540.75,572.32,611.58,804.32,1064.64,1064.64,1064.64,231.93001,231.93001,770.85,874.45996,448.06,448.06,448.06,256.84,256.84,1233.7001,878.31,1113.29,1130.34,649.16003,1073.63,1007.39,1024.5599,996.62,1024.5599,987.18,434.9,544.93,859.06,862.18,923.58,240.23,438.56,1119.73,953.34,1297.93,894.88,717.39,304.61,365.59,830.52,830.52,830.52,448.75,304.61,304.61,203.15,203.15,544.93,544.93,378.12,378.12,878.96,781.57,622.51,622.51,622.51,622.51,1036.34,928.75,781.57,681.69,681.69,229.81,908.52,331.99,229.81,2149.74,594.48,240.23,779.5,442.22,973.63,932.75,447.53,539.93,561.63,1193.91,1085.45,1147.9,804.32,572.32,887.62,162.2,1031.72,1113.29,339.01,894.45,527.5,336.88,866.43,991.85,797.7,981.71,640.83,517.08,306.73,772.16,1286.82,772.16,1233.7001,901.89,539.93,566.71,1571.16,493.72998,317.68,232.76,761.56,1315.84,1192.11,405.1,1665.26,1665.26,324.21,832.04,1277.04,502.26,578.75,986.13,1062.0701,1331.17,1610.84,1717.37,1947.46,1717.37,1401.22,1628.14,1244.6,704.1,864.67,1010.4,827.35,721.83997,733.17,1066.53,811.25,779.7,901.98,1066.53,1066.53,1031.21,1204.42,927.2,1204.42,1066.53,720.64,567.38,1057.26,1057.26,735.22003,684.69,735.22003,543.97003,845.95,1035.33,1308.3201,942.17,611.84,1109.46,1429.62,1312.36,1023.49,782.19,782.19,771.33997,786.82,799.48,596.95,801.88,764.92,986.13,1085.71,1012.58,1062.0701,1025.41,1331.17,1610.84,1717.37,1947.46,1717.37,1401.22,1628.14,1244.6,937.47,704.1,864.67,1010.4,827.35,721.83997,733.17,1066.53,811.25,779.7,1066.53,1066.53,1031.21,1204.42,927.2,1204.42,1066.53,885.84,720.64,567.38,288.00998,582.11,446.02,1057.26,1057.26,735.22003,660.82,684.69,786.33,735.22003,543.97003,733.63,845.95,550.83,948.45,928.12,1308.3201,1059.05,733.63,735.77,1948.79,484.75,765.47003,115.93,942.17,853.33997,611.84,964.93,1109.46,1429.26,1000.89996,1429.62,1312.36,782.19,782.19,771.33997,786.82,596.95,801.88,764.92
2002,857.72,770.32,2027.75,2027.75,876.86,870.42,2539.5,983.85,713.82,1282.58,349.29,440.09,1046.8099,455.58002,455.58002,455.58002,455.58002,547.37,547.37,530.17,530.17,749.0,749.0,749.0,749.0,772.8,440.09,408.89,718.41,537.1,1081.12,1377.64,1377.64,1377.64,201.52,201.52,1083.14,1088.69,546.54,546.54,546.54,340.38,340.38,879.07996,684.54,711.68,1173.08,545.19,964.17,1046.8099,933.62,932.17,933.62,907.43,399.19,366.43,1274.68,1332.95,637.46,265.58,591.6,1325.9,798.02,1281.51,797.58997,556.99,237.85,299.49,891.1,891.1,891.1,574.22,237.85,237.85,206.44,206.44,366.43,366.43,213.04,213.04,1038.57,720.87,429.58002,429.58002,429.58002,429.58002,929.27,846.81,720.87,518.52,518.52,152.57,1008.51,309.26,152.57,2127.36,660.65,265.58,940.6,559.51,1282.58,1081.88,298.88,607.75,726.76,1212.35,1393.8,1354.75,1081.12,718.41,1122.99,218.59,672.68,711.68,220.58,1019.16,397.98,281.07,625.75,1122.36,921.49,1087.8201,458.18002,289.79,156.81,942.12,1277.83,942.12,879.07996,1053.9,607.75,624.93,1042.23,179.06,284.32,131.75,624.89996,776.29,652.55,150.76,1184.8099,1184.8099,314.38,321.19998,1533.6,314.79,458.62,977.74,1036.99,1294.23,1654.56,1694.89,1879.86,1694.89,1368.14,1646.55,1059.07,748.78,770.1,931.02,992.52,730.46,894.49,1194.33,987.71,797.94,903.44,1194.33,1194.33,1145.88,1168.63,912.07,1168.63,1194.33,816.74,500.48,1036.87,1036.87,590.81,564.09,590.81,601.38,809.6,898.64,1259.87,1095.02,941.75,1661.6699,1467.5,1755.21,1007.41,659.61,659.61,531.27,880.42,830.44,607.49,567.92,524.99,977.74,1041.25,897.5,1036.99,1013.33,1294.23,1654.56,1694.89,1879.86,1694.89,1368.14,1646.55,1059.07,1032.4,748.78,770.1,931.02,992.52,730.46,894.49,1194.33,987.71,797.94,1194.33,1194.33,1145.88,1168.63,912.07,1168.63,1194.33,896.72003,816.74,500.48,268.66998,512.5,430.79,1036.87,1036.87,590.81,509.95,564.09,550.98,590.81,601.38,915.66,809.6,845.7,799.07,851.51,1259.87,870.2,915.66,919.43,2752.79,327.08,1217.08,239.42,1095.02,1354.37,941.75,1464.01,1661.6699,1766.72,1153.02,1467.5,1755.21,659.61,659.61,531.27,880.42,607.49,567.92,524.99
2003,924.12,854.62,2321.51,2321.51,954.94,922.05,2583.09,833.42,723.88,1380.42,426.78,506.78,1267.55,438.04,438.04,438.04,438.04,664.6,664.6,647.62,647.62,645.25,645.25,645.25,645.25,694.41,506.78,453.47998,622.33,706.01,1263.35,1515.26,1515.26,1515.26,225.74,225.74,1225.89,1325.89,640.69,640.69,640.69,162.65,162.65,932.72,685.98,827.55,963.96,704.77,1224.81,1267.55,978.87,1050.0,978.87,1126.75,300.1,449.48,1673.68,1687.75,708.23,289.69,631.86,1063.95,685.66,1202.87,857.72,683.58,340.41,393.41,702.62,702.62,702.62,562.5,340.41,340.41,117.74,117.74,449.48,449.48,294.79,294.79,888.04004,715.14996,511.13,511.13,511.13,511.13,861.92,788.06,715.14996,542.25,542.25,186.07,743.88,223.24,186.07,2388.77,568.6,289.69,1353.42,558.48,1380.42,685.54,469.09,568.25,536.04,1329.56,1074.6,1441.7,1263.35,622.33,1165.68,108.26,786.32,827.55,284.72,1186.56,495.61002,379.47,924.17,1056.03,1403.65,1518.15,462.65,358.06,240.73,743.74,1455.08,743.74,932.72,895.83,568.25,651.19,1603.06,277.63,391.88,224.45999,808.45,1106.41,1190.44,299.76,1650.44,1650.44,428.86002,865.44995,1328.04,581.87,625.67,662.92,701.7,922.29,1078.6,957.89,1289.59,957.89,758.87,1036.03,862.16,481.86,597.71,665.23,520.7,546.29004,473.74,647.42,522.13,492.59,646.19,647.42,647.42,590.21,858.77,650.33,858.77,647.42,566.93,506.86,1115.89,1115.89,605.27,586.65,605.27,547.93,821.86,592.18,833.27,1165.66,762.39996,868.36,1029.65,1103.65,673.12,929.3,929.3,601.32,639.15,802.82,658.14,619.48,585.97003,662.92,731.82,642.0,701.7,698.92,922.29,1078.6,957.89,1289.59,957.89,758.87,1036.03,862.16,626.76,481.86,597.71,665.23,520.7,546.29004,473.74,647.42,522.13,492.59,647.42,647.42,590.21,858.77,650.33,858.77,647.42,694.02,566.93,506.86,371.38,621.02997,578.87,1115.89,1115.89,605.27,549.3,586.65,523.19,605.27,547.93,735.27,821.86,687.58997,585.54,568.67,833.27,752.81,735.27,753.79,1874.67,691.99,822.69,167.84,1165.66,672.85,762.39996,814.47003,868.36,1242.24,712.97003,1029.65,1103.65,929.3,929.3,601.32,639.15,658.14,619.48,585.97003
2004,747.41003,899.6,2046.38,2046.38,1065.25,1047.85,2361.1,904.45,944.52997,1142.5,491.57,573.73,989.97,352.31,352.31,352.31,352.31,597.86,597.86,572.31,572.31,935.81,935.81,935.81,935.81,945.7,573.73,505.46,569.05,792.52997,1001.52,1380.51,1380.51,1380.51,251.16,251.16,997.28,1236.66,488.82,488.82,488.82,465.56,465.56,1019.95,694.29,844.69,1050.94,645.76,1097.49,989.97,1096.46,1135.45,1096.46,1224.53,508.71,502.97,1245.47,1102.29,752.8,267.16,634.93,1107.11,965.57,1345.11,787.95,614.8,362.3,422.25,750.35,750.35,750.35,359.98,362.3,362.3,271.25,271.25,502.97,502.97,251.56,251.56,964.39,780.77997,568.96,568.96,568.96,568.96,1030.17,929.35,780.77997,681.57,681.57,239.8,871.55,461.87,239.8,2270.57,840.11,267.16,1058.86,367.71,1142.5,1092.76,548.33997,679.29,534.68,1299.77,1148.28,1522.26,1001.52,569.05,1155.38,345.58002,772.25,844.69,384.66,1062.37,505.94,432.66998,1087.79,1209.3,1047.31,1194.87,563.84,406.33,223.45999,852.87,1358.94,852.87,1019.95,977.73,679.29,716.2,1609.76,215.89,315.47998,229.69,821.69,1135.8,1115.32,257.24,1799.4401,1799.4401,329.44998,673.67,1506.0,460.25,598.06,803.59,826.92,1113.18,1224.53,1316.23,1524.79,1316.23,1051.98,1407.14,1024.47,610.49,717.63,875.11,738.1,685.67,656.69,961.58,739.76,615.76,813.68,961.58,961.58,879.55,1001.83,797.78,1001.83,961.58,764.24,376.15,621.34,621.34,752.76,797.96,752.76,677.86,720.03,672.0,1003.77997,1395.65,1083.11,1462.04,1213.16,1328.62,902.58,844.67004,844.67004,685.99,874.27,856.04,582.11,710.51,681.95,803.59,825.68,764.49,826.92,893.45,1113.18,1224.53,1316.23,1524.79,1316.23,1051.98,1407.14,1024.47,804.16003,610.49,717.63,875.11,738.1,685.67,656.69,961.58,739.76,615.76,961.58,961.58,879.55,1001.83,797.78,1001.83,961.58,893.99,764.24,376.15,306.62,469.53,517.13,621.34,621.34,752.76,780.63,797.96,663.43,752.76,677.86,817.58,720.03,545.98,668.67,650.55,1003.77997,762.56,817.58,803.99,2314.19,681.74,915.07,146.38,1395.65,957.04004,1083.11,1033.15,1462.04,1428.7,871.37,1213.16,1328.62,844.67004,844.67004,685.99,874.27,582.11,710.51,681.95
2005,810.63,783.54,2265.97,2265.97,885.2,1024.66,2462.59,844.31,735.29,1666.58,577.43,690.0,1094.8,372.13,372.13,372.13,372.13,561.25,561.25,549.98,549.98,681.71,681.71,681.71,681.71,706.21,690.0,574.67,645.69,742.29,1299.06,1450.8,1450.8,1450.8,242.06,242.06,1661.13,1018.72,386.27,386.27,386.27,331.78,331.78,859.36,862.63,927.81,1128.49,750.26,1180.87,1094.8,820.03,883.87,820.03,941.89,510.87,587.52997,1368.93,1492.68,732.85004,244.79001,695.21,1093.0701,739.46,791.82,1134.25,764.77,452.15,549.91,777.1,777.1,777.1,542.76,452.15,452.15,232.96,232.96,587.52997,587.52997,291.67,291.67,906.31,1134.62,681.65,681.65,681.65,681.65,725.58997,688.77,1134.62,749.17,749.17,194.62,894.29,394.21,194.62,2109.45,539.19,244.79001,971.37,533.72,1666.58,646.47003,487.2,662.25,575.36,1342.8,1095.72,1129.52,1299.06,645.69,1373.34,231.6,904.77,927.81,370.24,890.6,506.27,483.26,803.93,1166.31,1002.79,1122.71,769.25,475.02,239.5,761.11,1397.95,761.11,859.36,956.92,662.25,740.78,1163.14,234.69,336.28,305.55,882.57,871.4,680.66,201.71,1384.11,1384.11,376.3,330.45,1524.12,563.81,658.49,744.19,752.79,1023.18,1175.02,1334.03,1606.36,1334.03,999.36,1284.86,1259.12,843.61,856.45,1067.7,800.37,660.38,578.23,970.8,681.52997,573.52,731.91003,970.8,970.8,865.75,1017.0,794.35004,1017.0,970.8,614.0,253.95,478.49,478.49,728.17,722.45,728.17,664.37,617.41,638.96,983.05,1336.23,1065.46,1031.35,1099.67,1084.56,830.12,835.05,835.05,723.19,667.03,732.81,636.87,753.27997,721.42,744.19,740.85,732.75,752.79,808.41,1023.18,1175.02,1334.03,1606.36,1334.03,999.36,1284.86,1259.12,910.97003,843.61,856.45,1067.7,800.37,660.38,578.23,970.8,681.52997,573.52,970.8,970.8,865.75,1017.0,794.35004,1017.0,970.8,748.61,614.0,253.95,242.83,301.56,304.07,478.49,478.49,728.17,741.47003,722.45,608.32,728.17,664.37,685.26,617.41,456.69,586.63,600.3,983.05,652.53,685.26,704.26,2270.34,645.17,922.87,132.43001,1336.23,1033.77,1065.46,868.31,1031.35,1275.87,800.24,1099.67,1084.56,835.05,835.05,723.19,667.03,636.87,753.27997,721.42
2006,977.76,930.96,2352.31,2352.31,1001.27997,757.9,2453.5,782.23,561.79,1439.26,484.79,562.33,1456.13,349.31,349.31,349.31,349.31,713.16,713.16,709.02997,709.02997,745.39,745.39,745.39,745.39,885.07,562.33,538.12,602.22003,646.87,1123.27,1131.62,1131.62,1131.62,284.61,284.61,1290.99,1112.6,513.18,513.18,513.18,418.88,418.88,730.87,695.19,811.03,582.56,873.76996,1509.98,1456.13,841.53,949.17,841.53,982.94,621.47003,488.52,1356.09,1309.8,645.91,299.95,582.63,829.66,941.77997,1160.23,983.8,684.62,360.98,408.55,707.93,707.93,707.93,505.54,360.98,360.98,273.18,273.18,488.52,488.52,362.69,362.69,796.18,1052.45,561.73,561.73,561.73,561.73,916.17,858.22,1052.45,825.32,825.32,263.85,667.53,442.31,263.85,2819.26,517.67,299.95,934.24,494.19,1439.26,718.8,386.63,488.04,649.27,1077.09,737.36,1336.39,1123.27,602.22003,792.62,276.82,779.82,811.03,348.43,989.45,437.88,460.57,839.89,603.37,954.85,1203.49,711.64,325.36,247.8,766.98,1051.95,766.98,730.87,833.60004,488.04,669.8,1613.08,333.73,376.85,162.81,584.96,1188.92,944.4,376.52,1809.82,1809.82,345.34,944.37,1243.8201,240.08,357.91,815.87,849.29,1143.87,1197.81,1393.48,1509.5599,1393.48,1189.26,1519.95,1018.01,730.53,755.26,933.65,696.06,606.98,559.95,872.81,656.98,551.33,704.69,872.81,872.81,789.82,1006.24,730.63,1006.24,872.81,749.52,482.97,983.44,983.44,631.5,676.65,631.5,565.27997,836.36,824.16,1166.79,1017.38,616.99,924.73,1149.85,1300.19,829.43,757.46,757.46,735.5,820.15,970.13,655.81,761.12,680.25,815.87,885.07,817.04,849.29,869.03,1143.87,1197.81,1393.48,1509.5599,1393.48,1189.26,1519.95,1018.01,800.55,730.53,755.26,933.65,696.06,606.98,559.95,872.81,656.98,551.33,872.81,872.81,789.82,1006.24,730.63,1006.24,872.81,904.86,749.52,482.97,371.66,465.83002,613.54,983.44,983.44,631.5,611.19,676.65,633.41,631.5,565.27997,689.89,836.36,519.45,711.11,698.37,1166.79,776.24,689.89,701.76,2868.8599,538.37,1026.3099,125.51,1017.38,707.67,616.99,724.38,924.73,1110.62,748.43,1149.85,1300.19,757.46,757.46,735.5,820.15,655.81,761.12,680.25
2007,949.52997,722.4,2532.07,2532.07,752.5,1149.2,2476.7,694.49,1033.9,1417.6,272.86002,315.37,908.13,336.8,336.8,336.8,336.8,486.88,486.88,468.63,468.63,892.52,892.52,892.52,892.52,958.33,315.37,262.12,509.67,693.22,1055.43,1066.5,1066.5,1066.5,182.08,182.08,1235.03,992.55,291.08,291.08,291.08,323.19,323.19,1045.79,908.56,896.68,935.74,678.77,1173.4,908.13,871.72,864.65,871.72,880.23,423.88,268.96,896.8,902.67,885.41,201.57,602.47003,867.27,979.17,1049.0701,539.84,344.77,301.68,341.06,924.69,924.69,924.69,402.6,301.68,301.68,197.68001,197.68001,268.96,268.96,372.71,372.71,710.77,592.36,288.05,288.05,288.05,288.05,819.2,744.3,592.36,807.06,807.06,301.25,777.46,298.38,301.25,2385.46,901.77997,201.57,807.54,402.5,1417.6,1269.05,468.09,729.3,563.29,740.21,834.98,900.96,1055.43,509.67,718.76,259.98,869.11,896.68,356.44,826.7,636.41003,354.7,893.11,849.95,766.38,924.51,341.55,451.87,272.82,686.38,748.21,686.38,1045.79,747.47003,729.3,658.6,1828.51,285.62,292.2,322.67,1172.15,1199.18,760.16003,165.58,2032.0,2032.0,316.41998,582.18,1352.61,453.82,645.20996,901.94,947.78,1334.88,1405.96,1463.83,1799.8,1463.83,1216.54,1493.59,1120.38,711.51,771.88,952.82,751.63,810.47,858.28,1051.96,962.38,919.41,966.75,1051.96,1051.96,919.85,1212.21,932.3,1212.21,1051.96,860.91,411.53,670.96,670.96,700.84,745.53,700.84,702.11,758.57,778.04,1207.0599,1030.64,688.77997,1106.91,1052.9,1309.42,1008.33,814.16,814.16,609.29,958.97,1059.25,608.39,630.34,599.08,901.94,981.85,872.11,947.78,988.75,1334.88,1405.96,1463.83,1799.8,1463.83,1216.54,1493.59,1120.38,868.67,711.51,771.88,952.82,751.63,810.47,858.28,1051.96,962.38,919.41,1051.96,1051.96,919.85,1212.21,932.3,1212.21,1051.96,942.04,860.91,411.53,472.91,429.04,491.3,670.96,670.96,700.84,676.77,745.53,724.32,700.84,702.11,802.68,758.57,425.98,752.07,784.95996,1207.0599,878.13,802.68,794.33,2875.35,567.20996,979.32,138.43,1030.64,795.44,688.77997,906.64,1106.91,1277.61,886.61,1052.9,1309.42,814.16,814.16,609.29,958.97,608.39,630.34,599.08
2008,800.41,1116.88,1855.81,1855.81,1251.29,909.34,2664.94,756.53,1030.86,1540.7001,347.81,412.38,1282.41,409.65,409.65,409.65,409.65,579.81,579.81,568.24,568.24,816.32,816.32,816.32,816.32,931.56,412.38,387.52,587.85,666.51,1419.41,1431.87,1431.87,1431.87,192.23,192.23,1362.77,1132.26,515.16,515.16,515.16,347.98,347.98,1194.53,885.41,1046.84,891.26,644.10004,1240.69,1282.41,1254.1799,1283.53,1254.1799,1265.0499,505.27,370.66,1084.01,1084.27,800.09,252.37,497.02,946.34,987.96,1392.58,633.62,459.24,281.79,325.38998,878.05,878.05,878.05,498.63998,281.79,281.79,187.08,187.08,370.66,370.66,375.42,375.42,775.42,605.17,413.62,413.62,413.62,413.62,1043.31,951.66,605.17,748.91,748.91,248.62,739.05,414.19,248.62,2482.97,648.93,252.37,1007.32996,495.19,1540.7001,703.85,426.33,696.36,652.8,1310.4401,949.08,978.10004,1419.41,587.85,1065.2,243.18,988.53,1046.84,320.73,780.96,645.15,338.61,747.1,944.81,1012.31,1124.08,501.31,428.94,314.15,732.16,1319.32,732.16,1194.53,784.99,696.36,779.89,1610.77,198.26001,332.62,222.57,893.52,1409.29,1070.07,299.63,1717.75,1717.75,382.01,508.31998,1267.58,421.44,505.62,790.0,894.66003,1233.09,1614.59,1469.37,1753.87,1469.37,1140.44,1313.52,1025.97,644.02,736.54,880.53,697.81,661.44,618.93,954.87,704.03,649.04004,738.84,954.87,954.87,899.19,1092.54,811.65,1092.54,954.87,649.82,426.68,700.93,700.93,894.62,884.9,894.62,703.94,957.08997,842.77,1084.27,1263.23,1120.47,1643.91,1644.53,1628.8,904.9,870.73,870.73,740.56,798.05,1013.04,755.39,764.65,726.12,790.0,951.87,815.15,894.66003,909.88,1233.09,1614.59,1469.37,1753.87,1469.37,1140.44,1313.52,1025.97,772.75,644.02,736.54,880.53,697.81,661.44,618.93,954.87,704.03,649.04004,954.87,954.87,899.19,1092.54,811.65,1092.54,954.87,861.26,649.82,426.68,427.31,570.4,601.43,700.93,700.93,894.62,643.3,884.9,841.71,894.62,703.94,869.62,957.08997,871.92,754.78,696.72,1084.27,865.94,869.62,885.23,2403.7,593.93,1078.23,123.51,1263.23,1093.78,1120.47,1359.14,1643.91,1795.33,1119.93,1644.53,1628.8,870.73,870.73,740.56,798.05,755.39,764.65,726.12
