system:index,Site,rhoX,sigmaX,.geo
000000000000000000b2_0,FI-Sii,0.9515573099518023,0.31399534018243613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3_0,FI-Var,0.8912421905430922,0.3774830524570508,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9_0,IT-Lsn,0.9915928157050968,0.20233738323635128,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_0,FR-EM2,0.9646049893409402,0.2442270694712422,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd_0,IT-Ren,0.9655150310198711,0.3423652127320461,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db_0,IT-Lav,0.960863460466034,0.3679110391042637,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc_0,IT-MBo,0.9841400676533958,0.24675917091177732,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2_0,FR-Gri,0.9531988443006915,0.30998059881152823,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_0,GF-Guy,0.8752510417632229,0.25011283932093265,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf_0,FR-Aur,0.9588912423778821,0.42767567815684976,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1_0,FR-Fon,0.9910454507234333,0.22858683047269862,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3_0,FR-Lam,0.9934181510577242,0.16716790318680103,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca_0,ES-Agu,0.762285195840249,0.25709478839100597,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0_0,FR-FBn,0.9365847386447713,0.33487426357761635,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5_0,BE-Dor,0.997052079201837,0.0845415127731323,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8_0,CZ-KrP,0.9790164733200803,0.2723488174009172,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb_0,ES-Cnd,0.20779212899976984,0.8023904099402049,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7_0,BE-Maa,0.9875703878189177,0.16498789734039374,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_0,FR-LGt,0.9749781547834331,0.30689247866829794,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd_0,FI-Ken,0.8732199876996758,0.4819887663325194,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce_0,FI-Qvd,0.9721250839070865,0.2693394232583848,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5_0,FR-Tou,0.9233127776789926,0.32172972203660377,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6_0,BE-Lcr,0.9647060448077147,0.3189124778654408,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_0,IT-BFt,0.9945652717996263,0.18133169898221746,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9_0,DK-Gds,0.9766095903608929,0.24483749907786914,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_0,GL-Dsk,0.7394805862555348,0.059927030885438735,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8_0,IE-Cra,0.9745283208401291,0.18484753103347698,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d_0,AU-Stp,0.5021130978512782,0.6793562209005306,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090_0,AU-Wom,0.959788584548275,0.41829772514380964,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_0,AU-ASM,0.5824279829624378,0.5652534861917661,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f_0,AU-Whr,0.8043470636507448,0.6727028718831936,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085_0,AU-Cpr,0.47775464726884836,0.147822188350309,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e_0,AU-War,0.9517693983746266,0.31094872338734286,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086_0,AU-Cum,0.8280147178522188,0.4355983831936492,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a_0,AU-Lit,0.29372953070331165,1.0319724419833274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c_0,AU-Rgf,0.9292668430359109,0.2345339940968476,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b_0,AU-Lon,0.29372953070331165,1.0319724419833274,"{""type"":""MultiPoint"",""coordinates"":[]}"
