,Site,N,EC average,EC std,v3L1 average,v3L1 std,r2,r,nse,bias,rmse,urmse,pbias,rrmse
52,US-Mo3,144,1.5787635901882497,1.0730235963405361,1.849652777777778,1.9014302357779755,0.7577197140558896,0.7577197140558896,0.6435555292993224,0.270889187589528,1.131261766352278,1.0983497767367012,17.158312319403535,71.65491865804859
53,US-MOz,72,1.425639904393692,1.368916694188737,2.2944444444444443,2.1980714266988937,0.8253774282109274,0.8253774282109274,0.5853113312781358,0.8688045400507526,1.405613149068037,1.1049556534178935,60.9413735806059,98.59524447485411
54,US-Mpj,108,0.9166151312735518,0.47603731021376067,1.2291666666666667,0.8910018775481859,0.17117874910454475,0.17117874910454475,0.03244894119091646,0.3125515353931149,0.8723596640293825,0.8144463893644955,34.0984481631733,95.17185940595586
55,US-Myb,144,2.7449387428855907,1.8471458512087187,2.3930555555555557,1.554809941740133,0.9123512010374922,0.9123512010374922,0.8065537550313394,-0.35188318733003504,0.6814660641514245,0.5835873705491654,-12.819345722816431,24.826275847417996
56,US-NC3,108,3.418973849103278,2.1183897673122334,2.4490740740740744,1.7317537634621984,0.7812667007804861,0.7812667007804861,0.3494872048511176,-0.9698997750292037,1.3902537425028336,0.9960421150440557,-28.368154242641754,40.66289488781749
57,US-NC4,144,3.430294078549165,2.058364235251898,2.051388888888889,1.4727827289145425,0.8484518425780333,0.8484518425780333,-0.2612983370795443,-1.3789051896602762,1.6482928201852345,0.9030446827273564,-40.19787103044766,48.051064498889154
58,US-Ne1,108,1.7724959076050297,1.5387822616398403,1.6333333333333333,2.2225585155716794,0.8900014616572364,0.8900014616572364,0.8230174202479253,-0.1391625742716965,0.9306759164657826,0.920212714219652,-7.851221188980397,52.50651990070308
59,US-NGB,72,0.31128669025224487,0.41412853170991143,0.062152777777777786,0.15660308306664367,0.25758751045250206,0.25758751045250206,-6.875310704877472,-0.24913391247446703,0.4364124005710241,0.35831282007113363,-80.03358970233722,140.19629307548811
60,US-NGC,72,0.786180550735436,0.5685405471342333,0.3541666666666667,0.6030293244919216,0.2866378397901194,0.2866378397901194,-0.3998210528502597,-0.43201388406876934,0.7084963519105252,0.5615434841954262,-54.95097578598708,90.1187839419023
61,US-ONA,108,2.487355721327561,0.8064661726371581,2.691203703703704,0.82106691201439,0.6904629407105931,0.6904629407105931,0.6053633168331649,0.2038479823761424,0.5134016832312779,0.47119771691497536,8.195369107372542,20.640460824689086
62,US-Pnp,144,3.229157814555968,2.1162075216677763,2.213194444444445,1.62501195381414,0.2557507842533704,0.2557507842533704,-0.772360307232699,-1.0159633701115234,2.1558539722229093,1.9014533336742538,-31.46217770874805,66.7621124772855
63,US-RGA,24,2.2606379911836734,1.161871262746115,2.6010416666666667,1.5821263754054615,0.7132993731320155,0.7132993731320155,0.6528512125681302,0.34040367548299333,0.9125513126233912,0.8466848503949643,15.057858746537185,40.36698118771233
64,US-RGB,36,2.2179003462857145,1.443410473313477,2.9416666666666664,3.0773249050804785,0.5616768871826726,0.5616768871826726,0.4261541741312457,0.7237663203809523,2.298548843954679,2.1816253348198003,32.6329504205648,103.63625434316853
65,US-RGo,19,2.123946791886105,1.243047141819711,3.405263157894736,2.3206138278506607,0.925302322760969,0.925302322760969,0.4217930679421428,1.2813163660086322,1.7175285891988195,1.1437363441430548,60.32714053400552,80.86495366833657
66,US-Rls,144,1.1279347348468771,0.9237115526309586,0.7652777777777777,0.7476134003786963,0.5449766569545031,0.5449766569545031,0.060693594312365984,-0.3626569570690992,0.722050365023559,0.6243690103777063,-32.152299762125125,64.01526105334285
67,US-Rms,108,1.294750294855626,1.2775794123883448,0.8083333333333335,0.9953278706503985,0.8757054780056727,0.8757054780056727,0.5136910604615301,-0.4864169615222923,0.6908794942587918,0.4906251268847783,-37.56839936279229,53.36005691628978
68,US-Ro4,144,1.0427666768004502,1.016098027520541,1.2618055555555554,1.67582550486801,0.9090387937680968,0.9090387937680968,0.7713512767191172,0.21903887875510536,0.798546037213968,0.7679177971266444,21.005550295027493,76.57955082187407
69,US-Ro5,108,1.0876402814470505,1.099244257704014,1.4564814814814815,1.8918058992405968,0.7430542025102177,0.7430542025102177,0.6257533831824273,0.36884120003443116,1.1519550368167506,1.0913095692811654,33.91205772038036,105.91323771901244
70,US-Ro6,144,1.4522075088496276,1.30978063935383,1.3788194444444446,1.8519936324739796,0.5492195172476197,0.5492195172476197,0.5464913651057484,-0.0733880644051832,1.2428509313734655,1.2406823242146845,-5.053552192642074,85.5835632166642
71,US-Rpf,144,0.7586652779685652,0.9019974284935829,0.8333333333333334,1.2965257502182603,0.8806988459819318,0.8806988459819318,0.8184303507663921,0.07466805536476812,0.5505408469731699,0.545453852946314,9.842028827878154,72.56702830098166
72,US-Rwf,108,1.3396381563985573,1.3382126854087864,0.7435185185185185,0.8595013929678491,0.8765185020312055,0.8765185020312055,0.0056751722727633735,-0.5961196378800385,0.853081920121195,0.610237773143745,-44.498556198386325,63.68002553873164
73,US-Rws,108,0.8018222992757946,0.6569122879222093,0.5074074074074074,0.4461054113945029,0.3812716557255179,0.3812716557255179,-0.7895130348774684,-0.2944148918683872,0.5939979355339009,0.5159005900991607,-36.71822199685673,74.08099476285449
74,US-Seg,144,0.515249369395671,0.44052159576807676,0.40937500000000004,0.43047050003293075,0.38486338917798296,0.38486338917798296,0.1615595400691916,-0.10587436939567098,0.39279529878160213,0.3782575374662045,-20.548180295659478,76.23401834383735
75,US-Ses,144,0.4973942767432281,0.3811054051205259,0.3020833333333333,0.3100797889648334,0.38160521911183864,0.38160521911183864,-0.39161410137864605,-0.19531094340989485,0.36451855743743833,0.3077781897740772,-39.26682564357713,73.28563565793003
76,US-Sne,108,3.3080040041739847,2.005253696997878,2.3743055555555554,1.3852125344423953,0.8714785148297978,0.8714785148297978,0.1486102070319799,-0.9336984486184292,1.2722153856347687,0.8641407260934771,-28.22543284229112,38.45870150185757
77,US-Snf,74,2.1095945390450788,1.2068807402842041,2.102702702702703,1.1202950899141466,0.7612383631005933,0.7612383631005933,0.7192575729641415,-0.006891836342375692,0.5895654539500933,0.5895251708648321,-0.3266900920920721,27.94686102178496
78,US-SRG,144,1.236742943455164,0.9333086325711817,1.5723958333333334,0.9698952738416041,0.5187703511624363,0.5187703511624363,0.339593537118803,0.33565288987816944,0.785447701476289,0.7101163491082423,27.140069135178205,63.5093740079839
79,US-SRS,36,1.2127390235487945,0.8665893972169306,1.3340277777777778,0.7530687878317287,0.5558605084007489,0.5558605084007489,0.3650056042093126,0.1212887542289838,0.5917010853777924,0.5791366095618881,10.00122465541357,48.79047131231243
80,US-Syv,144,1.3524921946632034,1.2253967956926834,1.3465277777777778,1.671131403287954,0.7817514907514203,0.7817514907514203,0.7589698559534895,-0.005964416885425594,0.8175852602523033,0.8175635042692667,-0.4409945513150151,60.45027568206393
81,US-Ton,144,1.050426038427879,0.8600719384963833,1.6927083333333333,1.0881147285959383,0.31550072538611473,0.31550072538611473,-0.0876724852826054,0.6422822949054543,1.130864400595657,0.9307672889533437,61.14493276144665,107.6576892827377
82,US-Tw1,108,2.432531287821893,1.9342937225137464,2.4444444444444446,1.625315689440879,0.8185678207104644,0.8185678207104644,0.7370855368973149,0.011913156622552015,0.8295164017257579,0.8294308515068243,0.4897432021612,34.10095507830089
83,US-Tw3,16,2.1397138939369205,1.2074906948705684,2.4453125000000004,1.2580480498905173,0.8808506204552317,0.8808506204552317,0.8174564461250461,0.30559860606307987,0.5204345469920076,0.42126192526156314,14.282218147436538,24.32262315381078
84,US-Tw4,129,2.5520807899003324,1.9937463598380114,2.451162790697675,1.6804420121220045,0.8917938341947294,0.8917938341947294,0.8295499737258524,-0.1009179992026577,0.69108616141455,0.6836780235868561,-3.9543418688794296,27.079321475615956
85,US-Tw5,60,3.139745274311243,2.0002895618616443,2.694166666666667,1.7205165677455725,0.8857910313455254,0.8857910313455254,0.7685458781099634,-0.4455786076445764,0.8208082243662247,0.6893372509858692,-14.19155277627806,26.142510065447365
86,US-UMB,144,1.1740071311705453,1.2703637212135295,1.328125,1.6200094831588103,0.9542475201385214,0.9542475201385214,0.9080061059920442,0.15411786882945458,0.48964782614439606,0.46476088062077664,13.127507042976065,41.7073979487835
87,US-UMd,144,1.0848860621996042,1.1608976842556957,1.324826388888889,1.6009626052330843,0.926639181246355,0.926639181246355,0.8476158843171347,0.23994032668928472,0.622784521428017,0.5747079256096643,22.1166383318453,57.405523319686004
88,US-Var,144,0.850572381235859,0.8856635285414018,1.5177083333333334,0.9871635702028638,0.2259621095266925,0.2259621095266925,-0.4118888492675754,0.6671359520974744,1.1688967384411606,0.9598172776926759,78.43376611031546,137.42472295453385
89,US-Vcm,144,1.2202601419622758,0.8122179041489398,0.9505208333333334,1.0584015720296458,0.7598879744241214,0.7598879744241214,0.6836008928754427,-0.2697393086289425,0.5932733956171604,0.528407065932597,-22.105065907928466,48.618599855529936
90,US-Vcp,144,1.3544071299740261,0.8728161689814701,1.9548611111111112,1.610274261533792,0.45653464282174905,0.45653464282174905,0.29865517960392984,0.6004539811370853,1.3438550291829738,1.2022484585130462,44.33334466783266,99.22090628751677
91,US-Whs,108,0.7565419341678005,0.4616115789617443,0.888425925925926,0.547150924927179,0.2070080191112775,0.2070080191112775,-0.0027083978896853544,0.13188399175812554,0.5453489420204063,0.5291616778270315,17.432476086497246,72.08443014071554
92,US-Wjs,144,0.8257318653317254,0.5936041271273577,0.4739583333333333,0.6029637973453225,0.5253039405731473,0.5253039405731473,0.11511619022123276,-0.35177353199839206,0.5652247033954655,0.44241874679297677,-42.60142387227266,68.45136140754299
93,US-Wkg,144,0.8498538176772541,0.6959788572065693,1.2152777777777777,0.9132958791428788,0.6310097087752325,0.6310097087752325,0.468753768981064,0.36542396010052364,0.6633552975036157,0.553629461021143,42.998448968467116,78.05522358146723
94,US-xAB,51,1.2951165990652844,0.8368422104943547,1.9264705882352942,1.7492384897770938,0.8816272239479204,0.8816272239479204,0.5366478548454423,0.6313539891700098,1.1789748152730308,0.9956775358554555,48.74881455659457,91.03232991716145
95,US-xAE,107,1.4276789175630606,1.0728847241552106,1.2121495327102805,0.9664438587657361,0.8151840916923274,0.8151840916923274,0.7220229797869198,-0.21552938485278036,0.5071566472101003,0.45908054747982113,-15.096488587270914,35.523158671823644
96,US-xBA,108,0.19489590933914855,0.3342054843582594,0.07407407407407407,0.1683456448619754,0.26512876344626324,0.26512876344626324,-2.416642460379166,-0.12082183526507448,0.30972885252469373,0.2851912449733383,-61.9930072800174,158.9201402815071
97,US-xBL,88,1.4728202857194128,1.0007867087723292,2.3193181818181823,1.9037082961701357,0.8225613609549706,0.8225613609549706,0.47721861053486925,0.8464978960987689,1.368606984740796,1.0754191697108861,57.474622281243846,92.92423508902766
98,US-xBN,108,0.6565491123160255,0.6922408302385645,0.8981481481481481,1.3355303809377579,0.7325340155370315,0.7325340155370315,0.5855592302765606,0.2415990358321226,0.8557856873307461,0.820974450592189,36.79831886145793,130.3460276279864
99,US-xBR,144,1.438228610093012,1.2135593048045936,1.4604166666666667,1.6898594616121183,0.9226253313534997,0.9226253313534997,0.8636979751578021,0.02218805657365493,0.621710946622695,0.6213148890023253,1.5427350296014484,43.22754687674362
100,US-xCL,123,2.020911543699647,1.4560494002998756,2.493292682926829,1.8289819381360737,0.9289418791637505,0.9289418791637505,0.833559564232361,0.4723811392271825,0.7431324030169261,0.5736739733647851,23.37465688193372,36.772139054462855
101,US-xCP,144,0.7678060347572047,0.659622751489728,0.48923611111111115,0.6304389411727422,0.5862919155461189,0.5862919155461189,0.31094731966040257,-0.27856992364609356,0.5215020462763986,0.4408663991622412,-36.28128863745944,67.92106634604765
102,US-xDC,144,1.1589207033505613,1.2325205162239912,0.8611111111111112,1.3620537306546918,0.7754338568471759,0.7754338568471759,0.7267017880895159,-0.29780959223945036,0.7095768005526844,0.6440564281588659,-25.697150061988847,61.22738151982473
103,US-xDJ,108,0.7519539378943227,0.6752077405988424,0.6856481481481482,0.9318307005473262,0.7812179492342435,0.7812179492342435,0.7507430336378562,-0.06630578974617464,0.46306363695248765,0.45829190928250235,-8.817799389660626,61.581383329036456
104,US-xDL,144,2.5089376369525045,1.658776964853547,2.744444444444445,1.8495426680150093,0.8961972542247888,0.8961972542247888,0.8773883813170655,0.23550680749193986,0.6453821364057111,0.6008782286092201,9.386714281906167,25.72332316675787
105,US-xDS,111,1.8265842083485133,0.9351344191024941,2.5033783783783785,0.9252916400598352,0.6804505195965276,0.6804505195965276,0.10608364761375755,0.6767941700298652,0.8708872501502185,0.548082342251413,37.052448331510625,47.678461588016354
106,US-xGR,114,1.8181499204376135,1.380012861022301,2.3182017543859645,1.8758015545918725,0.8945980897049268,0.8945980897049268,0.7787454598898478,0.5000518339483515,0.8784555339608149,0.7222411567553256,27.50333337902043,48.315902010400656
107,US-xHA,144,1.4420087034817566,1.2675021711416115,1.8713541666666669,1.9762244340026132,0.926214065758263,0.926214065758263,0.7756273255671271,0.42934546318491035,0.9328418457362646,0.8281644657911711,29.77412425793602,64.69044489703154
108,US-xHE,123,0.6603827316606516,0.6204269524747331,0.6658536585365854,0.9367347603220033,0.843327315088169,0.843327315088169,0.7777573525847369,0.00547092687593368,0.43980250317899156,0.43976847404245006,0.8284479005342925,66.59812289049847
109,US-xJE,144,2.265687386233272,1.0806711597591336,2.6909722222222223,1.4980862241164006,0.7656236390436773,0.7656236390436773,0.6608665200355707,0.4252848359889508,0.8693785410840558,0.7582557985108274,18.77067589169886,38.3715134915151
110,US-xJR,108,0.7048867887688313,0.5929717454409708,0.5305555555555556,0.4974741496751521,0.5806300807388315,0.5806300807388315,0.2718015727723464,-0.1743312332132756,0.42254736496502415,0.38490894607065695,-24.731806013525357,59.94542268313093
111,US-xKA,144,1.501661467374496,1.0760446447054521,1.7788194444444443,1.6864285498902711,0.6861088496387203,0.6861088496387203,0.6227131079093562,0.2771579770699485,1.0322635135709815,0.9943598026853265,18.45675494054804,68.74142647981708
112,US-xKZ,144,1.4468272238392703,1.3181065466252653,1.7298611111111113,1.8282488033275686,0.9349335288469612,0.9349335288469612,0.8503065163447361,0.2830338872718409,0.7048935200512922,0.6455746999891588,19.562383303846616,48.71995138305468
113,US-xMB,108,0.7152006957236033,0.3646527846654737,0.04027777777777777,0.08686070418471277,0.06551453857277058,0.06551453857277058,-76.41511413178769,-0.6749229179458256,0.7607049393468384,0.3509288525872009,-94.36832514025636,106.3624439818527
114,US-xML,103,1.2545436338551437,0.9123463636629419,1.9334951456310683,1.778085392829009,0.8961481136989926,0.8961481136989926,0.5609524687189217,0.6789515117759247,1.1724379231170876,0.9558428365690128,54.11940194455764,93.45533239957946
115,US-xNG,144,1.0438863023256104,1.1143389218860547,0.5197916666666668,0.8584466934670294,0.7364548792296772,0.7364548792296772,0.16759189291437493,-0.5240946356589438,0.7804916398008119,0.5783528444405538,-50.206103336287235,74.76787827007618
116,US-xNQ,144,0.5710251909324675,0.5021152507465955,0.09965277777777778,0.16813420045564628,0.34956975696902065,0.34956975696902065,-13.302030010965915,-0.4713724131546897,0.6336386765045858,0.4234454161745143,-82.54844455897862,110.9651004134988
117,US-xRM,144,1.4535523230065555,0.8492637494083902,1.1770833333333333,1.2333205363791464,0.6444778944953087,0.6444778944953087,0.5808355615882576,-0.276468989673222,0.7957102472152201,0.7461365124910954,-19.02022963310796,54.74245643729961
