,Site,N,EC average,EC std,MODIS average,MODIS std,r2,r,nse,bias,rmse,urmse,pbias,rrmse
123,US-xSR,144,0.8064166518021028,0.5520249072722143,0.37832294550067985,0.25451111194522696,0.4230569953675634,0.4230569953675634,-4.731875432780176,-0.4280937063014228,0.6072141631554839,0.4306330439733182,-53.08592094976709,75.29782052472997
124,US-xST,144,1.2650117101686333,1.3540294686702445,2.0554383863929764,1.8430048299961301,0.8779542248961497,0.8779542248961497,0.6518026219169901,0.790426676224343,1.0837422239504413,0.741432989208051,62.48374381601374,85.67052899502188
125,US-xTA,144,2.072393112962276,1.134228300899134,2.2419689008727093,1.3147353991294128,0.7268542399752784,0.7268542399752784,0.7099988601261493,0.16957578791043368,0.7055454274201284,0.6848637837614187,8.182607192128827,34.044961016668445
126,US-xTR,144,1.2134895158998467,1.2626943381934828,1.7207983170800556,1.4002616130308274,0.8858859641451742,0.8858859641451742,0.7521528565570428,0.5073088011802087,0.6946849892760606,0.47457877593775716,41.80578361272621,57.24688842992817
127,US-xUK,144,1.6857978551443413,1.485309377889403,2.6293263830715006,2.051534344784577,0.8524165226784158,0.8524165226784158,0.5997103926937029,0.9435285279271591,1.2934591635174486,0.8847544996635315,55.96925663702261,76.72682460535577
128,US-xUN,144,1.1473340325812496,1.2195536478245301,1.7090568710441758,1.390349086320018,0.907270705149986,0.907270705149986,0.7372227759185184,0.5617228384629266,0.7102389551281284,0.4346341290449342,48.958962474003634,61.90341565396145
129,US-xWD,108,0.8920712642460985,0.9753004466116519,1.14016147216017,0.8935741214869648,0.8238964920442661,0.8238964920442661,0.7123208168617157,0.24809020791407158,0.47705100198493455,0.4074664492102175,27.810581716667667,53.47678163224962
130,US-xYE,109,1.01360464225768,0.8998088476539254,1.1138934680810397,0.6681381653783317,0.5854821706308703,0.5854821706308703,0.22451626059879115,0.10028882582335974,0.5856676782537675,0.5770171407905752,9.894274517131125,57.78068231310233
131,AU-ASM,180,0.48155863859759257,0.7334851677516804,0.29605474010942756,0.2830841704832361,0.4263429157002786,0.4263429157002786,-3.7617017219643714,-0.1855038984881649,0.6160088359982303,0.587413984914887,-38.52155970628917,127.91979763714488
132,AU-Boy,180,0.9948265286031911,0.3768909695006888,0.9317062618371214,0.24683940166820736,0.18413370529057238,0.18413370529057238,-1.086696237798476,-0.06312026676606987,0.3555775755844858,0.3499303418995285,-6.3448515847979365,35.742671245784194
133,AU-Cpr,180,0.5147106374971924,0.2550783697607305,0.48579281749789566,0.21187545835412183,0.09487585065801092,0.09487585065801092,-0.7264714417542208,-0.028917819999296688,0.27761991534782177,0.2761097192860476,-5.618267409414951,53.93708525197055
134,AU-Cum,180,1.9384241777840445,0.7085189969497809,1.8522779158775253,0.7944360824743472,0.6995763972464999,0.6995763972464999,0.6846780162860593,-0.08614626190651925,0.44486306440244155,0.4364423989818866,-4.444138847102051,22.94972738686108
135,AU-DaS,180,2.4321920893625233,1.1457359974855643,1.8700089238741586,1.3223174202323702,0.7681867386029281,0.7681867386029281,0.5863244411270774,-0.562183165488365,0.8481172831559408,0.6350220582226227,-23.11425844805346,34.87048933615404
136,AU-Dry,180,1.9826964809449596,1.1991641022340975,1.4058807607323234,1.126548514876034,0.6949198849190111,0.6949198849190111,0.37800341225862955,-0.5768157202126365,0.8860009007299097,0.6725185655502668,-29.092487214065372,44.686663301467036
137,AU-GWW,180,0.6402470097365491,0.3973046340786784,0.5321106310500842,0.15016270152194883,0.00015511102990049399,0.00015511102990049399,-7.5877899273752565,-0.10813637868646499,0.43882669802490426,0.42529447974787776,-16.889790509285046,68.54021828317074
138,AU-Lit,180,2.9968493438614714,0.793618570197083,2.1084558409617,1.266901772191157,0.5218531655517019,0.5218531655517019,0.018168055762272872,-0.8883935028997715,1.2518485353407633,0.8819760424412265,-29.644249709098396,41.7721544095955
139,AU-Lon,132,0.7940679535103794,0.757348725188934,2.2354648401629937,1.2474281028770562,0.3224390984282528,0.3224390984282528,-1.0244654108451305,1.4413968866526143,1.7681511450736502,1.0240768950491028,181.5205966039245,222.67000415481928
140,AU-Rgf,180,0.7918110042491528,0.4984882516991989,0.8968082057554715,0.6126209145604331,0.4783007722535894,0.4783007722535894,0.4338524933321234,0.10499720150631868,0.459670763092019,0.4475184891347402,13.260386751745628,58.05309103122518
141,AU-Stp,180,0.8369941482870502,0.8304228108126896,0.5561200349852694,0.8290333936269568,0.7184226134301912,0.7184226134301912,0.5792579170676176,-0.28087411330178075,0.5362536529746439,0.45681255762685447,-33.55747634276816,64.06898472015766
142,AU-War,144,1.6605930195682128,0.8163967084919261,1.6781030273437503,0.9473702584323694,0.6253584457756127,0.6253584457756127,0.6199799284071194,0.017510007775537365,0.5819823138353503,0.5817188438110363,1.0544430555350832,35.04665544039666
143,AU-Whr,99,1.364668425007927,0.48372023132503944,1.2300720270890728,0.3471090834919188,0.568168840039132,0.568168840039132,0.0069314050669191385,-0.13459639791885458,0.3441525908388291,0.316740927965345,-9.862937798833642,25.218769961416083
144,AU-Wom,122,2.5747010776011434,1.1949114046645906,2.3928316625527826,1.1928742838792386,0.8326051791511874,0.8326051791511874,0.8012050333530328,-0.1818694150483616,0.5296758083101694,0.4974735950570624,-7.063709905221692,20.5723224695144
145,BE-Bra,216,1.1191126198972583,0.8963149719508176,1.5270340119949497,1.1924658664325778,0.8365677562672548,0.8365677562672548,0.692436678446926,0.40792139209769124,0.6597897769076791,0.5185775617793029,36.45043267719928,58.956512970808255
146,BE-Lon,216,0.9209194829872602,0.8129713033002612,1.3695353601115319,1.1399030319763968,0.6640357844329721,0.6640357844329721,0.49808795706639264,0.4486158771242717,0.8057013129526095,0.6692521202697673,48.71390880656151,87.48879004482473
147,BE-Vie,216,1.144517927707277,0.9323792746689061,1.5278121492704826,1.249735394270312,0.8138076067077493,0.8138076067077493,0.6949529471062157,0.3832942215632058,0.6886425301970901,0.572113689848885,33.489577776298276,60.168784911617216
148,CH-Aws,72,1.1266024667590353,1.05239687698381,1.6192402541035353,1.0176147913717324,0.6656993502955154,0.6656993502955154,0.38039128370286857,0.4926377873445003,0.7954357324024979,0.6245206280524391,43.72773909875245,70.6048278671691
149,CH-Cha,216,1.851376970876768,1.177665060645636,2.3150169775007017,1.4900095351875007,0.7702835690469538,0.7702835690469538,0.66539060395797,0.46364000662393384,0.8599049878430336,0.724206139421012,25.04298227304648,46.446779957287845
150,CH-Dav,216,1.2834885370569367,0.6340641699050675,1.432260462699916,0.7277177679257353,0.5727754419495352,0.5727754419495352,0.5176798610670683,0.14877192564297917,0.5042234401480006,0.4817760804929654,11.59121576450663,39.285387098524026
151,CH-Fru,216,1.6702352531287983,1.1361419217907385,1.9215028979026374,1.3336960079938622,0.8557935082017496,0.8557935082017496,0.8147734165245838,0.25126764477383934,0.5726652939260007,0.5145970360944186,15.043847524062715,34.28650502096907
152,CH-Lae,216,1.7351272828841557,1.2914871092661937,1.8607278514309766,1.335093755799539,0.8691983683828629,0.8691983683828629,0.8590797650435271,0.12560056854682064,0.5000239406371446,0.48399218835743013,7.238694808489519,28.817709546126032
153,CH-Oe2,216,1.410140139217481,1.1922007272445865,1.5855988816112514,0.9394290776336842,0.8162336167954087,0.8162336167954087,0.6475148792001757,0.17545874239377054,0.5564507697198368,0.5280640953893715,12.44264577073429,39.4606716201004
154,CZ-BK1,216,1.338438537660293,1.0297345933827733,1.432209124666807,1.0488055169537254,0.7763519515979923,0.7763519515979923,0.7581790204220729,0.09377058700651429,0.5145579655191739,0.5059416734087884,7.00596884862815,38.444646581879354
155,CZ-Lnz,216,1.5696833303454132,1.3934544219952962,1.8569262393904322,1.4205442439438352,0.8504515905691223,0.8504515905691223,0.8059247647589756,0.2872429090450188,0.6243558420209503,0.5543570407860308,18.299417690943447,39.77591084461342
156,CZ-RAJ,216,1.019956433320239,0.7216427649722603,1.3243554577897028,0.9887660827778175,0.7365206468450743,0.7365206468450743,0.6248257590456086,0.3043990244694635,0.6042301906928004,0.5219534052448522,29.844316337959732,59.24078430741053
157,CZ-Stn,216,1.260692067039623,1.2109027058074135,1.766330689709596,1.418925818796098,0.9070794710767737,0.9070794710767737,0.7696976714490597,0.5056386226699731,0.6793619360231637,0.4537204242499491,40.108019705186344,53.88801546268568
158,CZ-wet,216,1.2621459430151971,1.09106884993973,1.3831028601992146,1.017514488231245,0.8289603738259478,0.8289603738259478,0.788579101327006,0.1209569171840176,0.46677427539522853,0.4508299550341341,9.583433504928772,36.98259127467704
159,DE-Akm,130,1.6958847668054917,1.1413362938267886,,,,,,,,,,
160,DE-Geb,216,0.9122720285413976,0.8310395412844096,1.138191265958193,0.907329464051072,0.5361832006754185,0.5361832006754185,0.4401613042072696,0.22591923741679545,0.6773120859124838,0.6385234215658291,24.764459541526275,74.24453065774868
161,DE-Gri,216,1.178953048270572,0.9330011731593163,1.788150789579826,1.399741859164281,0.8331972688554841,0.8331972688554841,0.5822623574982426,0.6091977413092543,0.9025933104998086,0.6659975946973884,51.67277375489192,76.55888517560894
162,DE-Hai,216,0.810019168954759,0.7810063088904357,1.5156799439709596,1.1508501225977934,0.8525284600734315,0.8525284600734315,0.4149352907127085,0.7056607750162007,0.8782397179684391,0.5228268095849891,87.11655255353755,108.42209068974397
163,DE-HoH,216,1.4936123598557,1.1193474725710262,1.6231933703352976,1.2988920734943392,0.855797216802267,0.855797216802267,0.8417886334437581,0.1295810104795976,0.515447291381254,0.498893447456827,8.675678774653191,34.51011154132737
164,DE-Hte,36,1.5573378220586274,1.2700002063808895,1.6812450678661617,1.4777355290765717,0.8718305979463459,0.8718305979463459,0.8590791779498125,0.12390724580753448,0.5469744886113872,0.5327551835769219,7.956349871715238,35.122404456108804
165,DE-Hzd,216,1.3416545673978975,1.0129432501032982,1.3937846345398428,1.0733264899626938,0.7437483884925704,0.7437483884925704,0.7347633631381578,0.05213006714194561,0.5514942117533789,0.5490248825848031,3.8855058827139435,41.10552933330573
166,DE-Kli,216,1.1328305089178807,1.0577547325811854,1.402288586823092,1.147520129236927,0.6909462495917679,0.6909462495917679,0.6273524416194126,0.26945807790521126,0.6988787037777004,0.6448440019459186,23.78626597571132,61.69313928923876
167,DE-Obe,216,0.8175204640461102,0.7262493571857291,1.2870461779250844,0.9203655961825203,0.7649954869390909,0.7649954869390909,0.496211446766176,0.4695257138789742,0.651743754688318,0.45201274957866644,57.432900401682396,79.7220110506687
168,DE-RuR,216,1.5097658641511937,1.0613490118009932,1.7341237132610832,1.2711994894244967,0.9047935564215221,0.9047935564215221,0.8599762061457398,0.22435784910988954,0.47457732531081076,0.4181951616673095,14.860439915696855,31.433835972813117
169,DE-RuS,216,1.4062721148093176,1.046869535990573,,,,,,,,,,
170,DE-RuW,216,1.7773340144679448,0.789228603323112,1.488205689709596,1.156251651998762,0.3036876580585764,0.3036876580585764,0.22357721452768453,-0.2891283247583487,1.0164683410647284,0.974480733626536,-16.267528917174353,57.190619927960704
171,DE-Tha,216,0.872399810502313,0.7666730523916766,1.4853566590382996,1.1664520822533502,0.7901095875745275,0.7901095875745275,0.459043281534938,0.6129568485359869,0.8559344700489901,0.5974175414656628,70.26100202647416,98.11263823592049
172,DK-Sor,216,1.199337838694801,1.2043356165019141,1.5414929349922841,1.2713193280247226,0.8927248458622953,0.8927248458622953,0.8199488023929736,0.3421550962974829,0.5382016331336404,0.41544059501374914,28.528666840849343,44.87489811205716
173,ES-Abr,216,0.830114869935271,0.5528113962807917,0.8655281657723064,0.5039371948172856,0.7356796281548698,0.7356796281548698,0.6734696241311577,0.035413295837035376,0.2872966504459457,0.28510570642380795,4.266071735324626,34.60926443449302
174,ES-LM1,216,1.3368941920882291,0.8472413498632879,1.0779589734147026,0.644952897883025,0.5030706879882285,0.5030706879882285,-0.02413212514927987,-0.2589352186735266,0.6511759428402114,0.5974802599787974,-19.368415257236606,48.70811367824662
175,ES-LM2,216,1.2198240020827706,0.8033015547216413,1.0468875605008419,0.5887971225976534,0.49240437050256713,0.49240437050256713,-0.03329444080695465,-0.17293644158192875,0.5971316347612448,0.5715410539984129,-14.177163368375354,48.952277848417566
176,FI-Hyy,216,0.8746993029698784,0.9254684384250147,1.069421603184624,1.1026430848880966,0.9260830401483562,0.9260830401483562,0.8796194505712699,0.19472230021474565,0.3816853343010506,0.3282787233732689,22.261627459128228,43.636176798713485
177,FI-Let,216,1.043605220340507,1.123021100049699,1.1751159599466892,1.2375177428024335,0.7844292564380582,0.7844292564380582,0.7726082809115171,0.13151073960618206,0.588750258977031,0.5738743702359917,12.601579317826024,56.41503582982594
178,FI-Sii,216,0.8812917786230072,1.0861270762184514,,,,,,,,,,
179,FI-Var,216,0.4460912133751441,0.5244737039310629,0.8950091956895343,0.8351747383234878,0.8011448451442627,0.8011448451442627,0.4395448863662542,0.4489179823143901,0.6237924615840718,0.4331162433849514,100.63367509928263,139.83518233063432
180,FR-Bil,216,1.767258455772164,1.214420704650612,1.9727179674347641,1.0728412406600767,0.6473401945669489,0.6473401945669489,0.5033079270437526,0.20545951166260026,0.7543474533437479,0.7258281266481504,11.625889297150332,42.68461417626391
181,FR-EM2,36,1.2398346559382558,1.1150845630801909,1.2886602351641416,0.8655926732852719,0.922953144832834,0.922953144832834,0.8124059258084413,0.048825579225885415,0.3696629298673877,0.3664242684804024,3.9380718220798747,29.815502260472147
182,FR-Hes,216,1.4190122911071201,1.316474717036627,1.7324356411335577,1.3269949641794843,0.8652578553602323,0.8652578553602323,0.805383420696391,0.3134233500264377,0.5840520418660552,0.4928311995664574,22.087430249240708,41.15905447234534
183,IT-BCi,216,1.989373434936302,1.0835086838458186,1.2980172602763749,0.49004576309410186,0.23634361212854216,0.23634361212854216,-4.738492634428745,-0.691356174659927,1.1711914879003038,0.9453656123901061,-34.75245836295505,58.872379983188246
184,IT-Cp2,216,1.1610186356305259,0.6981068144732472,2.215064479429714,1.0744541960002825,0.34366548638329225,0.34366548638329225,-0.6272155911006598,1.0540458437991882,1.3674227750926715,0.8711098696558319,90.78629846684218,117.77784896192055
185,IT-Lsn,216,1.3291664409388868,1.193482879507749,1.4220902492810044,0.6528882662092786,0.8248331293310582,0.8248331293310582,-0.04155303445380576,0.09292380834211787,0.6647707652188736,0.6582441311040182,6.991134103301543,50.014109952196634
186,IT-SR2,216,2.1935797368931764,1.196700084521702,2.1821879493721945,1.290217138698611,0.8837681366658158,0.8837681366658158,0.8835317847256717,-0.01139178752098242,0.43929764108438607,0.43914991135076287,-0.5193240678415868,20.026518010536268
187,IT-Tor,216,1.3652504714483347,1.3876930611881386,1.6233106235970822,0.8947258229732189,0.5908743373248022,0.5908743373248022,-0.10467324688229485,0.2580601521487472,0.938208243205704,0.9020197700117769,18.902037211895813,68.72059470599558
188,NL-Loo,36,1.7572868209692023,0.7118559966656879,1.3535499526515153,1.0054121106718983,0.14710858359086584,0.14710858359086584,-0.12403709190599654,-0.403736868317687,1.051035064964284,0.9703974695687861,-22.975012587587305,59.810103417528794
189,RU-Fy2,216,1.0406513673141735,1.0511896009177548,1.2750724366056398,1.203393820772407,0.8972207753309337,0.8972207753309337,0.853666074360636,0.23442106929146625,0.45927482801311076,0.39494319834467084,22.5263788291064,44.13339975696734
190,RU-Fyo,216,1.0718205839133703,1.0250162440236894,1.2448823083263187,1.169613254514402,0.7861250348320818,0.7861250348320818,0.764024218568316,0.17306172441294837,0.5668502624920211,0.539785938711347,16.146519950295716,52.88667441171634
191,SE-Deg,216,0.6324550163646413,0.8987321941131569,1.0561777497194165,1.0162793050317656,0.7371542271819583,0.7371542271819583,0.5618471101448161,0.42372273335477506,0.6711479632071593,0.5204792347015168,66.99650131488217,106.11789705850155
192,SE-Htm,216,0.9291867013460239,0.8247665748472028,1.3910478482744109,1.2343787776927129,0.8383844111619604,0.8383844111619604,0.6364924892619201,0.46186114692838703,0.742501773141871,0.581371795047556,49.705957506638114,79.90878174066414
193,SE-Lnn,36,0.6452448424561337,0.7417485390663151,1.1404825599747475,0.9992091818918325,0.8741190154080691,0.8741190154080691,0.5843539710367283,0.49523771751861406,0.6351861293976977,0.397744920930717,76.75190639780779,98.44110136236853
194,SE-Nor,216,1.0743011694951146,0.9319425112375975,1.1861219727658527,1.1864335805819466,0.8576787804142819,0.8576787804142819,0.8289832106478447,0.11182080327073857,0.489502776109972,0.4765596245752007,10.40870162352058,45.56476247159089
195,SE-Ros,216,0.6190702456928897,0.6968118548179958,0.9624793288790685,0.9234211730172049,0.8643609676847289,0.8643609676847289,0.6947529278024921,0.34340908318617874,0.5090001802508342,0.37570119121531914,55.471747443106516,82.22010083542935
196,SE-Svb,216,0.7573687865420541,0.7732525509341446,0.9339997851781705,0.9343246388346513,0.907839509345805,0.907839509345805,0.8562595198596266,0.17663099863611656,0.35341070603399594,0.30610556587598287,23.321663339542557,46.66296159993283
197,BE-Dor,36,0.8547761772761411,0.8274149238412966,1.5703950639204547,1.0969135825206309,0.6767918953686697,0.6767918953686697,0.23434128674234478,0.7156188866443136,0.9463957918869389,0.6193178537546443,83.7200317075669,110.71855031135237
198,BE-Lcr,72,1.1729146815370193,1.1355715347747777,1.2486017071759261,0.8197999717749598,0.7319206009636446,0.7319206009636446,0.44273964522965514,0.07568702563890686,0.6077149198403561,0.6029833314002186,6.452901206737776,51.81237215344512
199,BE-Maa,108,0.787763576341241,0.6266039448882409,1.0766249627349889,0.6942970713695068,0.7927033792406837,0.7927033792406837,0.6178412217206234,0.28886138639374787,0.42721575896126185,0.31475769117771996,36.66853800671533,54.23146890663067
200,CZ-KrP,108,1.2023819620828364,0.9807272402132936,1.4328827883873458,0.9877483264072977,0.7901986293112597,0.7901986293112597,0.7244250378938459,0.23050082630450924,0.5161146559695843,0.46178318200161933,19.170349653717544,42.92435118334112
201,DK-Gds,16,1.5093729969395175,0.7496200880292886,1.0482182173295453,0.942476112588899,0.7526499834300814,0.7526499834300814,0.49206308396022824,-0.46115477960997214,0.6503705670714981,0.4586045614205992,-30.552738159820887,43.088790404374734
202,ES-Agu,108,0.55078296697067,0.3689456936184861,0.9108964208052752,0.29615056304130444,0.3004203440383758,0.3004203440383758,-1.6787911464315184,0.36011345383460497,0.4824607650876366,0.3210711606735482,65.38209702003758,87.59544031312217
203,ES-Cnd,108,1.125312081336846,0.6512450554333085,0.8419370462436868,0.3729537415405093,0.04951769232397524,0.04951769232397524,-2.8547213421885793,-0.2833750350931591,0.7288387820626201,0.6714942737838309,-25.18190640560046,64.76770259115816
204,ES-LJu,108,0.6099063315441766,0.35624459580615403,0.8420712222046858,0.28279373110865635,0.13640154358061796,0.13640154358061796,-1.3367125441937024,0.23216489066050935,0.43028126228146857,0.3622725882745308,38.06566330811951,70.54874495106017
205,FI-Ken,108,0.7511271465051165,0.8099678998024187,0.9058513520622897,0.8412716937639603,0.7575684957918478,0.7575684957918478,0.714888057136431,0.1547242055571731,0.4471198926651297,0.41949567176739583,20.59893671491996,59.52652553505921
206,FI-Qvd,96,1.0575354738827458,0.9976611754647428,1.5603355947166981,1.3667505683394405,0.8643842569732207,0.8643842569732207,0.6877153634013057,0.5028001208339524,0.7597850759914163,0.5696186445233733,47.544515834340736,71.8448784703044
207,FR-Aur,108,0.9132285687967552,0.7846079875683939,1.5085463357533668,0.7952897499305539,0.646301646143345,0.646301646143345,0.047373645425294986,0.5953177669566119,0.7726213275173098,0.49248398154701767,65.1882548682184,84.60328048379985
208,FR-FBn,108,1.388601225339765,0.6203437392073101,1.531494754401656,0.7471340130672187,0.25928261552994664,0.25928261552994664,0.11925698800024387,0.14289352906189048,0.6979159474865638,0.6831311068223339,10.290465430557797,50.260358031572146
209,FR-Fon,108,1.8854558825126364,1.1905815107988962,1.8677738101501125,1.3903020161960409,0.84553426077828,0.84553426077828,0.8413790359198121,-0.017682072362524295,0.5511495488346578,0.5508658362047998,-0.9378141661400443,29.231633258911007
210,FR-Gri,84,0.9516624832049022,0.925986384739006,1.1578836495535716,0.7044099580111357,0.696756592168468,0.696756592168468,0.37977397374251676,0.20622116634866927,0.5514420540306973,0.5114305128787185,21.669569830490822,57.94512905180549
211,FR-Lam,108,1.1488231741141308,0.7985826484254728,1.6428207311833616,1.2792557098679935,0.701162689085952,0.701162689085952,0.5052382594855817,0.4939975570692307,0.8956440178303975,0.747090771114869,43.00031268521,77.96186898136328
212,FR-LGt,108,1.0557961083483423,1.015576372208479,1.5297138485549946,0.833397015486292,0.5726855936726817,0.5726855936726817,0.032996812999789515,0.47391774020665234,0.8157290046275418,0.6639395940204652,44.88724067642529,77.26198251513213
213,FR-Tou,108,1.3916896032471655,0.901414069368891,1.3311319575968015,0.65132173255916,0.8172454332277933,0.8172454332277933,0.5781580466757701,-0.06055764565036411,0.42106628169373034,0.416688834902819,-4.35137587498446,30.255761105872722
214,GF-Guy,108,2.6647928654133173,0.4341756212329932,4.386974278374017,0.7313664980629664,0.034743681661655056,0.034743681661655056,-5.727755117490659,1.7221814129607014,1.8882094260356024,0.7742260764288305,64.62721494466273,70.85764340421767
215,GL-Dsk,36,0.3556938932235992,0.4285648955333507,0.8994657512626263,0.7195387353263013,0.705487475189739,0.705487475189739,0.058359386534266755,0.5437718580390271,0.6884613135095698,0.4222453630344643,152.87635475293268,193.55443729161345
216,IE-Cra,36,0.7397070396823747,0.5872319487190792,1.248373974116162,0.8445291974928977,0.9102716933652691,0.9102716933652691,0.4701823706963886,0.508666934433787,0.606122831163263,0.32961012768284736,68.76599885438499,81.94093048290146
217,IL-Yat,108,0.8024532025487529,0.4644697922130265,0.7937767102448092,0.26851704713087526,0.582761290927261,0.582761290927261,-0.3521655121586358,-0.008676492303943585,0.31078983157854695,0.3106686947439687,-1.081245894014168,38.72996339118791
218,IT-BFt,72,1.6047139669833024,1.0290452771038205,1.866661290640783,1.2617493421414039,0.8706569879522602,0.8706569879522602,0.8131386069078347,0.26194732365748047,0.5416213860736717,0.47406468491235293,16.32361461587541,33.75189580307974
219,IT-Lav,108,1.731369486914203,1.010285485777861,1.568871144167368,1.014493564273296,0.7981380796069673,0.7981380796069673,0.7617423450078546,-0.16249834274683497,0.4928931004439756,0.4653363268323322,-9.38553809426627,28.468394768955555
220,IT-MBo,108,1.6383571218990658,1.4065792377064419,1.8181338888012066,1.1464103709292985,0.8332010609997839,0.8332010609997839,0.7096933607805966,0.17977676690214078,0.6148208703491456,0.5879498419925753,10.972990229001873,37.526669987340085
221,IT-Ren,108,1.9438749116115275,1.7473641702071188,1.4627857897551906,0.891619366227635,0.6728620939405465,0.6728620939405465,-0.9194137137467355,-0.4810891218563367,1.2295432238798674,1.131516591226305,-24.748975306106512,63.252178241270734
