,Site,N,EC average,EC std,MODIS average,MODIS std,r2,r,nse,bias,rmse,urmse,pbias,rrmse
28,US-EML,84,0.8245996584268647,0.6890199020155757,1.006868644593254,0.7609263218698211,0.6374776235656279,0.6374776235656279,0.5679429780845076,0.18226898616638945,0.4971787343959028,0.4625631963498482,22.10393665625745,60.2933471188187
29,US-GLE,100,1.5544562571312803,0.6804630805533805,1.0937453953598482,0.3566056559980819,0.07837539073658155,0.07837539073658155,-4.258647102307484,-0.4607108617714317,0.8136597594357041,0.6706621399563217,-29.63807181178999,52.3436896794573
30,US-Ha1,108,1.373237951685937,1.1350433315644313,1.8194075192024413,1.4302938410920212,0.8637774378738925,0.8637774378738925,0.7471120166861331,0.44616956751650405,0.7159280464282984,0.55989792345103,32.49033184443654,52.134303858216775
31,US-HB1,36,2.375495574171428,1.2854538489801444,,,,,,,,,,
32,US-HB2,36,2.0677281868497217,0.8485035667985554,2.868943339646465,1.3970291184109065,0.8023086796050105,0.8023086796050105,0.38084517743086665,0.8012151527967429,1.0838966150902298,0.7299905144129955,38.748572365182625,52.41968562326346
33,US-HB3,108,1.6272180079104517,0.9180937118635142,2.889859401304714,1.437800576468672,0.6433632005299957,0.6433632005299957,-0.16178810703625968,1.2626413933942626,1.542560220844004,0.8861313371152711,77.59509710783313,94.79739121280014
34,US-Hn2,36,0.775875842716141,0.6423806687322356,0.5978002683080809,0.19621771946176436,0.2561873796850124,0.2561873796850124,-14.879113192285253,-0.1780755744080601,0.7709640331029249,0.7501164110573554,-22.9515554685481,99.36693355524241
35,US-Hn3,36,0.46443507739369205,0.2982681579654461,0.5684229995265152,0.2545825082118113,0.02044353073906195,0.02044353073906195,-1.2092182610554443,0.1039879221328232,0.37310463560878304,0.35832050061817655,22.390195571872102,80.3351542055274
36,US-Ho2,108,1.1328600567543747,1.1291900101990908,1.5401122005646743,1.3288649985766914,0.7996856850172053,0.7996856850172053,0.7029051583079206,0.40725214381029984,0.7209554502829387,0.5949138195189198,35.9490248934251,63.64029219535413
37,US-HWB,24,1.5934243834419295,0.9693365265278875,1.940641719933712,1.0646474767749325,0.8323428930893866,0.8323428930893866,0.7213518411442983,0.34721733649178277,0.5501640586685035,0.4267559169948938,21.790637830065357,34.527151986974324
38,US-ICh,144,0.2878650524628019,0.4456530613410622,0.7042503656102289,0.5784157887840676,0.7776005278733789,0.7776005278733789,0.2433633263759022,0.41638531314742694,0.5013841556407811,0.27930152617330656,144.6460101999469,174.17333273047106
39,US-ICs,108,0.32267109940874117,0.48296159105239866,0.7187676022376541,0.5632583053057719,0.7800929919837835,0.7800929919837835,0.280282991170561,0.39609650282891323,0.47562918828706174,0.26330720688449444,122.75549423382384,147.40371516339678
40,US-ICt,144,0.29980011321020594,0.4290415263594353,0.7065055673673838,0.5821223128406349,0.8727801929127037,0.8727801929127037,0.34235448800087853,0.4067054541571779,0.4704321010657885,0.23642553853586948,135.65887277434578,156.9152513081085
41,US-Jo1,108,0.6837829498884354,0.4918267919204128,0.31300107191708754,0.21509440564930407,0.0018601617805176144,0.0018601617805176144,-8.424896856248925,-0.37078187797134776,0.6572754772621846,0.5427078882587512,-54.22508385619205,96.12340836656199
42,US-Jo2,108,0.7001774761119768,0.44328907256009026,0.320223063973064,0.22315743366094407,0.007197621115558042,0.007197621115558042,-7.209042218122923,-0.37995441213891296,0.6364109068761166,0.510542346027295,-54.26544341996918,90.89279912430912
43,US-KFS,72,1.0674488503805566,0.9236423465324899,1.913443763809975,1.2372902831458843,0.7242430542841795,0.7242430542841795,0.23922233980983454,0.8459949134294182,1.0716757512725192,0.6578613245335749,79.25390646379095,100.39598158642035
44,US-KLS,72,1.2780896834092763,1.2185390851448228,1.5314230192550506,0.8919974018718217,0.33278614053961997,0.33278614053961997,-0.3718511486374463,0.2533333358457741,1.0374806636384506,1.0060757170178256,19.821248785141037,81.17432423607345
45,US-Kon,72,1.8005385012935062,1.4111361067852692,1.8369668856534094,1.3692688781318791,0.7108938857421211,0.7108938857421211,0.6750457114114292,0.03642838435990261,0.7751090361524595,0.7742525367979894,2.0231938574894386,43.048734342288235
46,US-KS3,25,2.434265959701373,0.9166590495174199,,,,,,,,,,
47,US-Me2,108,1.1479621864087406,0.9328171988120355,1.1505832303065378,0.6175087235360588,0.7723965810315908,0.7723965810315908,0.3732667425329944,0.0026210438977971266,0.48659145592768277,0.486584396698772,0.22832144898402468,42.38741150960074
48,US-Me6,126,0.7607270706623668,0.692538089241419,1.0635118859728236,0.4150857989455101,0.5510404828772997,0.5510404828772997,-0.8429774923843847,0.3027848153104568,0.5612645660242844,0.47258784230219136,39.80202979326362,73.7800175213418
49,US-MMS,108,1.4496007032393157,1.3503467193864966,2.053522442304995,1.3636257358700492,0.8306951224079201,0.8306951224079201,0.6265045562972041,0.6039217390656788,0.8295027961629733,0.5686417342458057,41.66124766055504,57.22284725092535
50,US-Mo1,144,1.7796115623567101,1.1119595457934457,1.7714380249560915,1.1568730141372443,0.5190403724229963,0.5190403724229963,0.46103807941567165,-0.008173537400618484,0.8463529343347216,0.8463134660061568,-0.4592877217427383,47.558295992070896
51,US-Mo2,144,1.7327760908298824,1.3284446086828319,1.7936198017838645,1.0888757372663063,0.8862507965001901,0.8862507965001901,0.8054853893613889,0.060843710953981826,0.47856530237794037,0.47468177917151794,3.5113429413053483,27.618415611259966
52,US-Mo3,144,1.5787635901882497,1.0730235963405361,1.846231161145712,1.2861224002753724,0.8605953172604963,0.8605953172604963,0.8083250714611023,0.2674675709574621,0.5611148080372773,0.49326557378842634,16.941584707154895,35.541407942551466
53,US-MOz,72,1.425639904393692,1.368916694188737,2.178069957386364,1.5591497533575158,0.8587081000835378,0.8587081000835378,0.6201654894845863,0.7524300529926717,0.9542187958365432,0.5868411417761946,52.77840853596697,66.93266601865787
54,US-Mpj,108,0.9166151312735518,0.47603731021376067,0.6352816029215769,0.16752534066506153,0.1318326441656686,0.1318326441656686,-8.857681479293136,-0.281333528351975,0.523537640569234,0.4415236198866703,-30.692655919948443,57.11640826197436
55,US-Myb,144,2.7449387428855907,1.8471458512087187,1.552458445507762,0.7562094413963781,0.8489436693341835,0.8489436693341835,-3.9693374870345544,-1.1924802973778288,1.6798794375265265,1.1832098989571225,-43.44287465316057,61.19915943044213
56,US-NC3,108,3.418973849103278,2.1183897673122334,2.699423608919051,1.648308274786641,0.6402572954976139,0.6402572954976139,0.21265672811931435,-0.719550240184226,1.455795961532236,1.265539147345664,-21.045795374332805,42.579909229608745
57,US-NC4,144,3.430294078549165,2.058364235251898,2.4264045155329335,1.3478677410757072,0.6927081376348777,0.6927081376348777,-0.3486917134104375,-1.0038895630162317,1.5598771509739109,1.1939105793138634,-29.265408155350475,45.47356918254826
58,US-Ne1,108,1.7724959076050297,1.5387822616398403,1.7319338458368407,1.3688095294812113,0.8706214014331679,0.8706214014331679,0.833214091410608,-0.040562061768189224,0.556419970302441,0.5549395485063963,-2.288414974283133,31.391890267000242
59,US-NGB,72,0.31128669025224487,0.41412853170991143,0.6359454407354799,0.6042157119220336,0.7445355719454233,0.7445355719454233,0.4202593158773682,0.32465875048323495,0.4568481071866475,0.32141389013962535,104.2957378679295,146.76120807364103
60,US-NGC,72,0.786180550735436,0.5685405471342333,0.8712241062973486,0.8485588396031783,0.3581432196251689,0.3581432196251689,0.34283713123747916,0.08504355556191255,0.683095456171949,0.6777809350373843,10.817305958835815,86.88785998749835
61,US-ONA,108,2.487355721327561,0.8064661726371581,1.6770425939078282,0.6281711089828312,0.6904357979364126,0.6904357979364126,-1.1942271669765323,-0.8103131274197329,0.9261871757450205,0.4485703066920381,-32.577291638336696,37.23581503857809
62,US-Pnp,144,3.229157814555968,2.1162075216677763,,,,,,,,,,
63,US-RGA,24,2.2606379911836734,1.161871262746115,1.5770359848484852,0.8084598632991635,0.6281686293559435,0.6281686293559435,-0.5333616319194661,-0.6836020063351885,0.9800292932495611,0.7022433428390327,-30.239339912059673,43.35188991212239
64,US-RGB,36,2.2179003462857145,1.443410473313477,1.161425675019425,0.9437782230065437,0.2943086282858514,0.2943086282858514,-1.968531144458451,-1.0564746712662894,1.6033322519407476,1.2060412841549721,-47.63400091602637,72.29054518278177
65,US-RGo,19,2.123946791886105,1.243047141819711,1.331979837596614,0.6716549647701135,0.5741684449801039,0.5741684449801039,-2.088028306515883,-0.7919669542894908,1.1488050016821696,0.832190648351324,-37.28751385462954,54.08821944461278
66,US-Rls,144,1.1279347348468771,0.9237115526309586,0.704285309146149,0.3014184476705298,0.1073971202515175,0.1073971202515175,-9.372161220771657,-0.42364942570072794,0.9673669170118178,0.8696665546244678,-37.559746376481655,85.76444071856184
67,US-Rms,108,1.294750294855626,1.2775794123883448,0.9100209889695567,0.38961381662349814,0.2569646781184857,0.2569646781184857,-8.412185018627309,-0.38472930588606896,1.1897606157400564,1.12583910216273,-29.714556344547425,91.89112529784929
68,US-Ro4,144,1.0427666768004502,1.016098027520541,1.7042782593563843,1.486819306208698,0.9089737430229995,0.9089737430229995,0.636739549931501,0.6615115825559342,0.8930052718707538,0.5998840235689747,63.43812065280687,85.63807146300327
69,US-Ro5,108,1.0876402814470505,1.099244257704014,1.6064423641799943,1.2549237768112818,0.8046756200520304,0.8046756200520304,0.631722956637079,0.518802082732944,0.7580270138778502,0.5526747259650383,47.69978563525654,69.69464323896992
70,US-Ro6,144,1.4522075088496276,1.30978063935383,1.489819454814572,1.1369364817517014,0.7169136789888293,0.7169136789888293,0.6225921280141704,0.037611945964944396,0.6960307906942838,0.6950138150535137,2.5899842643520596,47.92915519667348
71,US-Rpf,144,0.7586652779685652,0.9019974284935829,1.2671454206781356,1.2433948814664766,0.8986802596996973,0.8986802596996973,0.6807434472659701,0.5084801427095704,0.7001091567961498,0.4812491827524186,67.02298859268988,92.28169222015698
72,US-Rwf,108,1.3396381563985573,1.3382126854087864,0.8038164084420594,0.3143478578429137,0.00200664190060028,0.00200664190060028,-20.674212923129723,-0.5358217479564976,1.4566733807022803,1.3545450869068383,-39.99749823467141,108.73633105661584
73,US-Rws,108,0.8018222992757946,0.6569122879222093,0.6599920537843715,0.32618419265031035,0.026913148838085117,0.026913148838085117,-3.5859685200436973,-0.14183024549142315,0.6952779499734655,0.680658217597604,-17.688488536615175,86.7122242174407
74,US-Seg,144,0.515249369395671,0.44052159576807676,0.3374162112663089,0.19420708253927682,0.015470452996037207,0.015470452996037207,-6.553838250557013,-0.17783315812936207,0.5319069652447453,0.5012987009215284,-34.51399820982608,103.23291921125721
75,US-Ses,144,0.4973942767432281,0.3811054051205259,0.3243239195338805,0.19134592695608557,0.007565116684853497,0.007565116684853497,-5.137195209322742,-0.1730703572093477,0.47237941447444576,0.43953266394506907,-34.79540583831296,94.97081823446555
76,US-Sne,108,3.3080040041739847,2.005253696997878,1.4136088752104377,0.6680249151076452,0.6010384391357846,0.6010384391357846,-12.4732601666983,-1.8943951289635468,2.440669756481117,1.5388748992562011,-57.26701438611411,73.78073767146353
77,US-Snf,74,2.1095945390450788,1.2068807402842041,,,,,,,,,,
78,US-SRG,144,1.236742943455164,0.9333086325711817,0.524009392300408,0.4390991793770075,0.6449894580318161,0.6449894580318161,-3.756851818384524,-0.712733551154756,0.9543533659292104,0.6346662367880808,-57.62988622061985,77.16667161754529
79,US-SRS,36,1.2127390235487945,0.8665893972169306,0.5037325402462121,0.33007949034879897,0.623867247731908,0.623867247731908,-7.491025087694716,-0.709006483302582,0.9483777882022091,0.6298652520898574,-58.46323648659724,78.20130875536645
80,US-Syv,144,1.3524921946632034,1.2253967956926834,1.550971060009146,1.2702694841984112,0.7657722607979813,0.7657722607979813,0.733161192092302,0.19847886534594256,0.6538936707386025,0.623043395473374,14.675047007969434,48.34731566797949
81,US-Ton,144,1.050426038427879,0.8600719384963833,1.0259785593818798,0.6537707835375888,0.7629362527348851,0.7629362527348851,0.5660813983537206,-0.024447479045999324,0.4291572120003046,0.42846030548951647,-2.327386998382929,40.855538257848515
82,US-Tw1,108,2.432531287821893,1.9342937225137464,1.1789791030969416,0.48134962593948916,0.6609349311881251,0.6609349311881251,-16.459773978267204,-1.2535521847249511,2.0019810321725964,1.5609404131324673,-51.53282882734845,82.30031992579983
83,US-Tw3,16,2.1397138939369205,1.2074906948705684,1.4781214488636363,0.4206072057105942,0.7981403091655754,0.7981403091655754,-5.751233560675622,-0.6615924450732839,1.0581662683187767,0.8258397471844275,-30.91966860373099,49.45363355900945
84,US-Tw4,129,2.5520807899003324,1.9937463598380114,1.1229408455925534,0.46878750611351055,0.662315167799377,0.662315167799377,-20.531988177041836,-1.4291399443077788,2.166846887733283,1.6287370734601012,-55.999008729014086,84.90510552441822
85,US-Tw5,60,3.139745274311243,2.0002895618616443,1.3085783025568183,0.4864009561385432,0.7182574215801771,0.7182574215801771,-24.354896747563544,-1.8311669717544248,2.428710351051014,1.595450247064468,-58.32215074059225,77.35373856351431
86,US-UMB,144,1.1740071311705453,1.2703637212135295,1.8304710845433507,1.4370193581065713,0.8798148720016831,0.8798148720016831,0.6667565500383719,0.6564639533728047,0.8266662404880343,0.5024262643261881,55.91652179474212,70.41407318061225
87,US-UMd,144,1.0848860621996042,1.1608976842556957,1.8332177569970538,1.3977658872608314,0.8752506520996483,0.8752506520996483,0.5755905678226771,0.7483316947974497,0.90743123359724,0.5132554123137768,68.97790660894,83.64299857972414
88,US-Var,144,0.850572381235859,0.8856635285414018,1.1006023343157132,0.865464452010031,0.8647477956813499,0.8647477956813499,0.7719753076914948,0.25002995307985426,0.41183850270053074,0.3272552136628245,29.395493975076807,48.41898370861047
89,US-Vcm,144,1.2202601419622758,0.8122179041489398,0.7647461101904462,0.2692447760562853,0.03761299594679134,0.03761299594679134,-10.812363340064236,-0.4555140317718297,0.922151882162334,0.8017924049493782,-37.32925596007149,75.57010595129658
90,US-Vcp,144,1.3544071299740261,0.8728161689814701,0.8742258604929505,0.3597037051238243,0.4941354028845706,0.4941354028845706,-4.270965481999552,-0.48018126948107565,0.822956292044129,0.6683434798474244,-35.45324436458661,60.761367378500964
91,US-Whs,108,0.7565419341678005,0.4616115789617443,0.4083254528794893,0.25019407772154656,0.10198486593610165,0.10198486593610165,-4.180833905130988,-0.34821648128831106,0.5668352775156335,0.44726671460708145,-46.02738666050954,74.92450212150564
92,US-Wjs,144,0.8257318653317254,0.5936041271273577,0.44700686059816924,0.20507668077980065,0.05478020272612861,0.05478020272612861,-10.457784586710872,-0.3787250047335562,0.6917567074039421,0.5788736589515118,-45.86537357152968,83.7749802868561
93,US-Wkg,144,0.8498538176772541,0.6959788572065693,0.4460910487082362,0.35382741042277066,0.31736957948501276,0.31736957948501276,-2.9641324494059997,-0.40376276896901797,0.7020245907000895,0.5742944822493941,-47.509672907341525,82.60533471730487
94,US-xAB,51,1.2951165990652844,0.8368422104943547,1.6294476242201428,1.3435966485978637,0.8702859515288791,0.8702859515288791,0.7109964318535358,0.33433102515485846,0.7151883449621156,0.6322318675838411,25.814743274555582,55.22192715916725
95,US-xAE,107,1.4276789175630606,1.0728847241552106,1.1181009717502124,0.5219072994186734,0.6174616351124472,0.6174616351124472,-1.3503820114527634,-0.30957794581284825,0.7963860463433722,0.7337521586181025,-21.684003455151828,55.781873399289424
96,US-xBA,108,0.19489590933914855,0.3342054843582594,0.668972537878788,0.6622953897915592,0.7585404890120871,0.7585404890120871,0.10717589832604357,0.47407662853963944,0.6228947862930032,0.4040411675355556,243.2460640898696,319.6038277073694
97,US-xBL,88,1.4728202857194128,1.0007867087723292,2.2343389102315774,1.7129008884520747,0.7134482360876359,0.7134482360876359,0.4457212452102466,0.7615186245121641,1.2679865334454976,1.0138437914788605,51.70478923300498,86.09241370043581
98,US-xBN,108,0.6565491123160255,0.6922408302385645,1.3673068795594838,1.455863292660627,0.7794248506798037,0.7794248506798037,0.37290778563694593,0.7107577672434582,1.1475359807389722,0.900922984163268,108.25660318634924,174.78296127626373
99,US-xBR,144,1.438228610093012,1.2135593048045936,1.7276969565446127,1.37389002262039,0.8803152080671599,0.8803152080671599,0.8325939942213946,0.289468346451601,0.5601756923039971,0.4795882428196486,20.12672703214274,38.94900215256946
100,US-xCL,123,2.020911543699647,1.4560494002998756,1.7497998852857848,0.9390327953695986,0.6679447828313868,0.6679447828313868,0.04616926916159836,-0.2711116584138621,0.9133637581417496,0.8721994171970682,-13.415315443126362,45.1956326831441
101,US-xCP,144,0.7678060347572047,0.659622751489728,0.7960635324600169,0.2592200981113738,0.11845441278993563,0.11845441278993563,-4.7355865484523045,0.028257497702812193,0.61864906673967,0.6180033831634258,3.680291170379739,80.57361348238152
102,US-xDC,144,1.1589207033505613,1.2325205162239912,1.2280460207291262,0.9978018150081192,0.875922193113935,0.875922193113935,0.7814916081615702,0.06912531737856473,0.4647989332569059,0.4596300021256994,5.964628742822195,40.10618948415741
103,US-xDJ,108,0.7519539378943227,0.6752077405988424,1.0424089856902357,0.6538795505383723,0.8316021248225371,0.8316021248225371,0.6178745771542478,0.29045504779591297,0.4023284394375531,0.27839547120980757,38.62670745621291,53.504399559922916
104,US-xDL,144,2.5089376369525045,1.658776964853547,2.3460963045923986,1.3927137868916766,0.7804929484769052,0.7804929484769052,0.6721181032798007,-0.16284133236010626,0.7947076010214821,0.7778450177230067,-6.490449581596711,31.675063952039007
105,US-xDS,111,1.8265842083485133,0.9351344191024941,2.1955623485701614,0.8543306573333425,0.6587873266530596,0.6587873266530596,0.3905152245717948,0.3689781402216479,0.6639605486870793,0.5519952375260329,20.200445100489265,36.349846103585456
106,US-xGR,114,1.8181499204376135,1.380012861022301,2.2115650024089577,1.4380640293467308,0.7951935566343288,0.7951935566343288,0.7150793186958566,0.3934150819713445,0.7642351461912954,0.6551945756426185,21.638209123956774,42.03367046911898
107,US-xHA,144,1.4420087034817566,1.2675021711416115,1.8225437726878155,1.424870565294513,0.8724994121798718,0.8724994121798718,0.7986940730443621,0.3805350692060594,0.6370748616370557,0.510937804859078,26.389235258237377,44.17968214053263
108,US-xHE,123,0.6603827316606516,0.6204269524747331,1.0875894135716924,0.7928917100383748,0.8930796447953758,0.8930796447953758,0.5739791921653796,0.42720668191104094,0.5154145122354353,0.2883514701773696,64.69077118911825,78.0478482439013
109,US-xJE,144,2.265687386233272,1.0806711597591336,2.718455939857307,1.384072992676347,0.6729340053455951,0.6729340053455951,0.5636101495005656,0.4527685536240356,0.9111357508698372,0.7906762886051034,19.98371692295855,40.21453958767938
110,US-xJR,108,0.7048867887688313,0.5929717454409708,0.3661246369612255,0.23657992852869866,0.022870224026420156,0.022870224026420156,-7.5936561552218915,-0.3387621518076057,0.6903143378999049,0.6014765910763817,-48.0590865377537,97.93265371104785
111,US-xKA,144,1.501661467374496,1.0760446447054521,1.6594550346210504,1.0508852651888414,0.6810276635115603,0.6810276635115603,0.6188435305510767,0.15779356724655427,0.646537505310025,0.6269863921235593,10.507932092207204,43.05481091157189
112,US-xKZ,144,1.4468272238392703,1.3181065466252653,1.8715906529993442,1.3906943476176206,0.8439901646906001,0.8439901646906001,0.7492010048804087,0.4247634291600742,0.6940349773920531,0.5488720972064095,29.358269056683277,47.9694441711137
113,US-xMB,108,0.7152006957236033,0.3646527846654737,0.5234952826879911,0.32791932551189523,0.003785235328630069,0.003785235328630069,-1.7183851925931601,-0.19170541303561237,0.5381489795034233,0.50284526323057,-26.804422056896165,75.24447091860723
114,US-xML,103,1.2545436338551437,0.9123463636629419,1.9304532238342158,1.2813719275439315,0.7270431238963151,0.7270431238963151,0.42628513953191616,0.6759095899790725,0.9658389785243605,0.6899211249203072,53.87692956537825,76.98727668454148
115,US-xNG,144,1.0438863023256104,1.1143389218860547,1.0669377955486352,0.6701338419504487,0.8585050567511178,0.8585050567511178,0.3151688347684456,0.023051493223025032,0.5526371562967997,0.5521561873057316,2.2082379251140685,52.94035902814446
116,US-xNQ,144,0.5710251909324675,0.5021152507465955,0.5532732270622895,0.33734139608954405,0.0035319041037762096,0.0035319041037762096,-2.041350654363902,-0.017751963870177936,0.5862591827401766,0.585990355830138,-3.1087882202166064,102.66783183117236
117,US-xRM,144,1.4535523230065555,0.8492637494083902,1.0254750138099746,0.38192422802441145,0.3898078554938593,0.3898078554938593,-3.433023879288,-0.4280773091965806,0.8013348258652164,0.6774122234617942,-29.450423106279196,55.12941042312946
118,US-xSB,92,1.849146067522917,0.8001546708739787,1.9734428009716733,0.5819230096873476,0.4640721887627792,0.4640721887627792,-0.06339673456708961,0.12429673344875647,0.59681533481344,0.5837284179500319,6.721845052254967,32.2751861140382
119,US-xSC,56,1.867668531431434,1.2289623054077043,2.2497662591314938,1.5005534819554402,0.8179227718263982,0.8179227718263982,0.7446128459069047,0.3820977277000598,0.751516178562805,0.6471305070293724,20.458540756544696,40.238198904964236
120,US-xSE,133,1.9253453022942515,1.324846299486561,2.2957456496354522,1.4811212191311518,0.6982763542471369,0.6982763542471369,0.6317975961134124,0.3704003473412009,0.895354578479171,0.8151462469355617,19.23812559231998,46.50358444338591
121,US-xSJ,101,0.859201474261012,0.5533487948778664,0.8378348093222786,0.6759023086654712,0.5651185640399486,0.5651185640399486,0.5596285613573402,-0.021366664938733584,0.44630609203750077,0.445794339824074,-2.4868049670318335,51.94428843611597
122,US-xSL,108,0.8932373384369408,0.7691092519547437,0.8605031324530024,0.43971678756391386,0.386449878743353,0.386449878743353,-0.8902883787048275,-0.03273420598393857,0.6017513728510128,0.600860371872434,-3.6646705836569198,67.36746740838288
