,Site,N,EC average,EC std,v3L1 average,v3L1 std,r2,r,nse,bias,rmse,urmse,pbias,rrmse
14,US-BZF,144,1.0903723827711789,1.3085331571776233,0.9878472222222222,1.3779671929648163,0.7462390121105659,0.7462390121105659,0.7333096889857197,-0.10252516054895648,0.7091355692060046,0.7016850055171016,-9.402765712791537,65.03609045964079
15,US-BZo,144,1.0402169113017417,1.1606302305853098,1.038888888888889,1.4308836875959303,0.902544559348928,0.902544559348928,0.8832518243266975,-0.0013280224128526005,0.4872099586906659,0.48720814874530927,-0.12766783527780712,46.83734261549014
16,US-BZS,144,0.6935655250049391,0.7491911654151737,1.0392361111111112,1.4391250400589342,0.8750571310109778,0.8750571310109778,0.6448537894105065,0.34567058610617213,0.8546511768776258,0.7816268163512088,49.839643644875586,123.2257293745302
17,US-CF1,108,,,0.9935185185185185,1.8264520864104055,,,1.0,,,,,
18,US-CF2,108,,,0.9349537037037037,1.6402428153062354,,,1.0,,,,,
19,US-CF3,144,,,0.9578125000000001,1.7553899730842986,,,1.0,,,,,
20,US-CF4,144,,,1.002951388888889,1.7312772088386692,,,1.0,,,,,
21,US-CS1,29,,,0.8646551724137933,1.6647811584165397,,,1.0,,,,,
22,US-CS2,108,3.5937458989395563,0.9510532245755607,1.6949074074074075,1.8209828379255484,,,0.9382977107896368,0.777306732639391,1.0734246882834124,2.776650511977688,21.629429417053633,29.86924280317534
23,US-CS3,36,,,1.1249999999999998,1.709344068014729,,,1.0,,,,,
24,US-CS4,42,,,1.011904761904762,1.8825841581878087,,,1.0,,,,,
25,US-DFC,116,1.9518078351800912,1.6747504090420091,1.4025862068965516,1.799092099868179,0.8394728774169543,0.8394728774169543,0.7452534995821894,-0.549221628283539,0.904122829187231,0.7181877841366426,-28.139124066630412,46.32232809454874
26,US-DS3,17,3.789825198011132,2.5322565121881846,3.0955882352941186,2.5919682930840304,,,0.8161062779147847,-0.8098251980111316,1.147961962425406,0.8218031735033818,-21.368405023960495,30.290630898434227
27,US-EDN,62,,,0.9354838709677421,0.5408241355905162,,,1.0,,,,,
28,US-EML,84,,,0.49880952380952387,0.8462257165093116,,,1.0,,,,,
29,US-GLE,100,1.4901020530291051,0.8021549575018543,1.2094999999999998,1.358450822210225,0.5333138837866829,0.5333138837866829,0.4706742148700197,-0.2806020530291058,0.9833837861816688,0.9424999515972641,-18.831062775780563,65.99439173864832
30,US-Ha1,108,,,1.9092592592592594,2.0551979706372805,,,1.0,,,,,
31,US-HB1,36,,,1.976388888888889,1.0903135925772593,,,1.0,,,,,
32,US-HB2,36,2.8779759781669756,1.1691577126542863,2.6833333333333336,1.4279855941650312,0.9030813942165093,0.9030813942165093,0.8666633218949762,-0.19464264483364255,0.5141400240627156,0.47587204704140196,-6.763178230473391,17.864639175695235
33,US-HB3,108,2.3013735237155224,1.3520459875734672,2.4662037037037035,1.3162149908135186,0.7468281306569533,0.7468281306569533,0.704419934317593,0.1648301799881812,0.71226960938319,0.6929350678208931,7.162252380572542,30.949761177109774
34,US-Hn2,36,0.9570134768753987,0.7463307681294556,1.0041666666666669,0.8922183429119642,0.605950341132548,0.605950341132548,0.5997064245335746,0.04715318979126784,0.5566000350078993,0.5545991125698845,4.927118680211344,58.16010416333641
35,US-Hn3,36,0.5946288812975241,0.3850611941653465,1.3805555555555555,1.1630334584167497,,,-0.19887193984223095,0.8846814635300622,1.3989868417952658,1.088234993007835,148.77875786988716,235.2705840225206
36,US-Ho2,108,,,1.4592592592592593,1.5743289350411678,,,1.0,,,,,
37,US-HWB,24,,,1.8499999999999999,1.730229941994391,,,1.0,,,,,
38,US-ICh,144,0.28733077469683477,0.45343521816529164,0.19722222222222224,0.4155953593575158,0.6947622502391413,0.6947622502391413,0.5811039448212312,-0.09010855247461251,0.26804678181624125,0.2524470756673043,-31.360564342502762,93.28857380454976
39,US-ICs,108,0.3451040649358794,0.5291175277183078,0.1736111111111111,0.3657317804108527,0.6275206694426754,0.6275206694426754,-0.022872584962721598,-0.1714929538247683,0.3681743092338866,0.3257951638197005,-49.693113251688835,106.68501088281695
40,US-ICt,144,0.5072409190831313,0.7796338779889698,0.20347222222222222,0.42679701443507256,0.6747576727724897,0.6747576727724897,-0.8459320455888177,-0.3037686968609091,0.5778511741576502,0.4915654160768433,-59.88647315953718,113.92045720643974
41,US-Jo1,108,0.7864076411776539,0.545200867373835,0.3912037037037038,0.26314317765956086,0.23119342682558727,0.23119342682558727,-4.576917968696959,-0.3952039374739504,0.618542085315382,0.4758236638833627,-50.254335891514,78.6541296049856
42,US-Jo2,108,0.8460435080273602,0.5330424742902584,0.5537037037037037,0.36356899766195805,,,-1.1508844371802902,-0.283779357083964,0.5357156549046624,0.45445992195119583,-33.54193423759324,63.32010704198181
43,US-KFS,72,1.7141121057372133,1.6849944468069018,1.645486111111111,1.6200402446144915,,,0.6319553112313339,-0.09685858461045269,0.9828247412872835,0.9784477327946035,-5.650656353587522,57.33724987984877
44,US-KLS,72,1.3925598169211528,1.2494394769941588,1.7798611111111111,1.6728498859735041,,,0.38020555971033687,0.4768431681534738,1.3557280515273684,1.2722566132178095,34.242203628116954,97.35510353334647
45,US-Kon,72,,,1.657638888888889,1.8079667149618706,,,1.0,,,,,
46,US-KS3,25,,,2.2260000000000004,0.6027489112391661,,,1.0,,,,,
47,US-Me2,108,1.1880454171224075,0.9939137126272809,1.8090277777777775,1.793721065523686,0.6563468264537291,0.6563468264537291,0.46981462982084976,0.62098236065537,1.3000162755988303,1.1421134902349843,52.26924423137508,109.42479612838623
48,US-Me6,126,0.8621813221424085,0.7485195338255057,0.8170634920634919,0.7897509151222986,0.26294579711545224,0.26294579711545224,0.07042266914691342,-0.04511783007891626,0.7584075257291804,0.7570643014246725,-5.232986254771133,87.96380833728064
49,US-MMS,108,1.991564886506318,2.0346710386119295,2.1212962962962965,2.106556339698182,,,0.9804133227088048,-0.02577541282210712,0.4947132625332434,0.5179374596406813,-1.2942291258871996,24.840429045778617
50,US-Mo1,144,2.303923994535065,1.4515868700090664,1.9319444444444445,1.7589989515566269,0.6851121798381996,0.6851121798381996,0.6400727637571482,-0.37197955009062045,1.0516221116199624,0.9836362538877917,-16.145478365300256,45.64482657042604
51,US-Mo2,144,2.233312389658306,1.7608381197023149,2.0899305555555556,1.9871754901644145,0.9273490410231503,0.9273490410231503,0.9161946268675597,-0.14338183410274993,0.5732696191867069,0.5550492824351757,-6.420142330589371,25.669029636933885
52,US-Mo3,144,2.1680239973659865,1.56405418459076,1.849652777777778,1.9014302357779755,0.7774295029047426,0.7774295029047426,0.7456990403270172,-0.3183712195882086,0.9555230497291874,0.9009240062855933,-14.684856808550537,44.073453563710004
53,US-MOz,72,1.896494603394434,1.796657713475994,2.2944444444444443,2.1980714266988937,0.8231165551357265,0.8231165551357265,0.781799452007149,0.3979498410500104,1.019606617315942,0.9387404210338071,20.983441784529273,53.76269542191171
54,US-Mpj,108,,,1.2291666666666667,0.8910018775481859,,,1.0,,,,,
55,US-Myb,144,,,2.3930555555555557,1.554809941740133,,,1.0,,,,,
56,US-NC3,108,2.8720154732028855,1.6581017134708353,2.4490740740740744,1.7317537634621984,0.6207453644943633,0.6207453644943633,0.5317782745812116,-0.4229413991288119,1.179483668091331,1.1010460009450758,-14.726292496507536,41.0681515854079
57,US-NC4,144,2.6574988675683366,1.6707379873841774,2.051388888888889,1.4727827289145425,0.8704143957514465,0.8704143957514465,0.6592826104462213,-0.6061099786794476,0.8566878452637932,0.6054293996560791,-22.807534786799366,32.23662127268108
58,US-Ne1,108,,,1.6333333333333333,2.2225585155716794,,,1.0,,,,,
59,US-NGB,72,0.6360112485745348,0.643118504604646,0.062152777777777786,0.15660308306664367,,,-16.373285538555766,-0.5427820819078683,0.7938708258988562,0.5801588073273262,-85.34158525095002,124.82024927674242
60,US-NGC,72,0.6335729102486842,0.7013740997437246,0.3541666666666667,0.6030293244919216,,,-0.6867798775273211,-0.24126521794099187,0.818540426734436,0.783105524592585,-38.0801031796471,129.19435371899817
61,US-ONA,108,3.02292427230839,0.9494542738582833,2.691203703703704,0.82106691201439,0.698264669869628,0.698264669869628,0.43063698661336747,-0.3317205686046863,0.6166705204216484,0.5198499736671055,-10.973499126108612,20.39980048692194
62,US-Pnp,144,,,2.213194444444445,1.62501195381414,,,1.0,,,,,
63,US-RGA,24,2.804917677734936,1.4010281106897478,2.6010416666666667,1.5821263754054615,,,0.7427063730499268,-0.17448289512624013,0.8025196686933131,0.783873391060554,-6.22060663353018,28.611166561628803
64,US-RGB,36,4.182522034553385,2.6653595624073856,2.9416666666666664,3.0773249050804785,,,0.6747205612405627,-0.2965220345533845,2.0766613279802617,2.2619377530333393,-7.0895510436933655,49.65093574700104
65,US-RGo,19,3.65463847771491,2.1367279100111887,3.405263157894736,2.3206138278506607,0.9174254706358913,0.9174254706358913,0.9038623685353588,-0.24937531982017364,0.7003401694992898,0.6544373941630172,-6.823529094349639,19.16304919815715
66,US-Rls,144,1.1942945361639579,0.9543763822274928,0.7652777777777777,0.7476134003786963,0.5264927155572371,0.5264927155572371,-0.10867546967529829,-0.42901675838618014,0.7844514482038789,0.6567409653835954,-35.92219049784574,65.68324851619234
67,US-Rms,108,1.5303855744883448,1.4425797131162035,0.8083333333333335,0.9953278706503985,0.8573153118542902,0.8573153118542902,0.05214405018249313,-0.7220522411550113,0.9645335675692542,0.6395041548034686,-47.18106686260525,63.025526615521564
68,US-Ro4,144,1.3287167241000222,1.30090813393832,1.2618055555555554,1.67582550486801,0.9337139970994117,0.9337139970994117,0.8960049428965404,-0.06691116854446671,0.5385448998024831,0.5343720657250719,-5.035773790669156,40.53120503674363
69,US-Ro5,108,1.5606507785452008,1.5692494741107288,1.4564814814814815,1.8918058992405968,0.8205951931680872,0.8205951931680872,0.8117026597399544,-0.10416929706371911,0.81710652633284,0.8104392839225963,-6.6747345719984255,52.3567820274646
70,US-Ro6,144,1.8860237336353596,1.670327651548635,1.3788194444444446,1.8519936324739796,0.6173918476736439,0.6173918476736439,0.5283686101714118,-0.507204289190915,1.2674405946322616,1.1615289363369814,-26.892784016734804,67.20173092356781
71,US-Rpf,144,1.0436306793935708,1.2404429944163566,0.8333333333333334,1.2965257502182603,0.8550494790570301,0.8550494790570301,0.8275289215718428,-0.21029734606023742,0.53656959417468,0.493641525433995,-20.150552318223937,51.4137428852195
72,US-Rwf,108,1.518253246496991,1.4903493663964182,0.7435185185185185,0.8595013929678491,0.8724064492742022,0.8724064492742022,-0.5875754985311958,-0.7747347279784726,1.0779380190302599,0.7494908099069681,-51.028030387288105,70.99856506266963
73,US-Rws,108,0.9126421848151063,0.7768142781396324,0.5074074074074074,0.4461054113945029,0.390143876668794,0.390143876668794,-1.6897685397369209,-0.4052347774076987,0.7282407170154562,0.6050779429945523,-44.402371942712236,79.79476832566004
74,US-Seg,144,,,0.40937500000000004,0.43047050003293075,,,1.0,,,,,
75,US-Ses,144,,,0.3020833333333333,0.3100797889648334,,,1.0,,,,,
