,Site,N,EC average,EC std,v3L1 average,v3L1 std,r2,nse,bias,rmse,pbias
128,US-xUN,144,1.3891851113444156,1.4555043267782313,1.3638888888888892,1.7319543555376646,0.9623981832213677,0.9424047883383351,-0.025296222455526644,0.4142060178457763,-1.820939646484236
129,US-xWD,108,1.0480099011686979,1.1439236937838722,0.6601851851851853,1.124987211957624,0.6628762227662908,0.5018506534222269,-0.38782471598351254,0.7903280196254461,-37.00582557006629
130,US-xYE,109,1.2032175484657086,1.0433255843652427,0.42660550458715596,0.5560512569357158,0.6539934502435617,-2.454512768406806,-0.7766120438785531,1.0287429137312105,-64.54460748755331
131,AU-ASM,180,0.5849910261806704,0.8942945435198143,1.3355555555555556,0.671746013306774,0.10192686900745933,-2.177704886757886,0.7505645293748853,1.1941314636041522,128.3035971124587
132,AU-Boy,180,0.9911944264873717,0.40600928920344925,1.4705555555555558,0.7373285027168583,0.12346214818492625,-0.341282696352061,0.47936112906818396,0.8515525357222509,48.36196776922567
133,AU-Cpr,180,0.5884597587697712,0.30568216280861843,0.29444444444444445,0.16501979641602665,0.008652185043992783,-6.278944443962632,-0.2940153143253268,0.44397704086218376,-49.963537853462164
134,AU-Cum,180,2.3936726324601114,0.8380931470987258,2.0694444444444446,0.9495130902879546,0.37616413648272456,0.18637191889376803,-0.32422818801566683,0.8540910756260321,-13.545218490568587
135,AU-DaS,180,2.891397406027953,1.469850175966262,2.651111111111111,1.0668435607510958,0.02458388298157544,-1.5171805881671676,-0.2402862949168418,1.6879057402819775,-8.310386334853025
136,AU-Dry,180,2.3519710648707486,1.464623994967501,2.2638888888888893,1.119644990068936,0.00249749138033417,-1.5866415791973987,-0.08808217598185938,1.7957204615349458,-3.7450365481728367
137,AU-GWW,180,0.7562640682868522,0.4657028873273259,0.6727777777777777,0.3043135980922656,0.0060287224491822845,-2.1799753361874505,-0.0834862905090744,0.5411572706858279,-11.039304128013642
138,AU-Lit,180,3.3647611785132963,1.0124444764894478,2.625555555555555,1.0576733304718,0.14993937530617132,-0.6661674299948366,-0.7392056229577406,1.3614482465290896,-21.96903684214388
139,AU-Lon,132,0.9858132690329162,0.9458747528441527,2.7606060606060603,1.1021670240805705,0.0001024286642264327,-3.366652234897874,1.7747927915731445,2.2944066787919732,180.03336405830873
140,AU-Rgf,180,0.9686327966203093,0.6592335838096335,0.8344444444444445,0.579859569034922,0.2684771927659229,-0.16821053787426,-0.13418835217586475,0.6249908383203342,-13.853376908573201
141,AU-Stp,180,1.1139360382166084,1.1655292181496495,0.7194444444444444,0.804185782908807,0.2095091398936937,-1.0157560714024183,-0.39449159377216403,1.1385854829354378,-35.41420514626118
142,AU-War,144,2.4976189618572167,1.1532781729256654,1.4923611111111112,1.0155490341262898,0.4190963295172808,-0.805973207921407,-1.0052578507461059,1.3600138205098158,-40.248647455759276
143,AU-Whr,99,1.3930297516055545,0.5225358239879732,1.5070707070707072,1.0130024603846788,0.5232901897175017,0.4674064197004102,0.11404095546515249,0.7355359504188252,8.186541266165571
144,AU-Wom,122,2.7788848232099514,1.1476745651685507,2.0500000000000003,1.5121682752134378,0.7800898053437434,0.530390721105958,-0.7288848232099516,1.0320036350282198,-26.229400265967147
145,BE-Lon,216,1.408358006627668,1.3141440356497507,1.0601851851851851,1.0964585541167442,,0.6257366026779382,-0.3779232240189723,0.837260465140872,-26.834315013688496
146,DE-Hte,36,,,1.5055555555555555,1.7101285573136549,,1.0,,,
147,FR-EM2,36,,,1.0,1.0031379338285014,,1.0,,,
148,NL-Loo,36,2.2109293071600136,0.8734010877475927,1.3305555555555557,1.2723026244781421,,-0.11057804643488911,-0.8079881306894248,1.3603777772269254,-36.54518161538611
149,SE-Lnn,36,,,0.9666666666666666,1.3541470694552664,,1.0,,,
150,BE-Bra,108,,,1.3601851851851852,1.251237877890607,,1.0,,,
151,BE-Dor,36,,,1.2611111111111113,1.108223231194298,,1.0,,,
152,BE-Lcr,72,,,1.2861111111111112,1.2061235257267078,,1.0,,,
153,BE-Maa,108,,,1.1083333333333334,1.02018186027658,,1.0,,,
154,BE-Vie,108,1.3753535649368565,1.2361765106114437,1.3027777777777776,1.3172797184720562,,0.8964941352719334,-0.023430488013779373,0.42986858064606454,-1.703597432043235
155,CH-Aws,36,,,1.0555555555555556,1.1228648168080595,,1.0,,,
156,CH-Cha,108,2.175840413302659,1.3931732223348159,1.5509259259259258,1.3743644492351963,0.908603740950259,0.696267786722988,-0.6249144873767333,0.7539236226056412,-28.72060301647719
157,CH-Dav,108,,,0.9203703703703704,0.9950117887113845,,1.0,,,
158,CH-Fru,108,,,1.3935185185185186,1.4411361787267607,,1.0,,,
159,CH-Lae,108,,,1.614814814814815,1.5990543241994892,,1.0,,,
160,CH-Oe2,108,,,1.4824074074074076,1.3236757589043373,,1.0,,,
161,CZ-BK1,108,1.2405868783202507,1.0853728680937664,1.377777777777778,1.372107549620603,0.9120037277524536,0.875029399533406,0.1371908994575272,0.48280537156144476,11.058548325392824
162,CZ-KrP,108,1.4949099022830097,1.2103973515190611,1.4314814814814818,1.424462393958996,0.850923109421528,0.8436317912739755,-0.06342842080152819,0.5606673033894376,-4.242959438870598
163,CZ-Lnz,108,,,2.128703703703704,2.1141733952145176,,1.0,,,
164,CZ-RAJ,108,1.2436666038665842,0.8957218849484206,1.3675925925925925,1.355282410388046,0.7462235702331833,0.6966034194484798,0.1239259887260084,0.7430450644786989,9.964566736834456
165,CZ-Stn,108,,,1.5694444444444444,1.6241436756419443,,1.0,,,
166,CZ-wet,108,1.7353028727342985,1.5195446477228232,1.4472222222222224,1.4889285072455547,0.9596803350629286,0.9202199979980068,-0.2880806505120758,0.4186015938410604,-16.60117406814121
167,DE-Akm,65,,,1.2769230769230768,1.2749717191433638,,1.0,,,
168,DE-Geb,108,0.9487391566657958,0.9648057306624129,1.087962962962963,1.2352091345566039,0.8608829856462781,0.8265242798228492,0.13922380629716707,0.5120824067395467,14.674613703775933
169,DE-Gri,108,1.637441261467201,1.2675806457556482,1.4472222222222224,1.3866154810227092,0.8568956954169301,0.8377678541809273,-0.1902190392449787,0.5559100327383035,-11.616846583830203
170,DE-Hai,108,1.0157105672775988,1.0223370812824168,1.5222222222222224,1.610092778039229,0.7771147829802116,0.6164213877454077,0.5065116549446235,0.9925630526567698,49.86771539674169
171,DE-HoH,108,1.5251575898215464,1.2573550048573068,1.6481481481481481,1.660338974594431,0.9307833585549837,0.8821956872989809,0.1229905583266021,0.5672276184817263,8.064121317521872
172,DE-Hzd,108,2.254788611539231,1.3870076518124597,1.6129629629629632,1.6089174739146115,,0.8429867403398841,-0.10668734571644627,0.7419596309769321,-4.7315897007132826
173,DE-Kli,108,1.4670913732571922,1.3728152513266934,1.2324074074074076,1.3862359918106821,0.7605022835587577,0.7175901058566581,-0.2346839658497849,0.7332585499645219,-15.996547326752157
174,DE-Obe,108,1.0200490217255067,0.964229670079738,1.289814814814815,1.2827350900245689,0.7554932280183517,0.6970470370647712,0.26976579308930837,0.7027560426290197,26.446355747979126
175,DE-RuR,108,1.858511866103649,1.2339875569618406,1.4203703703703705,1.32825226035993,0.9363698003644918,0.8250508244745948,-0.43814149573327826,0.5529890412131939,-23.574855976133065
176,DE-RuS,108,1.782218211699031,1.356515626230444,1.1351851851851853,1.1032081352514638,0.8241859565764478,0.373455926977708,-0.6470330265138459,0.8691871154305364,-36.304927324079685
177,DE-RuW,108,,,1.386111111111111,1.356290869289615,,1.0,,,
178,DE-Tha,108,1.1015347409773653,0.9553968936233465,1.5148148148148148,1.4805792510558067,0.7308833692443816,0.608294093834215,0.41328007383744975,0.9223414577586156,37.51856918019274
179,DK-Gds,16,,,0.9812500000000001,1.217220193720101,,1.0,,,
180,DK-Sor,108,,,1.2490740740740742,1.4007004503001697,,1.0,,,
181,ES-Abr,108,0.9710628175254589,0.7436011176747112,1.3324074074074075,0.8185728067463623,0.21655094263453156,-0.17643616873839196,0.36134458988194873,0.8837338867270741,37.2112476515944
182,ES-Agu,108,,,0.7490740740740741,0.3513645949350916,,1.0,,,
183,ES-Cnd,108,1.6238685918940094,0.7903500973245101,1.437962962962963,0.8423063123644999,0.3497285471946042,0.18019415562741947,-0.18590562893104648,0.7591115013491746,-11.44831729975233
184,ES-LJu,108,0.7116628486405276,0.43486335889752237,1.2212962962962965,0.723704246651675,0.2260881873630689,-0.29017050610688067,0.5096334476557686,0.8182098188343083,71.61164147170378
