,Site,N,EC average,EC std,SSEBop average,SSEBop std,r2,nse,bias,rmse,pbias
35,US-Hn3,36,0.46443507739369205,0.2982681579654461,1.6583333333333334,1.5599221592301147,0.11289643318824272,-0.5105773255355424,1.1938982559396416,1.890415110002653,257.0646176510907
36,US-Ho2,108,1.1328600567543747,1.1291900101990908,1.8703703703703705,1.7495131103327095,0.8153528826703871,0.5696604223699022,0.7375103136159958,1.1423596561190041,65.10162567907555
37,US-HWB,24,1.5934243834419295,0.9693365265278875,2.3041666666666667,1.9265827297297027,0.778202925647843,0.49253210423210614,0.7107422832247372,1.3435389030583331,44.60470735922056
38,US-ICh,144,0.2878650524628019,0.4456530613410622,0.6923611111111111,1.0431984076089826,0.5520430853418866,0.3009167987041035,0.4044960586483092,0.869196805073878,140.51586157738907
39,US-ICs,108,0.32267109940874117,0.48296159105239866,0.6842592592592593,1.0317539767817976,0.5923646569218564,0.37745958974712224,0.3615881598505182,0.8102889871993832,112.06090676019271
40,US-ICt,144,0.29980011321020594,0.4290415263594353,0.7076388888888889,1.0679750043636835,0.6043621048773488,0.3163789496868774,0.407838775678683,0.879945094565578,136.03689848933624
41,US-Jo1,108,0.6837829498884354,0.4918267919204128,0.5194444444444445,0.4179295503242957,0.16873714440829346,-0.5741494637030986,-0.1643385054439909,0.5219225649017505,-24.03372378191121
42,US-Jo2,108,0.7001774761119768,0.44328907256009026,0.9249999999999999,0.6205401626469829,0.2101721089657809,0.01219078154847164,0.22482252388802312,0.6138841829124483,32.109362491413265
43,US-KFS,72,1.0674488503805566,0.9236423465324899,2.4583333333333335,2.010658220303301,0.6588447302603457,0.049449891291767245,1.390884482952777,1.9466536474060487,130.29987174157452
44,US-KLS,72,1.2780896834092763,1.2185390851448228,2.7416666666666667,2.1556182734531344,0.48642464838962657,0.0014809277760593487,1.4635769832573906,2.139010738742333,114.51285479070067
45,US-Kon,72,1.8005385012935062,1.4111361067852692,2.363888888888889,2.263818633279143,0.7829037931260197,0.6517361639058787,0.5633503875953826,1.32665728472502,31.287883441018998
46,US-KS3,25,2.434265959701373,0.9166590495174199,3.968,1.1238772174930856,0.5824401047416452,-1.3602630301504521,1.5337340402986275,1.6917441603409527,63.00601765333729
47,US-Me2,108,1.1479621864087406,0.9328171988120355,2.460185185185186,1.9478691839826698,0.6281349556192773,0.0716792059696778,1.312222998776445,1.8680514668371255,114.30890444933333
48,US-Me6,126,0.7607270706623668,0.692538089241419,2.18968253968254,1.6897256281457944,0.3941964786983505,-0.3742110305568973,1.4289554690201733,1.9729343769767858,187.84075447400323
49,US-MMS,108,1.4496007032393157,1.3503467193864966,2.423148148148148,1.9911771036803423,0.8763216698127103,0.5684933462408761,0.9735474449088327,1.3019180532383905,67.15969733826137
50,US-Mo1,144,1.7796115623567101,1.1119595457934457,2.0027777777777778,1.7893212544623027,0.5144210590998736,0.4895812984797503,0.22316621542106793,1.2739089317817025,12.540164389892624
51,US-Mo2,144,1.7327760908298824,1.3284446086828319,2.110416666666667,1.7311509874238993,0.8067600674361475,0.7417260701190935,0.37764057583678423,0.8767222043518185,21.793962753486515
52,US-Mo3,144,1.5787635901882497,1.0730235963405361,2.025694444444445,1.8793596040586595,0.7773743938125894,0.6238679590532523,0.4469308542561947,1.1485947466750706,28.308915725811946
53,US-MOz,72,1.425639904393692,1.368916694188737,2.8291666666666675,2.1500368486852097,0.7767734976978444,0.28477912410501793,1.4035267622729748,1.80563065949037,98.44889708456066
54,US-Mpj,108,0.9166151312735518,0.47603731021376067,2.1268518518518524,1.1740660620399188,0.17782071555812223,-0.8949383205551957,1.2102367205783002,1.6086815639577037,132.03324702885806
55,US-Myb,144,2.7449387428855907,1.8471458512087187,3.160416666666667,2.031576560624364,0.8593571458585875,0.8169235451688883,0.41547792378107623,0.8662359691055928,15.136145564556717
56,US-NC3,108,3.418973849103278,2.1183897673122334,3.1259259259259267,1.6685306295514841,0.6999586471839789,0.4813531424900047,-0.2930479231773516,1.196052023145669,-8.571224470003234
57,US-NC4,144,3.430294078549165,2.058364235251898,3.029861111111112,1.5033798686712645,0.7018157176439598,0.3479743828647519,-0.400432967438054,1.2097282778236162,-11.673429690535926
58,US-Ne1,108,1.7724959076050297,1.5387822616398403,2.0833333333333335,2.1568192225771967,0.8549207692578609,0.7893639950015129,0.31083742572830353,0.9852808938082966,17.536707667116843
59,US-NGB,72,0.31128669025224487,0.41412853170991143,0.2958333333333333,0.5734593567139843,0.06906898500056385,-0.14266862744316944,-0.015453356918911539,0.6087314235702449,-4.964348750789577
60,US-NGC,72,0.786180550735436,0.5685405471342333,0.7777777777777778,1.1462396846691727,0.2784892642979847,0.27742887079999623,-0.008402772957658178,0.9675617002937019,-1.0688095692265305
61,US-ONA,108,2.487355721327561,0.8064661726371581,3.3685185185185187,1.120467871913474,0.664819984974344,0.031436683533723864,0.8811627971909574,1.0975983045408773,35.425684779845625
62,US-Pnp,144,3.229157814555968,2.1162075216677763,2.296527777777778,1.9304484494557774,0.27331993867179777,-0.2905301705517105,-0.93263003677819,2.1853905586062745,-28.881525473118856
63,US-RGA,24,2.2606379911836734,1.161871262746115,2.4625000000000004,1.334105301886526,0.45941699526224744,0.3982410795397482,0.20186200881632663,1.0131171700847132,8.929426542576655
64,US-RGB,36,2.2179003462857145,1.443410473313477,2.933333333333334,2.9000492606653623,0.3930107085152154,0.3137234225458817,0.7154329870476189,2.368850948241188,32.25721968282949
65,US-RGo,19,2.123946791886105,1.243047141819711,3.9578947368421047,3.036137127168462,0.8900376921691695,0.21974645062337328,1.8339479449560006,2.610349813517881,86.34622825590749
66,US-Rls,144,1.1279347348468771,0.9237115526309586,1.0875000000000001,0.9936071883572724,0.4431675402452623,0.3718322042591107,-0.04043473484687689,0.784764468306722,-3.5848470303883415
67,US-Rms,108,1.294750294855626,1.2775794123883448,1.9324074074074078,1.7558888211086006,0.757940807505902,0.6043785608866694,0.6376571125517818,1.0993017876417888,49.2494278692468
68,US-Ro4,144,1.0427666768004502,1.016098027520541,1.8097222222222225,1.8648504109357018,0.8744812959638663,0.5518464935358758,0.766955545421772,1.2440681529639823,73.55006277866904
69,US-Ro5,108,1.0876402814470505,1.099244257704014,1.7555555555555555,1.8483806164929322,0.7472410568704457,0.5426945054079183,0.667915274108505,1.244155392917512,61.40957497637707
70,US-Ro6,144,1.4522075088496276,1.30978063935383,1.6541666666666668,1.7535528370846296,0.695273536197391,0.6743645445874369,0.20195915781703902,0.9971752059824824,13.90704541784265
71,US-Rpf,144,0.7586652779685652,0.9019974284935829,1.0625,1.5214492079289708,0.7904165159280266,0.6625229927484609,0.3038347220314348,0.8807777310103015,40.04858675554465
72,US-Rwf,108,1.3396381563985573,1.3382126854087864,1.3314814814814813,1.2143725081040437,0.7896380065927682,0.7440687179498472,-0.008156674917075455,0.6114960048747737,-0.6088714984801279
73,US-Rws,108,0.8018222992757946,0.6569122879222093,0.8490740740740742,0.8191054352694283,0.4413474565013649,0.4190416995748796,0.047251774798279425,0.6214301202862051,5.89304822788755
74,US-Seg,144,0.515249369395671,0.44052159576807676,0.59375,0.531684057559503,0.3451516701451307,0.2650978668241376,0.07850063060432903,0.45420840343240904,15.235463693318318
75,US-Ses,144,0.4973942767432281,0.3811054051205259,0.42916666666666664,0.4672303455515232,0.3043478942856466,0.21318358933473125,-0.0682276100765615,0.4130042481953208,-13.717007466047487
76,US-Sne,108,3.3080040041739847,2.005253696997878,2.630555555555556,1.8156360505103364,0.7296485190452348,0.5265088769350832,-0.6774484486184291,1.2435542299406412,-20.479069788417302
77,US-Snf,74,2.1095945390450788,1.2068807402842041,2.6364864864864868,1.636197925221706,0.7392753528994508,0.6192241485432957,0.5268919474414081,1.0028041135300156,24.975981767563216
78,US-SRG,144,1.236742943455164,0.9333086325711817,2.0097222222222224,1.3284050821041238,0.4903587883686349,0.14939522596963395,0.7729792787670584,1.2209031353714377,62.50120793958518
79,US-SRS,36,1.2127390235487945,0.8665893972169306,1.7944444444444447,1.0732978402886377,0.6894132020181768,0.386754352871611,0.5817054208956505,0.8287437465519772,47.966249094007615
80,US-Syv,144,1.3524921946632034,1.2253967956926834,1.723611111111111,1.7670641018411135,0.7913913212450073,0.7085047388602633,0.37111891644790773,0.9507248076877151,27.43963461765659
81,US-Ton,144,1.050426038427879,0.8600719384963833,2.4534722222222225,1.486767422918719,0.555547858639514,-0.3690732052063719,1.4030461837943433,1.7335770327533173,133.5692502343348
82,US-Tw1,108,2.432531287821893,1.9342937225137464,2.7231481481481477,1.9388601758727533,0.7796330072410833,0.7438051548061126,0.29061686032625583,0.9768135942879986,11.947096499074279
83,US-Tw3,16,2.1397138939369205,1.2074906948705684,1.80625,1.2358364239116222,0.8323708995295188,0.7505209846124303,-0.3334638939369201,0.5976730041452749,-15.584508512181054
84,US-Tw4,129,2.5520807899003324,1.9937463598380114,2.5798449612403105,1.8807154491775715,0.8334459021496408,0.8115680317100776,0.02776417133997802,0.8132246122320378,1.0879033081496727
85,US-Tw5,60,3.139745274311243,2.0002895618616443,2.8200000000000003,1.913272110676243,0.880435520489212,0.8405486988848032,-0.319745274311243,0.7576020746369839,-10.183796657879663
86,US-UMB,144,1.1740071311705453,1.2703637212135295,1.7666666666666666,1.8484542777096813,0.89769692981822,0.726468082147717,0.5926595354961213,0.9633841359968799,50.48176623128425
87,US-UMd,144,1.0848860621996042,1.1608976842556957,1.9416666666666669,1.7538568886924566,0.8131680506168953,0.5153283840168317,0.8567806044670625,1.2167594248959117,78.97424755646152
88,US-Var,144,0.850572381235859,0.8856635285414018,1.7541666666666669,1.2167177560560618,0.4468488201551589,-0.1120692813026345,0.9035942854308077,1.278623083955301,106.23367339037146
89,US-Vcm,144,1.2202601419622758,0.8122179041489398,1.3923611111111112,1.247323280144472,0.7781867295107164,0.7056643034114765,0.17210096914883533,0.6743529609545181,14.103629482815297
90,US-Vcp,144,1.3544071299740261,0.8728161689814701,1.6256944444444446,1.537309725688416,0.5294082522164242,0.47249755195252663,0.2712873144704185,1.11265464966851,20.02996798131305
91,US-Whs,108,0.7565419341678005,0.4616115789617443,1.151851851851852,0.766041101052164,0.214482245545482,-0.07375889866778196,0.3953099176840515,0.7901062021844083,52.25221495737632
92,US-Wjs,144,0.8257318653317254,0.5936041271273577,0.7951388888888888,0.7321135092082309,0.5430522307688521,0.5358343990114279,-0.03059297644283649,0.49705182118180735,-3.704952869966599
93,US-Wkg,144,0.8498538176772541,0.6959788572065693,1.271527777777778,1.032118006645839,0.5484204517019192,0.3759515829111618,0.4216739601005237,0.8125035564017782,49.617234320721884
94,US-xAB,51,1.2951165990652844,0.8368422104943547,2.3705882352941177,1.7266492542085163,0.8190170047780558,0.24661545755418923,1.0754716362288335,1.48392650557105,83.04052600399271
95,US-xAE,107,1.4276789175630606,1.0728847241552106,2.1719626168224306,1.5597408101398542,0.8160455700574064,0.5397560461139242,0.7442836992593692,1.0531919362318298,52.13242908495174
96,US-xBA,108,0.19489590933914855,0.3342054843582594,0.32037037037037036,0.5554755913375709,0.1070585320351313,-0.019770516847730235,0.12547446103122184,0.5583367533901871,64.38024351392474
97,US-xBL,88,1.4728202857194128,1.0007867087723292,2.338636363636364,1.517971409342754,0.731635313182173,0.364124550168585,0.8658160779169507,1.2035604581483983,58.7862678367466
98,US-xBN,108,0.6565491123160255,0.6922408302385645,1.0851851851851853,1.5546021406949238,0.7511040621058974,0.49681246164850534,0.4286360728691597,1.0976508322918501,65.28621619136979
99,US-xBR,144,1.438228610093012,1.2135593048045936,1.802777777777778,1.703880574808285,0.8621119051157756,0.7692447048062984,0.3645491676847661,0.8156460968231324,25.347094691795224
100,US-xCL,123,2.020911543699647,1.4560494002998756,3.1934959349593495,2.1094922020223668,0.8202714980464294,0.46233809535800363,1.172584391259703,1.5404936660961812,58.022549028201084
101,US-xCP,144,0.7678060347572047,0.659622751489728,1.0180555555555555,1.2123866987811718,0.48257286944860417,0.41698769562591775,0.2502495207983509,0.9225008946204406,32.59280462382465
102,US-xDC,144,1.1589207033505613,1.2325205162239912,1.6875,1.8543796203107323,0.8036513128794442,0.6680963111103551,0.5285792966494386,1.0646122475374535,45.60961721723155
103,US-xDJ,108,0.7519539378943227,0.6752077405988424,0.9638888888888888,1.2847384790304832,0.7896268111225841,0.6303549341311143,0.2119349509945661,0.7774763724262042,28.184565611564203
104,US-xDL,144,2.5089376369525045,1.658776964853547,3.057638888888889,1.6989745924791415,0.8547651701483124,0.7470487025730084,0.5487012519363844,0.8515146270778843,21.869864115190506
105,US-xDS,111,1.8265842083485133,0.9351344191024941,3.125225225225225,1.165603118831891,0.4264703266151207,-0.8483834878738354,1.2986410168767122,1.5775444101214415,71.09669573081794
106,US-xGR,114,1.8181499204376135,1.380012861022301,2.613157894736842,1.653182137088485,0.8377260305500135,0.5979367070740065,0.7950079742992286,1.043649604103036,43.726205708486184
107,US-xHA,144,1.4420087034817566,1.2675021711416115,1.8673611111111112,1.6788203426253636,0.8594500422742248,0.7651999556933038,0.42535240762935483,0.8106624986400777,29.49721500309489
108,US-xHE,123,0.6603827316606516,0.6204269524747331,1.0276422764227642,1.2729403687763021,0.806862290475301,0.5541357396113706,0.36725954476211253,0.8465190772825792,55.61313570973792
109,US-xJE,144,2.265687386233272,1.0806711597591336,3.427777777777778,1.4876387844732852,0.706609666688625,0.07909057139103992,1.1620903915445064,1.4226324963659878,51.29085321327112
110,US-xJR,108,0.7048867887688313,0.5929717454409708,0.8861111111111114,0.7361758136888469,0.3812609328148271,0.2847462951191867,0.18122432234228,0.6197144376817043,25.70970618683461
111,US-xKA,144,1.501661467374496,1.0760446447054521,2.472916666666667,2.225636351211079,0.6104753571256334,0.32998778072739465,0.9712551992921709,1.8154418399735377,64.67870558004748
112,US-xKZ,144,1.4468272238392703,1.3181065466252653,2.365277777777778,2.2862409812611237,0.8707606762032044,0.5810770462027544,0.9184505539385077,1.4746055240828586,63.48032016575736
113,US-xMB,108,0.7152006957236033,0.3646527846654737,0.4574074074074075,0.449756674339405,0.06560223150584141,-0.5736430987432461,-0.25779328831619597,0.5615788572586642,-36.044887799692916
114,US-xML,103,1.2545436338551437,0.9123463636629419,2.3058252427184462,1.550384218206068,0.749709853059704,0.20846519939220876,1.0512816088633032,1.3726373731227703,83.7979310159801
115,US-xNG,144,1.0438863023256104,1.1143389218860547,1.6722222222222223,1.8500971225477227,0.8569460564095768,0.6362079290357489,0.628335919896612,1.112008008443946,60.191988198023175
116,US-xNQ,144,0.5710251909324675,0.5021152507465955,0.5423611111111112,0.7284027800232573,0.5517202890312309,0.5473048995351715,-0.028664079821356395,0.4883838165525378,-5.019757495207661
117,US-xRM,144,1.4535523230065555,0.8492637494083902,1.4465277777777779,1.535724388627203,0.6520259148715674,0.5872468618774088,-0.007024545228777546,0.9832076430190534,-0.48326744882825007
118,US-xSB,92,1.849146067522917,0.8001546708739787,2.566304347826087,0.9954045148143328,0.3851451506948251,-0.1732146965399901,0.7171582803031703,1.0722971112959314,38.783214203508685
119,US-xSC,56,1.867668531431434,1.2289623054077043,2.7339285714285717,1.7904064328540585,0.8616238277138133,0.564794189890411,0.8662600399971376,1.1705401187466287,46.381894079096114
120,US-xSE,133,1.9253453022942515,1.324846299486561,2.8210526315789477,1.8772986972573338,0.7349312051080433,0.4825867477330511,0.895707329284696,1.3452818962774977,46.521905874097826
121,US-xSJ,101,0.859201474261012,0.5533487948778664,2.2524752475247523,1.135217517430553,0.43713469180055164,-1.1144195000733097,1.3932737732637408,1.6425325127372372,162.1591460212609
122,US-xSL,108,0.8932373384369408,0.7691092519547437,1.386111111111111,1.4796727557721854,0.5710213611618778,0.40339356939224424,0.4928737726741704,1.1376001841370469,55.17836653992106
123,US-xSR,144,0.8064166518021028,0.5520249072722143,1.1819444444444445,0.6859889270832351,0.3955062178312169,0.06282289138763641,0.3755277926423418,0.6617816400699386,46.567465069471005
124,US-xST,144,1.2650117101686333,1.3540294686702445,1.713888888888889,1.7581622283323062,0.8791248984089917,0.7854369313943694,0.4488771787202557,0.811564803766319,35.484033476687564
125,US-xTA,144,2.072393112962276,1.134228300899134,3.136805555555556,1.5544093172531246,0.8438974299249561,0.3360049779234272,1.06441244259328,1.2622185988425456,51.36151225053099
126,US-xTR,144,1.2134895158998467,1.2626943381934828,1.7048611111111114,1.7548067795976374,0.857400775705114,0.7358448720371674,0.4913715952112645,0.8987638568597751,40.49244668149395
127,US-xUK,144,1.6857978551443413,1.485309377889403,2.7034722222222225,2.1276209897785074,0.8534654547478048,0.5721284481631126,1.017674367077881,1.3868763583890424,60.367520576228614
128,US-xUN,144,1.1473340325812496,1.2195536478245301,1.677777777777778,1.7748217459768272,0.8722959817431607,0.7214238622623321,0.5304437451965286,0.9334981689073668,46.23272125931336
129,US-xWD,108,0.8920712642460985,0.9753004466116519,1.664814814814815,1.8272247898591094,0.7770759551067049,0.4756192973366197,0.7727435505687162,1.317029007371087,86.62352230589697
130,US-xYE,109,1.01360464225768,0.8998088476539254,1.3972477064220183,1.629556785663827,0.7134100798034553,0.57194011318065,0.3836430641643384,1.0612565751602674,37.84937915337685
131,AU-ASM,180,0.48155863859759257,0.7334851677516804,1.026111111111111,0.6347800295451749,0.26337677465104753,-0.8891982487826835,0.5445524725135187,0.8700661752202784,113.08123847583306
132,AU-Boy,180,0.9948265286031911,0.3768909695006888,2.108333333333334,0.7690867398465667,0.24730570789269368,-1.8606690315138632,1.1135068047301422,1.2971774601977366,111.9297458114217
133,AU-Cpr,180,0.5147106374971924,0.2550783697607305,0.5877777777777777,0.40810990352864823,0.0731742233383726,-0.08474128234242584,0.07306714028058549,0.4238678539964752,14.195770391666725
134,AU-Cum,180,1.9384241777840445,0.7085189969497809,2.1122222222222224,1.0380824369346247,0.5887509204106545,0.5533774446447643,0.17379804443817776,0.6918189157530308,8.965944937648224
135,AU-DaS,180,2.4321920893625233,1.1457359974855643,3.778888888888889,1.2458193278486316,0.4624585911633978,-0.7699900323071756,1.3466967995263661,1.6528397069630418,55.36967270867717
136,AU-Dry,180,1.9826964809449596,1.1991641022340975,3.2083333333333335,1.0944693364784686,0.38226567373228193,-1.1066879902278126,1.2256368523883736,1.5841414992647034,61.81666554450286
137,AU-GWW,180,0.6402470097365491,0.3973046340786784,0.9188888888888889,0.4854058819863179,0.08417701801035449,-0.526356353428397,0.27864187915233973,0.5980304078663156,43.52099657083852
138,AU-Lit,180,2.9968493438614714,0.793618570197083,3.7061111111111114,1.314005513831144,0.4084266589755501,0.11421353672421275,0.7092617672496393,1.2332524021897004,23.6669143446413
139,AU-Lon,132,0.7940679535103794,0.757348725188934,3.9015151515151514,1.317410416641507,0.016200665835129423,-5.790332584271531,3.1074471980047718,3.419914892042476,391.33265412204474
140,AU-Rgf,180,0.7918110042491528,0.4984882516991989,1.2922222222222224,0.8450616026968543,0.27241553470227187,-0.08481337479447304,0.5004112179730695,0.8777203092273317,63.19831566973388
141,AU-Stp,180,0.8369941482870502,0.8304228108126896,1.1505555555555556,0.9419756501035246,0.43246324695272226,0.27088113867814057,0.31356140726850545,0.8021010889364518,37.4627956372484
142,AU-War,144,1.6605930195682128,0.8163967084919261,1.8722222222222225,1.2389057005629345,0.5137931808844367,0.4810657989945456,0.21162920265400956,0.8893673281278013,12.744194402854792
143,AU-Whr,99,1.364668425007927,0.48372023132503944,1.9939393939393943,0.9311851327160809,0.5987265518592186,0.072723748399801,0.6292709689314668,0.8921462258828412,46.11163835843945
144,AU-Wom,122,2.5747010776011434,1.1949114046645906,2.6049180327868853,1.3133046110824076,0.8346569070341288,0.8341091257914872,0.030216955185741693,0.5327083286258907,1.1736102279451763
145,BE-Bra,216,1.1191126198972583,0.8963149719508176,1.741666666666667,1.3145429836311753,0.9038846731466734,0.6062560853547198,0.6225540467694083,0.8229511818038484,55.62925801217064
146,BE-Lon,216,0.9209194829872602,0.8129713033002612,1.476851851851852,1.1146889424476947,0.7546278711566768,0.4853128764518092,0.5559323688645915,0.7978434775559174,60.36709822462103
147,BE-Vie,216,1.144517927707277,0.9323792746689061,1.7212962962962963,1.4211721939383084,0.8880630535073961,0.6406132824298423,0.5767783685890195,0.8500022339886754,50.39487408855486
148,CH-Aws,72,1.1266024667590353,1.05239687698381,0.8694444444444444,1.018648495524089,0.7653821607657671,0.6757042545810162,-0.25715802231459073,0.5760469741953388,-22.82597721043276
149,CH-Cha,216,1.851376970876768,1.177665060645636,1.8212962962962962,1.4465388314421215,0.8796071293226638,0.863859220906365,-0.03008067458047135,0.5324962659513217,-1.6247730772099784
150,CH-Dav,216,1.2834885370569367,0.6340641699050675,1.3222222222222224,1.2813752302195311,0.6784301403228191,0.569377898744416,0.03873368516528554,0.838912830888767,3.017844261710557
151,CH-Fru,216,1.6702352531287983,1.1361419217907385,1.7296296296296296,1.5179704479311906,0.7902334148020496,0.7689580117725923,0.05939437650083149,0.7279492915758435,3.556048550021316
152,CH-Lae,216,1.7351272828841557,1.2914871092661937,1.95462962962963,1.5586747059383352,0.8282336417690891,0.8016682265787282,0.21950234674547386,0.6925386081168795,12.65050402415514
153,CH-Oe2,216,1.410140139217481,1.1922007272445865,1.5194444444444444,1.3742115427913864,0.7835923651270402,0.7769246851307117,0.10930430522696355,0.6475476085423181,7.751307986142356
154,CZ-BK1,216,1.338438537660293,1.0297345933827733,1.5462962962962963,1.3878158128529958,0.8163448274194443,0.7677146176185191,0.20785775863600364,0.6673215137675198,15.529869529859555
