,Site,N,EC average,EC std,PMLv2 average,PMLv2 std,r2,nse,bias,rmse,pbias
155,DE-Geb,216,0.9122720285413976,0.8310395412844096,1.1335104342031426,1.0042772779189937,0.7870653803567209,0.734749123170203,0.2212384056617449,0.5160293520391362,24.251363490282156
156,DE-Gri,216,1.178953048270572,0.9330011731593163,0.9846861058501682,0.7945809530707939,0.8132165983791497,0.678950609055266,-0.19426694242040346,0.4491758826862399,-16.477920194139813
157,DE-Hai,216,0.810019168954759,0.7810063088904357,1.108445066989338,0.9660015772321439,0.8138962692026602,0.7092415238901726,0.2984258980345788,0.5196804531228013,36.84183158525307
158,DE-HoH,216,1.4936123598557,1.1193474725710262,1.0808641010802469,1.003295998075932,0.8181604383128872,0.6035461432791409,-0.41274825877545296,0.6302571160229722,-27.63422892505584
159,DE-Hzd,216,1.3416545673978975,1.0129432501032982,1.1331180467873176,0.8270386732667793,0.7305102254394098,0.5296731274326181,-0.20853652061057973,0.5658718228965399,-15.543234874162179
160,DE-Kli,216,1.1328305089178807,1.0577547325811854,1.1612372246773288,1.1109333914326334,0.7411732157179277,0.7321957331694193,0.028406715759448028,0.5735735568445495,2.5075874577727535
161,DE-Obe,216,0.8175204640461102,0.7262493571857291,1.0483268360690237,0.78479173356027,0.7224908277293637,0.6299078096256059,0.23080637202291351,0.47632319962698116,28.232488625495186
162,DE-RuR,216,1.5097658641511937,1.0613490118009932,1.0145197636083052,0.8522536636234539,0.912461446120166,0.4890445609881665,-0.4952461005428883,0.607788872179685,-32.80284130819985
163,DE-RuS,216,1.4062721148093176,1.046869535990573,0.9209724765011224,0.9272844198724293,0.5926376845825103,0.18848591755095234,-0.48529963830819534,0.8333997149829421,-34.509653800111025
164,DE-RuW,216,1.7773340144679448,0.789228603323112,1.0094241021324355,0.7722093539881788,0.2665759445203828,-0.9826817214109549,-0.7679099123355093,1.0848105841843694,-43.20571744447189
165,DE-Tha,216,0.872399810502313,0.7666730523916766,1.1331088839786756,0.8383809567624773,0.7381213855819565,0.6379096822904579,0.26070907347636274,0.5033177139768238,29.88412770587959
166,DK-Sor,216,1.199337838694801,1.2043356165019141,0.8467895535213243,0.7502684261053771,0.8181649119352853,0.10538073792865799,-0.3525482851734767,0.7079916684030022,-29.395244092118624
167,ES-Abr,216,0.830114869935271,0.5528113962807917,1.4057213980078562,0.8763329814958302,0.7128657921264697,0.23384825143168875,0.5756065280725853,0.7652774386294441,69.34058754030858
168,ES-LM1,216,1.3368941920882291,0.8472413498632879,1.457236268939394,0.8113642232925865,0.7304438145305843,0.6724101576424473,0.12034207685116473,0.46331186441935457,9.001615652409289
169,ES-LM2,216,1.2198240020827706,0.8033015547216413,1.4732149095117846,0.8157730379599135,0.6959407116096231,0.5763659451660886,0.25339090742901393,0.5297331289364069,20.77274319872091
170,FI-Hyy,216,0.8746993029698784,0.9254684384250147,0.8908597344977554,0.8914019245371209,0.9194728013416481,0.9128500942214546,0.016160431527876933,0.2625423587441873,1.8475413748481564
171,FI-Let,216,1.043605220340507,1.123021100049699,0.9121826687008978,0.8837890301660348,0.75370017674614,0.5694541520273317,-0.13142255163960925,0.5785630098160236,-12.59312899917545
172,FI-Sii,216,0.8812917786230072,1.0861270762184514,0.8786719889870932,0.917993045447345,0.8994393140670834,0.8443159717083273,-0.002619789635914033,0.36137139783274924,-0.29726700049413585
173,FI-Var,216,0.4460912133751441,0.5244737039310629,0.7144587805134681,0.8434974904163048,0.7877683222090314,0.6154331520360203,0.26836756713832394,0.521869685906005,60.15979671687413
174,FR-Bil,216,1.767258455772164,1.214420704650612,1.471319269079686,0.9612834554531957,0.6711131814299545,0.3786551238469349,-0.2959391866924783,0.7559797854578376,-16.74566533977478
175,FR-Hes,216,1.4190122911071201,1.316474717036627,1.240358875210438,1.080447090538472,0.8114950209261711,0.6831420993823264,-0.17865341589668246,0.6067756287334113,-12.58998368205086
176,IT-BCi,216,1.989373434936302,1.0835086838458186,1.829825985549944,1.0518681967040497,0.330338509056167,0.09989974298908044,-0.15954744938635793,0.9956326306088918,-8.019984915072845
177,IT-Cp2,216,1.1610186356305259,0.6981068144732472,2.365555652006173,1.100722320278614,0.36933776160606624,-0.834459538840832,1.2045370163756473,1.4873877356573275,103.74829304281471
178,IT-Lsn,216,1.3291664409388868,1.193482879507749,1.6976672015291807,1.4369677336924047,0.8654959248646248,0.7894740545590387,0.368500760590294,0.6577974475797055,27.72419986243372
179,IT-SR2,216,2.1935797368931764,1.196700084521702,2.133743581649832,1.1515603737822597,0.8705813696382807,0.856601212661119,-0.05983615524334502,0.43506265490830354,-2.727785739309049
180,IT-Tor,216,1.3652504714483347,1.3876930611881386,1.1812790491722784,1.1750074250381426,0.812744735637001,0.7100049159722956,-0.18397142227605645,0.6312890891475713,-13.475287218241295
181,NL-Loo,36,1.7572868209692023,0.7118559966656879,1.1141156092171718,0.7986371444897871,0.08909920403032918,-0.9294607430435442,-0.6431712117520305,1.093831058041566,-36.600241012295314
182,RU-Fy2,216,1.0406513673141735,1.0511896009177548,0.965740162037037,0.9408850919232997,0.877498188715106,0.8385544770151968,-0.07491120527713654,0.37717417127014685,-7.198491985887219
183,RU-Fyo,216,1.0718205839133703,1.0250162440236894,0.9641747860549944,0.9046903270078063,0.8360303989259495,0.7739966377979302,-0.10764579785837601,0.4290913416454443,-10.043266519975367
184,SE-Deg,216,0.6324550163646413,0.8987321941131569,0.7253739478114477,0.8479461080424188,0.7504747583101318,0.7009323923172093,0.09291893144680646,0.46264225262630154,14.691785034911344
185,SE-Htm,216,0.9291867013460239,0.8247665748472028,0.966229114057239,0.8099887958046149,0.8245764894853279,0.8103351660987231,0.03704241271121519,0.3519368749979999,3.9865414192385003
186,SE-Lnn,36,0.6452448424561337,0.7417485390663151,1.0346802398989896,1.122765331161797,0.9141103005600351,0.7030765652008956,0.3894353974428564,0.6032453788474617,60.35467032335586
187,SE-Nor,216,1.0743011694951146,0.9319425112375975,0.9555691200196408,0.8744234801221639,0.8793372967306399,0.8444177780057144,-0.11873204947547357,0.34410750924148614,-11.0520264565358
188,SE-Ros,216,0.6190702456928897,0.6968118548179958,0.8438880296015713,0.8767406510359481,0.8356439110791413,0.7553376838785258,0.2248177839086816,0.4326602922479455,36.31539158485254
189,SE-Svb,216,0.7573687865420541,0.7732525509341446,0.822630260942761,0.8439807540688227,0.8882588661226811,0.8815612472140985,0.06526147440070691,0.2897822701032169,8.61686876464418
190,BE-Dor,36,0.8547761772761411,0.8274149238412966,1.2567114109848483,1.0130269231851277,0.8727462769845292,0.6970339779805619,0.40193523370870754,0.5497949188824555,47.02227839216672
191,BE-Lcr,72,1.1729146815370193,1.1355715347747777,1.3292077414772727,1.0828256984589215,0.7960855517438293,0.7504741865898867,0.15629305994025355,0.5371297661590919,13.325185744579723
192,BE-Maa,108,0.787763576341241,0.6266039448882409,1.0054436640712683,0.8289262793426941,0.820143742476029,0.7281291845738265,0.21768008773002723,0.4302067440441044,27.632667245297117
193,CZ-KrP,108,1.2023819620828364,0.9807272402132936,1.2674196303310887,1.144393929811211,0.8366522980626124,0.8300626486113895,0.06503766824825218,0.4695696068347512,5.409068856587812
194,DK-Gds,16,1.5093729969395175,0.7496200880292886,0.7157031249999999,0.6580820750546077,0.752381125020569,-0.8729271716776841,-0.7936698719395174,0.8720193960452196,-52.58275280853728
195,ES-Agu,108,0.55078296697067,0.3689456936184861,0.7944633312289561,0.5555191261060894,0.44245079416073296,0.24823463519750777,0.24368036425828624,0.4794244554337023,44.242538145022664
196,ES-Cnd,108,1.125312081336846,0.6512450554333085,1.5599118353675645,0.8345784773874957,0.48340933233804906,0.20246938616341437,0.4345997540307185,0.7418581516837139,38.62037573740643
197,ES-LJu,108,0.6099063315441766,0.35624459580615403,1.2123749298540967,0.7918937995356684,0.32049867854396374,-0.2772361431120367,0.6024685983099202,0.8908048100635351,98.78051221153494
198,FI-Ken,108,0.7511271465051165,0.8099678998024187,0.712716593013468,0.818398844403425,0.7611571977388762,0.745185093671724,-0.03841055349164845,0.41120409749848674,-5.113721913842027
199,FI-Qvd,96,1.0575354738827458,0.9976611754647428,0.9557719085385102,0.8831566368867814,0.9082508249596808,0.8636350003186173,-0.10176356534423574,0.32442579759801726,-9.62270938965389
200,FR-Aur,108,0.9132285687967552,0.7846079875683939,1.50529364828844,1.2112976375883242,0.676094901563744,0.4044974157310248,0.5920650794916847,0.9304064373737047,64.83208034892878
201,FR-FBn,108,1.388601225339765,0.6203437392073101,1.7749983691077447,0.969032195774369,0.13723937949742449,-0.09598797675745385,0.3863971437679791,1.009766858436381,27.826357684038115
202,FR-Fon,108,1.8854558825126364,1.1905815107988962,1.3208014783249156,0.9973187454972011,0.737716295481351,0.3020258162784749,-0.5646544041877208,0.8293420251804133,-29.947897981852485
203,FR-Gri,84,0.9516624832049022,0.925986384739006,1.1540797371031744,1.0063766166319685,0.7194172986473586,0.6733001592562362,0.2024172538982724,0.5717871641925342,21.269857483148254
204,FR-Lam,108,1.1488231741141308,0.7985826484254728,1.3914930380190798,1.022613836913267,0.7125960614364357,0.6517586432270838,0.24266986390494896,0.6006643390897979,21.123343380679465
205,FR-LGt,108,1.0557961083483423,1.015576372208479,1.5958881085157128,1.285062995077276,0.8243585593227889,0.6322274474205507,0.5400920001673706,0.775700525876787,51.15495273157194
206,FR-Tou,108,1.3916896032471655,0.901414069368891,1.1987044402356903,0.918263365751235,0.5964739197590451,0.5080719751767995,-0.1929851630114753,0.6410590740252375,-13.866968795426212
207,GF-Guy,108,2.6647928654133173,0.4341756212329932,3.4126254208754214,0.4521738331401187,0.1507439254793426,-2.937188476014567,0.7478325554621039,0.893055686709453,28.063440320946405
208,GL-Dsk,36,0.3556938932235992,0.4285648955333507,0.38775410353535356,0.5457842005063712,0.796038949286884,0.7810445565288381,0.03206021031175433,0.2518150047531027,9.01342725375394
209,IE-Cra,36,0.7397070396823747,0.5872319487190792,0.6357801978114477,0.49896431305658095,0.7651248414982572,0.6291853279294312,-0.1039268418709269,0.29959234455555667,-14.049730000616515
210,IL-Yat,108,0.8024532025487529,0.4644697922130265,1.1206694549663299,0.5699553925586281,0.3811214974592961,0.027454487547798334,0.3182162524175772,0.5594687653521068,39.655428055724414
211,IT-BFt,72,1.6047139669833024,1.0290452771038205,1.6172390440867004,1.3740837495381233,0.902196292281596,0.861733327364573,0.012525077103397885,0.5073818007984059,0.7805177346928528
212,IT-Lav,108,1.731369486914203,1.010285485777861,1.4691366442199774,1.0555621213313748,0.8401592804939615,0.7762246118720606,-0.26223284269422575,0.49701554000592857,-15.145978063965993
213,IT-MBo,108,1.6383571218990658,1.4065792377064419,1.3862029847081931,1.3304089741031648,0.8600551242415343,0.8069332303787874,-0.25215413719087265,0.581860588444436,-15.390669947379587
214,IT-Ren,108,1.9438749116115275,1.7473641702071188,1.4320379577020201,1.248597599925144,0.7624091132339149,0.3158037081569631,-0.5118369539095073,1.0279994088913342,-26.330755690713655
