,Site,N,EC average,EC std,PMLv2 average,PMLv2 std,r2,nse,bias,rmse,pbias
35,US-Ho2,108,1.1328600567543747,1.1291900101990908,1.3449351501122333,0.9698255178825608,0.8648235409741739,0.7616321002611632,0.21207509335785873,0.4713000687076427,18.72032578899907
36,US-HWB,24,1.5934243834419295,0.9693365265278875,1.944569483901515,1.2897532779277998,0.851122449595287,0.744535985823417,0.35114510045958564,0.6381603298312412,22.03713612697974
37,US-ICh,144,0.2878650524628019,0.4456530613410622,0.43565767045454545,0.6754066361680418,0.8198847592360365,0.7113258657872406,0.14779261799174354,0.3616229894876928,51.34093795940769
38,US-ICs,108,0.32267109940874117,0.48296159105239866,0.4515034722222222,0.6987766972597756,0.8152108025564201,0.7360687248485837,0.12883237281348114,0.3573253706255395,39.92683976022399
39,US-ICt,144,0.29980011321020594,0.4290415263594353,0.43581739267676767,0.6756737347713896,0.9151791221671066,0.7709021265319049,0.13601727946656178,0.3222807300480522,45.36932224945251
40,US-Jo1,108,0.6837829498884354,0.4918267919204128,1.1024023569023569,0.8672316766908013,0.20006495266331678,-0.04948019343054866,0.4186194070139215,0.8843053796658882,61.22109465909067
41,US-Jo2,108,0.7001774761119768,0.44328907256009026,1.1148965084876545,0.8779345600443741,0.43624599885376303,0.18681641072236344,0.4147190323756774,0.7880185834344269,59.230558897520574
42,US-KFS,72,1.0674488503805566,0.9236423465324899,1.6731398358585858,1.2104398004689612,0.5322437314173315,0.2772046586613731,0.6056909854780295,1.021912693728282,56.74192119482768
43,US-KLS,72,1.2780896834092763,1.2185390851448228,1.8432085306186867,1.4543893058468833,0.5040202578071719,0.33455790303605415,0.5651188472094104,1.1781449728431657,44.2158992866579
44,US-Kon,72,1.8005385012935062,1.4111361067852692,1.5815950126262626,1.1861142371338114,0.7857879151719548,0.6592642723592501,-0.2189434886672439,0.6875404939412113,-12.159889305891264
45,US-KS3,25,2.434265959701373,0.9166590495174199,3.822457727272728,1.6524217776719312,0.8478217093670452,-0.02132714598757901,1.388191767571354,1.6362097044256916,57.02711990195404
46,US-Me2,108,1.1479621864087406,0.9328171988120355,1.3793681432379348,0.8724509999815048,0.8159487317876816,0.7174203964909962,0.23140595682919438,0.46162727564972944,20.157977289576028
47,US-Me6,126,0.7607270706623668,0.692538089241419,1.3159327426046177,0.795884572865395,0.565652122477686,0.06118331216176365,0.555205671942251,0.7680866573060356,72.98355656764419
48,US-Mo1,144,1.7796115623567101,1.1119595457934457,1.8820779737478956,1.4446153179718517,0.6574143923510295,0.6506602770368914,0.10246641139118569,0.8508695346231193,5.7577964516869695
49,US-Mo2,144,1.7327760908298824,1.3284446086828319,1.9411306818181815,1.476688304493161,0.9298222276936663,0.9055937724298273,0.2083545909882993,0.4521431231144105,12.024322824567111
50,US-Mo3,144,1.5787635901882497,1.0730235963405361,1.9170129813762624,1.4804749119087888,0.8070492658342768,0.7243554853404153,0.3382493911880128,0.7745732636479375,21.424955154158347
51,US-MOz,72,1.425639904393692,1.368916694188737,1.7720527935606059,1.301655256679508,0.7945664264868046,0.6970496791388341,0.346412889166914,0.7114503725711245,24.29876493350818
52,US-Mpj,108,0.9166151312735518,0.47603731021376067,1.3158365600448936,0.8580196941233481,0.538610499896347,0.28802578367068254,0.39922142877134154,0.7206251259440204,43.55387721089225
53,US-NC3,108,3.418973849103278,2.1183897673122334,2.260585648148148,1.322615108074301,0.7216092279291839,-0.618433294553645,-1.1583882009551298,1.6747920569383472,-33.881165872589214
54,US-NC4,144,3.430294078549165,2.058364235251898,1.9884443260732323,1.178239726792179,0.8103674952004346,-1.4146585433948435,-1.4418497524759328,1.8245186096243369,-42.0328321554798
55,US-NGB,72,0.31128669025224487,0.41412853170991143,0.3590424558080808,0.5213263173565876,0.8179835687581384,0.7973631157564389,0.04775576555583594,0.23304072623253805,15.341409398885004
56,US-NGC,72,0.786180550735436,0.5685405471342333,0.49338510101010097,0.6650122532314369,0.30947912577800457,0.023720971032860638,-0.292795449725335,0.6524985544971175,-37.24277450662424
57,US-ONA,108,2.487355721327561,0.8064661726371581,2.338471187570146,0.8829507614128205,0.697681967615003,0.6628829952955897,-0.14888453375741542,0.5102779784016067,-5.985655066576171
58,US-Pnp,144,3.229157814555968,2.1162075216677763,,,,,,,
59,US-RGA,24,2.2606379911836734,1.161871262746115,2.3903589015151514,1.3046930126498795,0.7129651691638327,0.7005190411046844,0.129720910331478,0.6989582593521022,5.738243400198541
60,US-RGB,36,2.2179003462857145,1.443410473313477,2.188305318813131,2.272197247601121,0.45930558206345984,0.457327207501362,-0.029595027472583017,1.6504327214460368,-1.3343713806684496
61,US-RGo,19,2.123946791886105,1.243047141819711,1.9145938995215304,1.3942498335291489,0.8731721416925765,0.8475341399714329,-0.20935289236457383,0.5298907731470882,-9.85678610991307
62,US-Rls,144,1.1279347348468771,0.9237115526309586,0.9833211345223063,0.949633951665723,0.7513575567024954,0.7167915963041825,-0.14461360032457055,0.5036120048137867,-12.821096456808965
63,US-Rms,108,1.294750294855626,1.2775794123883448,1.1612961033950617,1.1343690683202987,0.727753107102457,0.6391655287883373,-0.133454191460564,0.6782478047713524,-10.307330455209135
64,US-Ro4,144,1.0427666768004502,1.016098027520541,1.6129351786090067,1.5599745234916513,0.8496477169411433,0.6420038975249511,0.5701685018085565,0.9301295193476354,54.678435214099885
65,US-Ro5,108,1.0876402814470505,1.099244257704014,1.4772249842171716,1.4397626157647931,0.7529358739481615,0.6681692358612344,0.3895847027701213,0.8255230943672349,35.81926022929185
66,US-Ro6,144,1.4522075088496276,1.30978063935383,1.503966007733586,1.445117041227612,0.7847190308935412,0.7830067899425381,0.05175849888395818,0.6708306039720403,3.564125551517007
67,US-Rpf,144,0.7586652779685652,0.9019974284935829,0.8786086450441919,1.0595502567285566,0.8975637929657854,0.8754249599773217,0.11994336707562667,0.3726695006176416,15.809787340840508
68,US-Rwf,108,1.3396381563985573,1.3382126854087864,1.0073568935886645,1.0688657600256641,0.5694910122872756,0.22459195956883904,-0.3322812628098926,0.9368462575573689,-24.803806999883278
69,US-Rws,108,0.8018222992757946,0.6569122879222093,1.0123040298821548,1.0529900213843468,0.7795283347769827,0.6720896934438951,0.21048173060636022,0.6001803885307996,26.25042117143252
70,US-Seg,144,0.515249369395671,0.44052159576807676,0.9145902317445286,0.7267654330492389,0.5142065486036771,0.19786213211272152,0.3993408623488576,0.6486427156026022,77.50438643277506
71,US-Ses,144,0.4973942767432281,0.3811054051205259,0.9014808107112794,0.6879786039998822,0.48152486422755775,0.1145367181281598,0.4040865339680513,0.645129621165844,81.24068829538514
72,US-Sne,108,3.3080040041739847,2.005253696997878,1.224441927960157,0.7040167216241952,0.5852135265965146,-12.595678949167235,-2.083562076213828,2.583827022274102,-62.9854762444309
73,US-Snf,74,2.1095945390450788,1.2068807402842041,,,,,,,
74,US-SRG,144,1.236742943455164,0.9333086325711817,1.3715291193181818,1.0699993312122094,0.6357237868836912,0.6141304541779069,0.1347861758630179,0.6623545604387489,10.898479475974009
75,US-SRS,36,1.2127390235487945,0.8665893972169306,1.5433136047979799,1.2454546918138032,0.7503997845039866,0.6488818267829513,0.3305745812491858,0.7276748398601882,27.258509442685973
76,US-Syv,144,1.3524921946632034,1.2253967956926834,1.3548815696022727,1.2246043315148674,0.801547718775901,0.7904441787301728,0.002389374939069322,0.5586405141496887,0.17666460098605763
77,US-Ton,144,1.050426038427879,0.8600719384963833,1.475272898253367,0.8242600202463285,0.5882021043295733,0.2442236032488183,0.424846859825488,0.7140813168513694,40.44519502404333
78,US-Tw1,108,2.432531287821893,1.9342937225137464,1.0469187359708192,0.6587153557707075,0.22821758365564943,-10.283292485968985,-1.3856125518510727,2.2023975833501908,-56.961756619038624
79,US-Tw3,16,2.1397138939369205,1.2074906948705684,1.6302700639204546,0.7866812588100807,0.5905653422390378,-0.4441825873401648,-0.5094438300164658,0.9153675118659371,-23.808969575793405
80,US-Tw4,129,2.5520807899003324,1.9937463598380114,1.0683475305379375,0.6191142292690316,0.3169129610269849,-12.53298880816951,-1.4837332593623946,2.2687036859151313,-58.13817749164358
81,US-Tw5,60,3.139745274311243,2.0002895618616443,1.1150832386363636,0.6672640762937508,0.42684618691034015,-14.43229423362894,-2.0246620356748797,2.5993416900801165,-64.48491386356253
82,US-UMB,144,1.1740071311705453,1.2703637212135295,1.289976779513889,1.1157098831194316,0.8492109866796459,0.7912040661396373,0.11596964834334342,0.5080413615402393,9.878104252034289
83,US-UMd,144,1.0848860621996042,1.1608976842556957,1.2328066011679293,1.08897378620908,0.8278401157683984,0.7848646104700845,0.14792053896832513,0.5033384725241794,13.634661198284414
84,US-Var,144,0.850572381235859,0.8856635285414018,1.274954466540404,0.8720198509676295,0.5259919972184369,0.2031642216806584,0.424382085304545,0.7757067259383239,49.89370624613148
85,US-Vcm,144,1.2202601419622758,0.8122179041489398,1.437279822969276,1.2067893281860607,0.8778814888830899,0.7756656379324696,0.21701968100700023,0.5695949552369584,17.784706190437003
86,US-Vcp,144,1.3544071299740261,0.8728161689814701,1.593948081071128,1.1069009370065077,0.6244449266378479,0.5772826275028198,0.23954095109710197,0.7171674598179564,17.68603736615708
87,US-Whs,108,0.7565419341678005,0.4616115789617443,1.1405375192901235,1.0093783739439426,0.33688323352728033,0.1756532740614415,0.38399558512232296,0.9121976844452646,50.756682185068804
88,US-Wkg,144,0.8498538176772541,0.6959788572065693,1.1441845012626262,1.045499267890518,0.6261850310931005,0.5305939404042492,0.29433068358537207,0.7138136549106628,34.633095417493195
89,US-xAB,51,1.2951165990652844,0.8368422104943547,1.4026172014260248,1.0321122577263675,0.9035124729495735,0.8729233259894343,0.10750060236074063,0.36430050206577685,8.30045745984001
90,US-xAE,107,1.4276789175630606,1.0728847241552106,1.7127799224723874,1.047356329173787,0.7806401031881445,0.6860080041264434,0.2851010049093267,0.584137105035639,19.96954647169354
91,US-xBA,108,0.19489590933914855,0.3342054843582594,0.29512984006734005,0.4546767856981245,0.6894914684479462,0.6313534105654299,0.10023393072819152,0.2747817609471199,51.429468719001804
92,US-xBL,88,1.4728202857194128,1.0007867087723292,1.742888612689394,1.3043023980018817,0.8334157955215066,0.7688442620483243,0.2700683269699809,0.6235178948311242,18.33681472129259
93,US-xBN,108,0.6565491123160255,0.6922408302385645,0.8996103570426486,1.0465865006859887,0.8482269491847086,0.7264125153041229,0.24306124472662313,0.5448829933937293,37.02103013576648
94,US-xBR,144,1.438228610093012,1.2135593048045936,1.3121064091435184,1.0988749466654986,0.8845454275881911,0.844429334368441,-0.12612220094949325,0.4319156093192318,-8.769273539992838
95,US-xCL,123,2.020911543699647,1.4560494002998756,1.9356280949741316,1.0810915899021312,0.8567097886722266,0.6729871686001486,-0.08528344872551527,0.6157043833547028,-4.220048571219914
96,US-xCP,144,0.7678060347572047,0.659622751489728,1.170023976746633,1.0402034150455832,0.6294718869830982,0.4535457549052565,0.4022179419894283,0.7662702241289633,52.38535825218117
97,US-xDC,144,1.1589207033505613,1.2325205162239912,1.375701625631313,1.4568098331921833,0.9108390693657196,0.876804078577101,0.21678092228075166,0.509551168620153,18.705414585658474
98,US-xDJ,108,0.7519539378943227,0.6752077405988424,0.8064945198512907,0.9284549509253783,0.8221962544293764,0.7864885316350008,0.05454058195696786,0.4270231807748128,7.253181240023351
99,US-xDL,144,2.5089376369525045,1.658776964853547,2.001532367950337,1.052461143336629,0.8385591825345982,0.16841944690130284,-0.507405269002168,0.9564119762026756,-20.223909176893322
100,US-xDS,111,1.8265842083485133,0.9351344191024941,2.1964011227136226,0.8278501279967869,0.587464763493465,0.2542277729935385,0.36981691436510955,0.7116880545984581,20.246365465924814
101,US-xGR,114,1.8181499204376135,1.380012861022301,1.829301352339181,1.074660679205309,0.7752976488406832,0.6122731762193969,0.011151431901567761,0.6662252348075054,0.6133395148670526
102,US-xHA,144,1.4420087034817566,1.2675021711416115,1.4504563736321547,1.1915454156602538,0.876754043347996,0.8604739505097024,0.008447670150398502,0.443532064236011,0.5858265716428372
103,US-xHE,123,0.6603827316606516,0.6204269524747331,0.6614848484848486,0.7875815613437555,0.8819577494074523,0.8590447462609929,0.0011021168241967614,0.2944852408298728,0.16689061832754007
104,US-xJE,144,2.265687386233272,1.0806711597591336,2.232430285932239,1.0506254321887705,0.7239263063127032,0.691318899173779,-0.03325710030103243,0.5816874612256223,-1.467859180534288
105,US-xJR,108,0.7048867887688313,0.5929717454409708,0.857011153198653,0.7114949954777345,0.577726283411501,0.5262067510716159,0.152124364429822,0.4874682057526116,21.581389643509322
106,US-xKA,144,1.501661467374496,1.0760446447054521,1.5612763047138047,1.1187115601977444,0.7306786253967371,0.7163565284567497,0.059614837339308724,0.5937331458799169,3.969925221797112
107,US-xKZ,144,1.4468272238392703,1.3181065466252653,1.605780520044192,1.164816427874444,0.8042485945068553,0.7303648841452168,0.15895329620492168,0.6027434305761998,10.986335727297593
108,US-xMB,108,0.7152006957236033,0.3646527846654737,0.8036586261924804,0.6589109156985464,0.09317201639750157,0.013389286010069834,0.08845793046887697,0.6514478078636833,12.368266837237872
109,US-xML,103,1.2545436338551437,0.9123463636629419,1.68751695351574,1.0643489650923565,0.8166045659598671,0.6473389960041738,0.4329733196605965,0.628990716422024,34.51241614690541
110,US-xNG,144,1.0438863023256104,1.1143389218860547,1.1156243949915825,1.07507012682986,0.8217387421967743,0.8003474239259741,0.07173809266597213,0.47869735295668225,6.872213238755142
111,US-xNQ,144,0.5710251909324675,0.5021152507465955,0.8450458556923401,0.7837602017265926,0.30039940838366275,0.16874057282427424,0.2740206647598726,0.7120955491872392,47.98749146467686
112,US-xRM,144,1.4535523230065555,0.8492637494083902,1.4945198534827442,1.1314569014306581,0.7442173480603385,0.730333632242074,0.04096753047618874,0.5855152099488701,2.818442090302654
113,US-xSB,92,1.849146067522917,0.8001546708739787,2.143735301383399,0.8029013961098971,0.8501937972596894,0.708541391521478,0.2945892338604824,0.43109942056025297,15.931095927706181
114,US-xSC,56,1.867668531431434,1.2289623054077043,1.8242295556006494,1.2704309021452218,0.7678813124864009,0.758397148401388,-0.04343897583078451,0.6188557183166175,-2.325839681921055
115,US-xSE,133,1.9253453022942515,1.324846299486561,1.8417576540783778,1.1917720834067804,0.6700889690356943,0.5792417530896539,-0.08358764821587367,0.7701417574811948,-4.341436734297488
116,US-xSJ,101,0.859201474261012,0.5533487948778664,1.3908384432193222,0.8546572980024078,0.5661109018798361,0.1642840727452053,0.5316369689583098,0.7774288591034487,61.875704928877575
117,US-xSL,108,0.8932373384369408,0.7691092519547437,1.2934491705246915,1.0620376497553912,0.7297372801453658,0.5694896911438452,0.4002118320877504,0.6936041800223686,44.8046465218386
118,US-xSR,144,0.8064166518021028,0.5520249072722143,1.2002530842276935,0.993124852136784,0.4985142141613348,0.3175896460255143,0.39383643242559097,0.8175483123712824,48.83783482713098
119,US-xST,144,1.2650117101686333,1.3540294686702445,1.279259417087542,1.1580526480812101,0.8518121414804616,0.7909995052313343,0.01424770691890876,0.5275804983700985,1.126290516078263
120,US-xTA,144,2.072393112962276,1.134228300899134,2.0543932686237376,0.9806987611023638,0.8925033955263706,0.8472934071002152,-0.01799984433853842,0.38190143752674344,-0.8685535686233519
121,US-xTR,144,1.2134895158998467,1.2626943381934828,1.2867980718644783,1.167045807719915,0.8727836847077401,0.8469864794184986,0.07330855596463147,0.45492476496923834,6.0411363266101645
122,US-xUK,144,1.6857978551443413,1.485309377889403,1.4630106468329125,0.9501785033257896,0.7195278232635165,0.1530285933758031,-0.22278720831142884,0.871417641831707,-13.215535162272072
123,US-xUN,144,1.1473340325812496,1.2195536478245301,1.3795637560500842,1.2694387326917727,0.8586554334601553,0.823794239839905,0.23222972346883491,0.5310171757989792,20.240811906047018
124,US-xWD,108,0.8920712642460985,0.9753004466116519,1.313746782056678,1.3547101191019277,0.8807329008244325,0.7351806842688515,0.4216755178105794,0.6939069150671766,47.26926364643559
125,US-xYE,109,1.01360464225768,0.8998088476539254,1.0630736030025019,1.0505540743750301,0.8387766456111448,0.8330177157627231,0.049468960744822044,0.4273190350787879,4.880498636493613
126,AU-ASM,180,0.48155863859759257,0.7334851677516804,0.9201189762205388,0.8763202162836811,0.33012422536015784,0.009392562109138192,0.4385603376229462,0.8697689225692666,91.07101450825031
127,AU-Boy,180,0.9948265286031911,0.3768909695006888,1.2146471485690236,0.5017628683917874,0.41812599207048545,0.21420339467194804,0.21982061996583246,0.44355130001659454,22.096376970814866
128,AU-Cpr,180,0.5147106374971924,0.2550783697607305,0.8087568181818181,0.5772742083552971,0.37069446465515626,0.0819048575514052,0.29404618068462585,0.5515898451020717,57.12844446239559
129,AU-Cum,180,1.9384241777840445,0.7085189969497809,2.1570625578703706,0.8698950723276174,0.44120421300801566,0.35510329452918854,0.2186383800863258,0.6966300635463294,11.279181439857371
130,AU-DaS,180,2.4321920893625233,1.1457359974855643,2.446235585016835,1.0625612361328884,0.4954309398455638,0.3550731371060085,0.014043495654311863,0.8509410297076456,0.5774007618778441
131,AU-Dry,180,1.9826964809449596,1.1991641022340975,2.2131416771885526,1.032598476948059,0.6041286247211266,0.40655094336835296,0.23044519624359236,0.7932561813699378,11.622817635393261
132,AU-GWW,180,0.6402470097365491,0.3973046340786784,1.0536186447811446,0.46035087649834505,0.2318227828163112,-0.7245881206555789,0.41337163504459556,0.6028675837607146,64.5643991706718
133,AU-Lit,180,2.9968493438614714,0.793618570197083,2.718407770412458,0.8864673912016665,0.4998589110807797,0.36520829874650074,-0.278441573449014,0.704317773301447,-9.291143514416348
134,AU-Lon,132,0.7940679535103794,0.757348725188934,2.8102910281795226,0.858469535601997,0.10276400969354027,-5.770822131801128,2.016223074669143,2.225329231624357,253.91064653294669
135,AU-Rgf,180,0.7918110042491528,0.4984882516991989,1.2424157302188552,0.6672112810274753,0.2523748487950351,-0.2661820419479324,0.4506047259697026,0.7486894586412542,56.908116147867325
136,AU-Stp,180,0.8369941482870502,0.8304228108126896,1.270028693181818,1.1903171947025826,0.5709722112691084,0.43452260638766405,0.4330345448947681,0.89260762815728,51.73686647403625
137,AU-War,144,1.6605930195682128,0.8163967084919261,1.5417272201178451,0.8367406522148634,0.5551200294070547,0.48161147519585,-0.11886579945036761,0.6003511288773711,-7.158033187522075
138,AU-Whr,99,1.364668425007927,0.48372023132503944,1.4406019570707074,0.8434214522781063,0.659915928267052,0.594687641539076,0.07593353206277995,0.5342382838605322,5.564247744820421
139,AU-Wom,122,2.5747010776011434,1.1949114046645906,2.1123561459885742,0.9830813635880238,0.8735971059289812,0.5717303033593328,-0.4623449316125694,0.6407091200720278,-17.957227564581498
140,BE-Bra,216,1.1191126198972583,0.8963149719508176,1.075948144640853,0.8652965975182334,0.9088862694189694,0.8995813773684322,-0.043164475256405335,0.2735674866688641,-3.8570269416109446
141,BE-Lon,216,0.9209194829872602,0.8129713033002612,1.1129768167789,0.9872044495289963,0.7816074537559319,0.7399134232111935,0.19205733379163975,0.5022945058502594,20.85495391721413
142,BE-Vie,216,1.144517927707277,0.9323792746689061,1.0707479570005611,0.8049793204373039,0.8981957694916148,0.8454343073040748,-0.07376997070671568,0.31574292677285026,-6.445505913087205
143,CH-Aws,72,1.1266024667590353,1.05239687698381,1.2660261994949495,1.0493654037364037,0.7868176550636471,0.7554920907033716,0.13942373273591432,0.5152715025657103,12.375592709023877
144,CH-Cha,216,1.851376970876768,1.177665060645636,1.2310182993125702,0.9754551298771688,0.9164525978835034,0.44762419499117145,-0.6203586715641976,0.7232975185317164,-33.50796090276582
145,CH-Dav,216,1.2834885370569367,0.6340641699050675,1.148735339506173,0.9498078577149168,0.7582946510120425,0.6967702514808541,-0.13475319755076387,0.5218119437167439,-10.498979434577226
146,CH-Fru,216,1.6702352531287983,1.1361419217907385,1.2449631997053872,1.0740482927496373,0.880033000514141,0.7081945034003132,-0.425272053423411,0.578845814840177,-25.461805612518503
147,CH-Lae,216,1.7351272828841557,1.2914871092661937,1.3992976203002245,1.2122064853918844,0.8677330155299217,0.7727010189120199,-0.33582966258393143,0.5765907913197927,-19.354756616224147
148,CH-Oe2,216,1.410140139217481,1.1922007272445865,1.4941610286896745,1.2574959246013238,0.8391716548048501,0.8336617338222009,0.08402088947219356,0.5116759749831721,5.958336135216935
149,CZ-BK1,216,1.338438537660293,1.0297345933827733,1.0844868301066217,0.8128059464050916,0.868647926464284,0.6584344176718862,-0.253951707553671,0.47393226694509644,-18.973729492099107
150,CZ-Lnz,216,1.5696833303454132,1.3934544219952962,1.3704074337121213,1.1882384840710754,0.9123426150822409,0.8367626248957458,-0.19927589663329215,0.47896719560044204,-12.695292915510604
151,CZ-RAJ,216,1.019956433320239,0.7216427649722603,1.0707685448232325,0.8230435601533338,0.7990767543501773,0.7949547288513288,0.050812111502993196,0.3718262567113419,4.981792343579399
152,CZ-Stn,216,1.260692067039623,1.2109027058074135,1.2405244458473623,1.0944389026364385,0.8887769490211824,0.861649736221588,-0.020167621192260517,0.4061382303036081,-1.5997261916320644
153,CZ-wet,216,1.2621459430151971,1.09106884993973,1.0184244703984289,0.8689542815379256,0.8962570630059197,0.7218030229940795,-0.24372147261676813,0.4572623932420095,-19.31008644170982
154,DE-Akm,130,1.6958847668054917,1.1413362938267886,0.8967739364801864,0.8640981419218466,0.5518882872361714,-0.644006537930969,-0.7991108303253052,1.1036669065478453,-47.120585429314055
