,Site,N,EC average,EC std,v3L1 average,v3L1 std,r2,nse,bias,rmse,urmse,r,pbias
60,US-NGC,72,0.786180550735436,0.5685405471342333,0.3541666666666667,0.6030293244919216,0.2866378397901194,-0.3998210528502597,-0.43201388406876934,0.7084963519105252,0.5615434841954262,0.2866378397901194,-54.95097578598708
61,US-ONA,108,2.487355721327561,0.8064661726371581,2.827777777777778,0.9276473440998884,0.7278651848946318,0.5916739977680221,0.34042205645021645,0.5900195947691406,0.4819086487019573,0.7278651848946318,13.686102616176068
62,US-Pnp,144,3.229157814555968,2.1162075216677763,2.324305555555556,1.760492879482953,0.26032661732777007,-0.48432410513265123,-0.9048522590004122,2.1373980838881437,1.9364175578605352,0.26032661732777007,-28.02130806124246
63,US-RGA,24,2.2606379911836734,1.161871262746115,2.4875000000000003,1.5065978084816594,0.6951234139522087,0.667550810092276,0.22686200881632657,0.8503902418061788,0.8195713466898367,0.6951234139522087,10.035309045546974
64,US-RGB,36,2.2179003462857145,1.443410473313477,2.9555555555555553,3.124689190892838,0.544469240429502,0.41100115538970106,0.7376552092698412,2.3645408335418057,2.2465346972000324,0.544469240429502,33.25916831679032
65,US-RGo,19,2.123946791886105,1.243047141819711,3.710526315789474,2.5405368498370806,0.925688302354025,0.2904346563441641,1.5865795239033689,2.0829610477718203,1.3496266672177306,0.925688302354025,74.69958898991327
66,US-Rls,144,1.1279347348468771,0.9237115526309586,0.7652777777777777,0.7476134003786963,0.5449766569545031,0.060693594312365984,-0.3626569570690992,0.722050365023559,0.6243690103777063,0.5449766569545031,-32.152299762125125
67,US-Rms,108,1.294750294855626,1.2775794123883448,0.8083333333333335,0.9953278706503985,0.8757054780056727,0.5136910604615301,-0.4864169615222923,0.6908794942587918,0.4906251268847783,0.8757054780056727,-37.56839936279229
68,US-Ro4,144,1.0427666768004502,1.016098027520541,1.271527777777778,1.674893303957772,0.9054026861055625,0.7676875390344197,0.22876110097732763,0.8044705900570172,0.7712595470698086,0.9054026861055625,21.93789905899579
69,US-Ro5,108,1.0876402814470505,1.099244257704014,1.4564814814814815,1.8918058992405968,0.7430542025102177,0.6257533831824273,0.36884120003443116,1.1519550368167506,1.0913095692811654,0.7430542025102177,33.91205772038036
70,US-Ro6,144,1.4522075088496276,1.30978063935383,1.3847222222222222,1.850054599248903,0.5458265902174066,0.5435360597035697,-0.06748528662740544,1.2455884018877306,1.2437589006741008,0.5458265902174066,-4.647082886994862
71,US-Rpf,144,0.7586652779685652,0.9019974284935829,0.8333333333333334,1.2965257502182603,0.8806988459819318,0.8184303507663921,0.07466805536476812,0.5505408469731699,0.545453852946314,0.8806988459819318,9.842028827878154
72,US-Rwf,108,1.3396381563985573,1.3382126854087864,0.7435185185185185,0.8595013929678491,0.8765185020312055,0.0056751722727633735,-0.5961196378800385,0.853081920121195,0.610237773143745,0.8765185020312055,-44.498556198386325
73,US-Rws,108,0.8018222992757946,0.6569122879222093,0.5157407407407407,0.45161434979582105,0.3693241936285304,-0.752885659125986,-0.2860815585350539,0.5951473963875142,0.521879071522313,0.3693241936285304,-35.67892272308248
74,US-Seg,144,0.515249369395671,0.44052159576807676,0.42361111111111116,0.4369292258560288,0.39028368908836647,0.19891997263570893,-0.09163825828455988,0.3897048582725362,0.3787773834058599,0.39028368908836647,-17.785224733422023
75,US-Ses,144,0.4973942767432281,0.3811054051205259,0.3020833333333333,0.3100797889648334,0.38160521911183864,-0.39161410137864605,-0.19531094340989485,0.36451855743743833,0.3077781897740772,0.38160521911183864,-39.26682564357713
76,US-Sne,108,3.3080040041739847,2.005253696997878,2.3740740740740742,1.3513143736813529,0.8710632943627563,0.08575952896608019,-0.9339299300999104,1.2860759848175718,0.8841755054218947,0.8710632943627563,-28.23243046022596
77,US-Snf,74,2.1095945390450788,1.2068807402842041,2.102702702702703,1.1202950899141466,0.7612383631005933,0.7192575729641415,-0.006891836342375692,0.5895654539500933,0.5895251708648321,0.7612383631005933,-0.3266900920920721
78,US-SRG,144,1.236742943455164,0.9333086325711817,1.5666666666666669,0.9867655718083673,0.5688405660743446,0.4195550766611168,0.3299237232115029,0.7491715383865797,0.6726130617158531,0.5688405660743446,26.676822775295154
79,US-SRS,36,1.2127390235487945,0.8665893972169306,1.338888888888889,0.7724831122621121,0.5564903244781358,0.38780412099258077,0.12614986534009487,0.5959598010746946,0.5824554025602866,0.5564903244781358,10.402062017510335
80,US-Syv,144,1.3524921946632034,1.2253967956926834,1.3624999999999998,1.690486543940755,0.7812997765606599,0.7559728421792977,0.010007805336796646,0.8321805703788494,0.8321203912586254,0.7812997765606599,0.7399529088808371
81,US-Ton,144,1.050426038427879,0.8600719384963833,1.6291666666666669,1.0441897183137592,0.2946746856449682,-0.09353299628173484,0.5787406282387877,1.0881333754153302,0.92146271108414,0.2946746856449682,55.09579990086311
82,US-Tw1,108,2.432531287821893,1.9342937225137464,2.4509259259259255,1.6433664655992413,0.8222753890933773,0.7491207545418429,0.01839463810403352,0.8193072521529432,0.8191007329501228,0.8222753890933773,0.756193278833598
83,US-Tw3,16,2.1397138939369205,1.2074906948705684,2.525,1.2922847983320085,0.8763662837633537,0.7815477714714733,0.38528610606307984,0.5848198614017609,0.43996464263020496,0.8763662837633537,18.006431007193257
84,US-Tw4,129,2.5520807899003324,1.9937463598380114,2.487596899224806,1.7300653777358554,0.9037015976119572,0.8615868261892152,-0.06448389067552589,0.6411525269907508,0.6379015525219955,0.9037015976119572,-2.526718234419382
85,US-Tw5,60,3.139745274311243,2.0002895618616443,2.6566666666666676,1.6575831565577503,0.8863133676774141,0.7295505448333216,-0.4830786076445763,0.8548083603799073,0.7052179746798594,0.8863133676774141,-15.385917182423274
86,US-UMB,144,1.1740071311705453,1.2703637212135295,1.3229166666666667,1.6173758747674336,0.9535685282592868,0.9085283535854904,0.14890953549612126,0.4874622418620454,0.4641609499726368,0.9535685282592868,12.683869760454591
87,US-UMd,144,1.0848860621996042,1.1608976842556957,1.3256944444444445,1.601517921921155,0.9270695300704189,0.8476722563336988,0.24080838224484027,0.6228852980111326,0.5744540168882453,0.9270695300704189,22.196651854536853
88,US-Var,144,0.850572381235859,0.8856635285414018,1.563888888888889,1.0074971489044053,0.18650922942742193,-0.5182652474843412,0.7133165076530301,1.2370989097344405,1.010738973412931,0.18650922942742193,83.86311657763919
89,US-Vcm,144,1.2202601419622758,0.8122179041489398,0.836111111111111,0.9748308880494401,0.7007253280885178,0.5443350612468371,-0.38414903085116475,0.6557508478195906,0.531449618037517,0.7007253280885178,-31.480912769421643
90,US-Vcp,144,1.3544071299740261,0.8728161689814701,1.9548611111111112,1.610274261533792,0.45653464282174905,0.29865517960392984,0.6004539811370853,1.3438550291829738,1.2022484585130462,0.45653464282174905,44.33334466783266
91,US-Whs,108,0.7565419341678005,0.4616115789617443,0.8731481481481482,0.5357511072084156,0.19863469863949923,-0.02217829745513611,0.11660621398034775,0.5391460358068689,0.5263852570004511,0.19863469863949923,15.413053621226576
92,US-Wjs,144,0.8257318653317254,0.5936041271273577,0.47291666666666665,0.6010734860766493,0.5293550358148419,0.1148030280247011,-0.3528151986650587,0.5635524001380559,0.43944595036511447,0.5293550358148419,-42.727574589036905
93,US-Wkg,144,0.8498538176772541,0.6959788572065693,1.2187500000000002,0.9066166065811233,0.6302120094168426,0.46280604784958923,0.3688961823227459,0.6621799089913556,0.5499071181022331,0.6302120094168426,43.40701596551988
94,US-xAB,51,1.2951165990652844,0.8368422104943547,1.9470588235294117,1.771367036068637,0.8805031886538509,0.5252520069314868,0.6519422244641274,1.2084815972451721,1.017545628874208,0.8805031886538509,50.33849654422229
95,US-xAE,107,1.4276789175630606,1.0728847241552106,1.210280373831776,0.9626941930479069,0.8138445321324744,0.7172845230001446,-0.21739854373128498,0.5094765368600288,0.46076481505688444,0.8138445321324744,-15.227411503867254
96,US-xBA,108,0.19489590933914855,0.3342054843582594,0.07407407407407407,0.17259447927102262,0.25307826188551946,-2.295878664487725,-0.12082183526507448,0.3118835856697562,0.2875299204142125,0.25307826188551946,-61.9930072800174
97,US-xBL,88,1.4728202857194128,1.0007867087723292,2.3193181818181823,1.9037082961701357,0.8225613609549706,0.47721861053486925,0.8464978960987689,1.368606984740796,1.0754191697108861,0.8225613609549706,57.474622281243846
98,US-xBN,108,0.6565491123160255,0.6922408302385645,0.9379629629629629,1.3942952926483747,0.733796730019464,0.5629799430365339,0.2814138506469374,0.9174564471220841,0.8732311131824959,0.733796730019464,42.862574233666884
99,US-xBR,144,1.438228610093012,1.2135593048045936,1.5027777777777778,1.7458419911218355,0.9267182160782444,0.8537597192596817,0.06454916768476605,0.665311780891915,0.6621730670638721,0.9267182160782444,4.488102046627454
100,US-xCL,123,2.020911543699647,1.4560494002998756,2.5154471544715444,1.8332553022784355,0.9285053950967923,0.8264609482059421,0.494535610771898,0.7605870373349872,0.5778643188850469,0.9285053950967923,24.47091820093028
101,US-xCP,144,0.7678060347572047,0.659622751489728,0.4930555555555556,0.6424007395533649,0.5822000818403004,0.3284150161917144,-0.2747504792016491,0.5246181280475142,0.44691873361332957,0.5822000818403004,-35.78383950687892
102,US-xDC,144,1.1589207033505613,1.2325205162239912,0.8819444444444445,1.398483333206241,0.7788639526880005,0.7393625107627859,-0.27697625890611705,0.711479693468029,0.6553529630815229,0.7788639526880005,-23.899500466714386
103,US-xDJ,108,0.7519539378943227,0.6752077405988424,0.688888888888889,0.9399078631851419,0.7806212041599987,0.7488022011483653,-0.06306504900543392,0.46889241638465956,0.4646320024890528,0.7806212041599987,-8.386823424588126
104,US-xDL,144,2.5089376369525045,1.658776964853547,2.744444444444445,1.8495426680150093,0.8961972542247888,0.8773883813170655,0.23550680749193986,0.6453821364057111,0.6008782286092201,0.8961972542247888,9.386714281906167
105,US-xDS,111,1.8265842083485133,0.9351344191024941,2.6414414414414416,1.030398728513161,0.7008243449910135,0.06479155199612452,0.8148572330929285,0.9919604979387963,0.5656795198229485,0.7008243449910135,44.61098641762993
106,US-xGR,114,1.8181499204376135,1.380012861022301,2.3570175438596497,1.8890916156801003,0.896203284856896,0.7673877057714247,0.5388676234220358,0.9071020510612441,0.7296957005951201,0.896203284856896,29.638239254347894
107,US-xHA,144,1.4420087034817566,1.2675021711416115,1.882638888888889,1.9722668035058912,0.924889843119447,0.7728349395646846,0.4406301854071326,0.9367489283084218,0.826645990975008,0.924889843119447,30.556693891182686
108,US-xHE,123,0.6603827316606516,0.6204269524747331,0.675609756097561,0.946550377398487,0.8511751185974439,0.7795555478248011,0.015227024436909282,0.44260944718826206,0.4423474431565042,0.8511751185974439,2.305787796512816
109,US-xJE,144,2.265687386233272,1.0806711597591336,2.623611111111112,1.4796988028002684,0.7618812272892634,0.6826477656047107,0.3579237248778397,0.8306744934914446,0.7496070445952603,0.7618812272892634,15.797577682280853
110,US-xJR,108,0.7048867887688313,0.5929717454409708,0.5277777777777778,0.49309879075645985,0.567047077602281,0.23476955202600913,-0.17710901099105333,0.4293486182592672,0.39111716176474914,0.567047077602281,-25.12588032759066
111,US-xKA,144,1.501661467374496,1.0760446447054521,1.6868055555555557,1.637337362991708,0.6557395441232963,0.6195814813518592,0.18514408818105962,1.0063655695661875,0.9891882157708313,0.6557395441232963,12.329282744716455
112,US-xKZ,144,1.4468272238392703,1.3181065466252653,1.7256944444444444,1.8383919138910045,0.9345371407857969,0.8490031742178793,0.2788672206051742,0.7118832634408662,0.6549892014675988,0.9345371407857969,19.27439683262097
113,US-xMB,108,0.7152006957236033,0.3646527846654737,0.039814814814814824,0.08640246493413463,0.06600211279361437,-77.31576049941373,-0.6753858809087886,0.7610807339551915,0.35085295419425033,0.06600211279361437,-94.43305703519596
114,US-xML,103,1.2545436338551437,0.9123463636629419,1.9223300970873787,1.76845629142298,0.8940908505410834,0.5654926668807201,0.6677864632322353,1.1600437247892428,0.9485582127348237,0.8940908505410834,53.22943301542763
115,US-xNG,144,1.0438863023256104,1.1143389218860547,0.5249999999999999,0.8543185236550485,0.7419150191714127,0.1741762244594992,-0.5188863023256105,0.7736602553104035,0.5738529392673823,0.7419150191714127,-49.70716649596948
116,US-xNQ,144,0.5710251909324675,0.5021152507465955,0.09305555555555554,0.16113790201384504,0.20762100077238885,-15.730090517373917,-0.47796963537691206,0.6568007241571457,0.4504799872480606,0.20762100077238885,-83.70377401326228
117,US-xRM,144,1.4535523230065555,0.8492637494083902,1.1770833333333333,1.2333205363791464,0.6444778944953087,0.5808355615882576,-0.276468989673222,0.7957102472152201,0.7461365124910954,0.6444778944953087,-19.02022963310796
118,US-xSB,92,1.849146067522917,0.8001546708739787,2.4380434782608695,0.9879318381195064,0.7059302737474189,0.3457848419105376,0.5888974107379529,0.7947198586373145,0.5336473492285406,0.7059302737474189,31.84699257029648
119,US-xSC,56,1.867668531431434,1.2289623054077043,2.7125,2.2559869841661926,0.840150628801815,0.5590964215028219,0.8448314685685663,1.4845530882486586,1.2207201405502033,0.840150628801815,45.23455068984128
120,US-xSE,133,1.9253453022942515,1.324846299486561,2.415037593984963,2.0245274884788027,0.761659259886063,0.6550408400290528,0.4896922916907111,1.1845916411396435,1.0786374811384098,0.761659259886063,25.433998312260726
121,US-xSJ,101,0.859201474261012,0.5533487948778664,1.7782178217821785,1.015835022077506,0.2822774677987299,-0.5445524137745616,0.9190163475211663,1.2562145518293522,0.8564367771275795,0.2822774677987299,106.96168186997123
122,US-xSL,108,0.8932373384369408,0.7691092519547437,0.43425925925925923,0.7168417279968969,0.25209663812991695,-0.48752782956445007,-0.4589780791776815,0.8702335827422137,0.7393548615967269,0.25209663812991695,-51.38366472463396
123,US-xSR,144,0.8064166518021028,0.5520249072722143,0.8097222222222222,0.5422459695845525,0.4627538961618242,0.3486252205752921,0.0033055704201195857,0.4361125403311236,0.43610001265565623,0.4627538961618242,0.409908502352055
124,US-xST,144,1.2650117101686333,1.3540294686702445,1.4805555555555554,1.7836584458459104,0.9544931905382615,0.8923287277036469,0.21554384538692234,0.5832414617668003,0.5419515231454678,0.9544931905382615,17.038881431239012
125,US-xTA,144,2.072393112962276,1.134228300899134,2.6319444444444446,1.610787618569484,0.8749538206013099,0.6999648371763192,0.5595513314821687,0.8792474814222409,0.6782171046382462,0.8749538206013099,27.000250482513273
126,US-xTR,144,1.2134895158998467,1.2626943381934828,1.5166666666666666,1.8235828869164528,0.9494029280602433,0.8420746514131705,0.30317715076682006,0.7221679372776196,0.6554465232837265,0.9494029280602433,24.98391183396448
