,Site,N,EC average,EC std,v3L1 average,v3L1 std,r2,nse,bias,rmse,urmse,r,pbias
127,US-xUK,144,1.6857978551443413,1.485309377889403,2.2000000000000006,2.1431301857346403,0.9102356123033419,0.7841419817904367,0.5142021448556587,0.9922461414780426,0.8486156724359408,0.9102356123033419,30.50200492820248
128,US-xUN,144,1.1473340325812496,1.2195536478245301,1.3638888888888892,1.7319543555376646,0.9647656767117821,0.8716963327400207,0.2165548563076397,0.6182195716914999,0.5790504581053357,0.9647656767117821,18.874612811792815
129,US-xWD,108,0.8920712642460985,0.9753004466116519,0.6601851851851853,1.124987211957624,0.6932908565784234,0.6492302931416234,-0.2318860790609133,0.6631910196302454,0.6213301657379597,0.6932908565784234,-25.99412046490292
130,US-xYE,109,1.01360464225768,0.8998088476539254,0.42660550458715596,0.5560512569357158,0.710268187101276,-1.0157651496614246,-0.5869991376705241,0.7858387166579777,0.5224696172723524,0.710268187101276,-57.91204116459604
131,AU-ASM,180,0.48155863859759257,0.7334851677516804,1.3355555555555556,0.671746013306774,0.10319288701072916,-2.1159988154594975,0.853996916957963,1.1824805406213224,0.81789332725875,0.10319288701072916,177.34017178987685
132,AU-Boy,180,0.9948265286031911,0.3768909695006888,1.4705555555555558,0.7373285027168583,0.06364704524219993,-0.4219854769274416,0.47572902695236446,0.8767966180697017,0.7365149030219433,0.06364704524219993,47.820299647650394
133,AU-Cpr,180,0.5147106374971924,0.2550783697607305,0.29444444444444445,0.16501979641602665,0.007845240232983464,-3.9071095252628343,-0.2202661930527479,0.36453496070486724,0.29046263404119427,0.007845240232983464,-42.794179293399466
134,AU-Cum,180,1.9384241777840445,0.7085189969497809,2.0694444444444446,0.9495130902879546,0.34175028435701527,0.29648970895747073,0.13102026666039998,0.7941937165911671,0.7833117828790327,0.34175028435701527,6.759112281099326
135,AU-DaS,180,2.4321920893625233,1.1457359974855643,2.651111111111111,1.0668435607510958,0.06025091634152577,-0.6684860622909035,0.218919021748588,1.3742074376321738,1.3566578579583823,0.06025091634152577,9.000893585093708
136,AU-Dry,180,1.9826964809449596,1.1991641022340975,2.2638888888888893,1.119644990068936,0.01186304847774097,-0.9772070475201184,0.28119240794392913,1.569989250940657,1.5446025630510587,0.01186304847774097,14.182322440493358
137,AU-GWW,180,0.6402470097365491,0.3973046340786784,0.6727777777777777,0.3043135980922656,0.00819056039507121,-1.479706988151273,0.03253076804122864,0.47787224241125054,0.47676370373362614,0.00819056039507121,5.080971491708255
138,AU-Lit,180,2.9968493438614714,0.793618570197083,2.625555555555555,1.0576733304718,0.2412574627723583,0.050168493578182205,-0.37129378830591625,1.027933695052182,0.9585346129321954,0.2412574627723583,-12.38947126476169
139,AU-Lon,132,0.7940679535103794,0.757348725188934,2.7606060606060603,1.1021670240805705,0.0005302496233205189,-3.711653291296307,1.9665381070956809,2.383322198104895,1.346459272804076,0.0005302496233205189,247.65362944091862
140,AU-Rgf,180,0.7918110042491528,0.4984882516991989,0.8344444444444445,0.579859569034922,0.1836028315240981,-0.0077507129374350114,0.042633440195291736,0.5804831909618162,0.5789154729028468,0.1836028315240981,5.384294985356962
141,AU-Stp,180,0.8369941482870502,0.8304228108126896,0.7194444444444444,0.804185782908807,0.18654502826675246,-0.1958015898630765,-0.11754970384260563,0.8769527961840611,0.8690387067683228,0.18654502826675246,-14.044268300223711
142,AU-War,144,1.6605930195682128,0.8163967084919261,1.4923611111111112,1.0155490341262898,0.6566349376360985,0.628959700433956,-0.16823190845710154,0.6164505027316782,0.5930507965554217,0.6566349376360985,-10.130833170721456
143,AU-Whr,99,1.364668425007927,0.48372023132503944,1.5070707070707072,1.0130024603846788,0.4600605045548177,0.3997906144180655,0.14240228206277994,0.7808315120747983,0.7677365696072634,0.4600605045548177,10.434936388445623
144,AU-Wom,122,2.5747010776011434,1.1949114046645906,2.0500000000000003,1.5121682752134378,0.8096129518332207,0.6762092630327967,-0.5247010776011436,0.8569295170519228,0.6775079160858863,0.8096129518332207,-20.379106614194185
145,BE-Lon,216,0.9209194829872602,0.8129713033002612,1.0601851851851851,1.0964585541167442,0.7963790278158066,0.7573858731753009,0.13926570219792486,0.5388186470427094,0.5205099409158818,0.7963790278158066,15.122462361875282
146,DE-Hte,36,1.5573378220586274,1.2700002063808895,1.5055555555555555,1.7101285573136549,0.9281220377935292,0.8784455205432156,-0.05178226650307157,0.5878912753001122,0.5856063084101785,0.9281220377935292,-3.325050337159421
147,FR-EM2,36,1.2398346559382558,1.1150845630801909,1.0,1.0031379338285014,0.860386772343918,0.7677266275968837,-0.239834655938256,0.4766977896610341,0.41197101897911925,0.860386772343918,-19.344083889698904
148,NL-Loo,36,1.7572868209692023,0.7118559966656879,1.3305555555555557,1.2723026244781421,0.12775898674391467,-0.028780349905590308,-0.42673126541364664,1.2724318316765901,1.1987423381954565,0.12775898674391467,-24.283529604933253
149,SE-Lnn,36,0.6452448424561337,0.7417485390663151,0.9666666666666666,1.3541470694552664,0.9162788098187093,0.6906681638447435,0.32142182421053317,0.7426102096367837,0.6694459906355111,0.9162788098187093,49.81393155922587
150,BE-Bra,108,1.1191126198972583,0.8984067250218161,1.3601851851851852,1.251237877890607,0.9121650658744634,0.8185005030713945,0.24107256528792695,0.5305882240134031,0.4726604296185534,0.9121650658744634,21.54140351934008
151,BE-Dor,36,0.8547761772761411,0.8274149238412966,1.2611111111111113,1.108223231194298,0.8030463008756108,0.6424152294438348,0.4063349338349702,0.6534306904621567,0.5117260876515689,0.8030463008756108,47.5369979460367
152,BE-Lcr,72,1.1729146815370193,1.1355715347747777,1.2861111111111112,1.2061235257267078,0.8186066821645439,0.8083249749806225,0.113196429574092,0.5243695676632457,0.5120058708872554,0.8186066821645439,9.650866457375766
153,BE-Maa,108,0.787763576341241,0.6266039448882409,1.1083333333333334,1.02018186027658,0.9009253188958785,0.6890631934034732,0.3205697569920923,0.5662310427258022,0.46674685285321427,0.9009253188958785,40.693650559597444
154,BE-Vie,108,1.144517927707277,0.9345551919213858,1.3027777777777776,1.3172797184720562,0.9166163738022157,0.8405720737871873,0.15825985007050103,0.5235283624858437,0.49903483463859666,0.9166163738022157,13.827642734048787
155,CH-Aws,36,1.126602466759035,1.059887340742635,1.0555555555555556,1.1228648168080595,0.9054806963855695,0.9013042696632422,-0.07104691120347963,0.34782390651011774,0.3404905378250679,0.9054806963855695,-6.306298210749044
156,CH-Cha,108,1.851376970876768,1.180413407582039,1.5509259259259258,1.3743644492351963,0.9314691437919018,0.8719433474304806,-0.3004510449508417,0.48953415302608244,0.38648784789034596,0.9314691437919018,-16.228517999149314
157,CH-Dav,108,1.2834885370569367,0.6355439016021991,0.9203703703703704,0.9950117887113845,0.6574821805389329,0.4934311224398974,-0.3631181666865662,0.7048999656727034,0.6041764300496715,0.6574821805389329,-28.291500562926956
158,CH-Fru,108,1.6702352531287983,1.1387933651207804,1.3935185185185186,1.4411361787267607,0.8911288787607439,0.8302636890286672,-0.2767167346102796,0.5909794936533713,0.5221921204934244,0.8911288787607439,-16.567530477632715
159,CH-Lae,108,1.735127282884156,1.2945010856154702,1.614814814814815,1.5990543241994892,0.9091156877630283,0.8826847837034194,-0.12031246806934094,0.5451555051503852,0.5317136774833195,0.9091156877630283,-6.933927513914464
160,CH-Oe2,108,1.410140139217481,1.1949829964362213,1.4824074074074076,1.3236757589043373,0.802613103644388,0.7995570698096988,0.0722672681899265,0.5898709357378171,0.5854273334723731,0.802613103644388,5.124828815243091
161,CZ-BK1,108,1.338438537660293,1.0321377112212862,1.377777777777778,1.372107549620603,0.9044038460561045,0.8640632517710058,0.039339240117485096,0.5035430468949664,0.502004008214322,0.9044038460561045,2.9391891379826456
162,CZ-KrP,108,1.2023819620828364,0.9807272402132936,1.4314814814814818,1.424462393958996,0.8736215494906511,0.7869043220392273,0.22909951939864506,0.654513064950838,0.6131074639919576,0.8736215494906511,19.05380541486047
163,CZ-Lnz,108,1.5696833303454136,1.396706362058465,2.128703703703704,2.1141733952145176,0.9574205581701615,0.785829762966208,0.5590203733582905,0.9738681735459295,0.7974430648115526,0.9574205581701615,35.61357648075911
164,CZ-RAJ,108,1.019956433320239,0.7233268810665271,1.3675925925925925,1.355282410388046,0.7551191389344705,0.5763059558734985,0.3476361592723535,0.8780838560320914,0.8063376209693762,0.7551191389344705,34.08343218550052
165,CZ-Stn,108,1.260692067039623,1.2137286202825892,1.5694444444444444,1.6241436756419443,0.9470938724333531,0.8595940237872304,0.30875237740482153,0.6057553425352062,0.521163606228232,0.9470938724333531,24.490705183053837
166,CZ-wet,108,1.2621459430151971,1.0936151050943936,1.4472222222222224,1.4889285072455547,0.962954311109838,0.8864466503074668,0.18507627920702538,0.49940608664446684,0.463846106216732,0.962954311109838,14.663619546634074
167,DE-Akm,65,1.6958847668054917,1.14578596486896,1.2769230769230768,1.2749717191433638,0.9376913339442433,0.8231693104714793,-0.4189616898824147,0.5320012839328536,0.3278665407098994,0.9376913339442433,-24.70460836036669
168,DE-Geb,108,0.9122720285413977,0.8329789594208926,1.087962962962963,1.2352091345566039,0.833711902956176,0.7563066910035636,0.17569093442156536,0.606935175704816,0.5809500865564212,0.833711902956176,19.258612445069915
169,DE-Gri,108,1.178953048270572,0.9351785417521378,1.4472222222222224,1.3866154810227092,0.8860179160544849,0.777026875500636,0.26826917395165045,0.6517219008441968,0.5939470400189499,0.8860179160544849,22.754864949471862
170,DE-Hai,108,0.810019168954759,0.7828289631985914,1.5222222222222224,1.610092778039229,0.7976162129089586,0.4345644024716,0.7122030532674634,1.205098334750068,0.9721259215420034,0.7976162129089586,87.92422211272894
171,DE-HoH,108,1.4936123598556998,1.1219597222673228,1.6481481481481481,1.660338974594431,0.9186522847358475,0.8299765888114492,0.15453578829244827,0.6814455130704324,0.6636917035948667,0.9186522847358475,10.34644546643804
172,DE-Hzd,108,1.3416545673978972,1.015307181556478,1.6129629629629632,1.6089174739146115,0.8308777109603626,0.7235103301096264,0.2713083955650657,0.8420797709207338,0.7971763262226402,0.8308777109603626,20.221926131944752
173,DE-Kli,108,1.1328305089178807,1.0602232417319637,1.2324074074074076,1.3862359918106821,0.7073953491709657,0.6963736977594197,0.09957689848952661,0.7603033024507238,0.7537543054634469,0.7073953491709657,8.790096815510905
174,DE-Obe,108,0.8175204640461101,0.7279442238015325,1.289814814814815,1.2827350900245689,0.7102140215930837,0.4976192599268492,0.4722943507687048,0.9049685301450965,0.7719495364238158,0.7102140215930837,57.77156310328964
175,DE-RuR,108,1.5097658641511937,1.0638259090126994,1.4203703703703705,1.32825226035993,0.9570583704005339,0.9210254982349092,-0.08939549378082319,0.37153866998296514,0.36062366670033386,0.9570583704005339,-5.921149491022721
176,DE-RuS,108,1.4062721148093176,1.0493126420809211,1.1351851851851853,1.1032081352514638,0.8204355994056719,0.7574318011464942,-0.27108692962413244,0.5408220606251632,0.4679747619752677,0.8204355994056719,-19.276989621662963
177,DE-RuW,108,1.777334014467945,0.7910704462091319,1.386111111111111,1.356290869289615,0.2815262467061884,0.19477080038337857,-0.3912229033568337,1.2114140510630642,1.1465027880481033,0.2815262467061884,-22.011782825973118
178,DE-Tha,108,0.872399810502313,0.7684622568142039,1.5148148148148148,1.4805792510558067,0.6544221227089381,0.3803357251994912,0.6424150043125019,1.1600852349126707,0.9659713838911348,0.6544221227089381,73.63768269763955
179,DK-Gds,16,1.5093729969395175,0.7496200880292886,0.9812500000000001,1.217220193720101,0.6350479713583498,0.4014692076042693,-0.5281229969395175,0.9117967419897467,0.7432761255460443,0.6350479713583498,-34.989561759112355
180,DK-Sor,108,1.199337838694801,1.207146205193574,1.2490740740740742,1.4007004503001697,0.8284263958360834,0.8248147853308647,0.04973623537927304,0.5835445323594862,0.5814211280448528,0.8284263958360834,4.146974586693547
181,ES-Abr,108,0.830114869935271,0.5541015063113498,1.3324074074074075,0.8185728067463623,0.24821332437236027,-0.16376923636879925,0.5022925374721363,0.8789633375220021,0.7213035113650976,0.24821332437236027,60.50879892216641
182,ES-Agu,108,0.55078296697067,0.3689456936184861,0.7490740740740741,0.3513645949350916,0.20257599276323227,-0.47882924907650004,0.19829110710340417,0.4253016081392121,0.37624738501351235,0.20257599276323227,36.001677429135796
183,ES-Cnd,108,1.125312081336846,0.6512450554333085,1.437962962962963,0.8423063123644999,0.5208018032876223,0.3790838226251091,0.31265088162611704,0.6606425685126307,0.5819776881886262,0.5208018032876223,27.783482183421924
184,ES-LJu,108,0.6099063315441766,0.35624459580615403,1.2212962962962965,0.723704246651675,0.2024207469144583,-0.5197397958133965,0.6113899647521198,0.8880261405504914,0.6440440491933784,0.2024207469144583,100.24325591180319
185,ES-LM1,108,1.3368941920882291,0.8492185785729632,1.6435185185185186,1.063697760121504,0.4391618386332356,0.3368830921598912,0.30662432643028936,0.8621707930300079,0.8058039456314199,0.4391618386332356,22.93557173371679
186,ES-LM2,108,1.2198240020827706,0.8051762400126498,1.6407407407407406,1.0681486330328347,0.4322373514709877,0.2662164362019869,0.4209167386579703,0.9107426813272397,0.8076393568348856,0.4322373514709877,34.50634992747168
187,FI-Hyy,108,0.8746993029698784,0.9276282276829965,1.0092592592592593,1.4050999922536545,0.8997283176448609,0.8073238733477646,0.13455995628938094,0.6139050360747801,0.5989766368410181,0.8997283176448609,15.383567339371107
188,FI-Ken,108,0.7511271465051165,0.8099678998024187,0.5888888888888889,0.9497007234779038,0.824878898706052,0.7923580037518354,-0.16223825761622757,0.43074909898578273,0.399028237149596,0.824878898706052,-21.5993069044433
189,FI-Let,108,1.043605220340507,1.1256419229839767,0.9990740740740741,1.3225927079404547,0.738068216727073,0.7368596347318641,-0.04453114626643298,0.6753048543572086,0.673835011950706,0.738068216727073,-4.2670490141763935
190,FI-Qvd,96,1.0575354738827458,0.9976611754647428,1.1270833333333332,1.299998313089324,0.8844359750697853,0.8516106514661452,0.06954785945058754,0.4981617048189019,0.49328306213969686,0.8844359750697853,6.576409129354525
191,FI-Sii,108,0.8812917786230073,1.0886617986299598,0.7074074074074075,0.9952883115571018,0.8896158798445755,0.8361212084288052,-0.1738843712155998,0.4010424006973597,0.36138515825094025,0.8896158798445755,-19.730624457576248
192,FI-Var,108,0.4460912133751441,0.5256976815674822,0.5194444444444445,0.8471456564486861,0.8719527170444057,0.7662705213851234,0.07335323106930038,0.4076569441953077,0.4010031017864451,0.8719527170444057,16.443549854817107
193,FR-Aur,108,0.9132285687967552,0.7846079875683939,1.7666666666666668,1.3813849206739663,0.7939367253284354,0.3043181919123271,0.8534380978699116,1.1468326413121854,0.7660734431392796,0.7939367253284354,93.45284707796408
194,FR-Bil,108,1.7672584557721638,1.2172548291692595,1.4712962962962965,1.019900208232408,0.5974453267622405,0.33558060647680554,-0.29596215947586774,0.8274825455392459,0.7727443065662092,0.5974453267622405,-16.746965250566802
195,FR-FBn,108,1.388601225339765,0.6203437392073101,1.6000000000000003,1.0012142161106463,0.09816622018221145,-0.0406368534795174,0.21139877466023507,1.0166152487189528,0.9943928408833451,0.09816622018221145,15.223864908264767
196,FR-Fon,108,1.8854558825126364,1.1905815107988962,1.864814814814815,1.7304483139507822,0.8309555546788945,0.7808380010046615,-0.020641067697821685,0.8063456913468332,0.8060814600757769,0.8309555546788945,-1.0947520909539683
197,FR-Gri,84,0.9516624832049022,0.925986384739006,0.9535714285714285,0.9280691743759458,0.6588901032733491,0.6242766800294078,0.0019089453665263978,0.5654755434903321,0.5654723213502798,0.6588901032733491,0.2005905875471381
198,FR-Hes,108,1.4190122911071201,1.3195470076023637,1.875,1.8777658727586883,0.8712236481260316,0.7584940974797184,0.45598770889288,0.9185130428498337,0.7973339446078304,0.8712236481260316,32.13416203302342
199,FR-Lam,108,1.1488231741141308,0.7985826484254728,1.5740740740740742,1.4335349661360373,0.6547513944538167,0.5023789802227305,0.4252508999599435,1.0065553466331028,0.9123131797354149,0.6547513944538167,37.01621881782275
200,FR-LGt,108,1.0557961083483423,1.015576372208479,1.7842592592592592,1.493109534390952,0.7860199321583504,0.5031633840178109,0.7284631509109173,1.0475589636682099,0.7528088868541287,0.7860199321583504,68.99657473169744
201,FR-Tou,108,1.3916896032471655,0.901414069368891,1.3175925925925924,0.9256297380201404,0.6047618118151826,0.5598094736390897,-0.07409701065457289,0.6112764377122228,0.6067689150856371,0.6047618118151826,-5.324248344004707
202,GF-Guy,108,2.6647928654133173,0.4341756212329932,3.509259259259259,0.4657497296414979,0.21794778045318494,-3.316788027604603,0.8444663938459424,0.9631922606310129,0.4632664898352901,0.21794778045318494,31.68975738438729
203,GL-Dsk,36,0.3556938932235992,0.4285648955333507,0.036111111111111115,0.10994226479066906,0.5373388425111416,-18.171285595851657,-0.3195827821124881,0.4746495455265227,0.3509402177661838,0.5373388425111416,-89.84770000298806
204,IE-Cra,36,0.7397070396823747,0.5872319487190792,0.8472222222222223,0.7369768793082458,0.88961598559139,0.84629706536584,0.10751518253984753,0.2848903342679894,0.2638237822538938,0.88961598559139,14.534832950354755
205,IL-Yat,108,0.8024532025487529,0.4644697922130265,1.7212962962962963,0.5953167578937663,0.01159988462413862,-2.845170280868198,0.9188430937475436,1.1619458991185148,0.7112282626209229,0.01159988462413862,114.50425904328289
206,IT-BCi,108,1.989373434936302,1.0860372956483806,1.4388888888888889,0.7652295890695413,0.4473283335402869,-0.638110810979718,-0.5504845460474129,0.974862587879171,0.8045643726945956,0.4473283335402869,-27.671252484832692
207,IT-BFt,72,1.6047139669833024,1.0290452771038205,2.158333333333333,1.815562614076916,0.9334602333287616,0.6796751191360322,0.5536193663500311,1.0203977539624678,0.8571564463351127,0.9334602333287616,34.49956676022323
208,IT-Cp2,108,1.1610186356305259,0.6997360041205885,2.287037037037037,1.3151946370004999,0.39640913165639946,-0.35297314874746655,1.1260184014065115,1.5227009867824544,1.025037001694175,0.39640913165639946,96.98538566480404
209,IT-Lav,108,1.731369486914203,1.010285485777861,1.375,1.324684762359018,0.809147396106211,0.7173660512803789,-0.3563694869142032,0.7009785276765553,0.6036320775605774,0.809147396106211,-20.583098501369335
210,IT-Lsn,108,1.3291664409388868,1.1962681408907654,1.7657407407407408,1.6004766834913424,0.9277831843788409,0.8061233835843093,0.4365742998018541,0.7014425039864082,0.5490213722171872,0.9277831843788409,32.84572092366927
211,IT-MBo,108,1.6383571218990658,1.4065792377064419,1.212037037037037,1.3687921951055226,0.9135443958106669,0.8104754463710826,-0.42632008486202866,0.5931305212736716,0.4123772550827823,0.9135443958106669,-26.021193985342403
212,IT-Ren,108,1.9438749116115275,1.7473641702071188,1.2777777777777777,1.3546964575918246,0.7973959559004974,0.39585401879588467,-0.6660971338337497,1.0480764236920945,0.8091840323422568,0.7973959559004974,-34.26646076117811
213,IT-SR2,108,2.193579736893177,1.1994928539779723,2.10462962962963,1.1983153485739464,0.7874013754306353,0.768928969790591,-0.088950107263547,0.5733553686417294,0.5664135036950452,0.7874013754306353,-4.055020465749256
214,IT-Tor,108,1.3652504714483347,1.3909315558169026,0.6351851851851852,0.8958173644402495,0.8245941799366463,-0.26133084333379153,-0.7300652862631496,1.0014147766172496,0.6854460099970541,0.8245941799366463,-53.47482396315565
215,RU-Fy2,108,1.0406513673141735,1.0536427888536153,1.214814814814815,1.4749506448143548,0.9437050788298972,0.8635380338750931,0.17416344750064128,0.5423296033801469,0.5136034387123579,0.9437050788298972,16.736003331273306
216,RU-Fyo,108,1.07182058391337,1.0274083505301703,1.216666666666667,1.4405022488604322,0.8163377685668468,0.7699241432328072,0.14484608275329633,0.6877482210353005,0.6723222648761871,0.8163377685668468,13.514023235534681
217,SE-Deg,108,0.6324550163646413,0.9008295883170605,0.7212962962962963,1.0369843883436232,0.8505571874032779,0.8402805974822976,0.08884127993165497,0.41250675786670987,0.4028263301545837,0.8505571874032779,14.047051194615497
218,SE-Htm,108,0.929186701346024,0.8266913536021965,1.1740740740740743,1.3067309836460712,0.731455388230456,0.6464510973750868,0.24488737272805028,0.7733764558758383,0.7335811592328589,0.731455388230456,26.35502341707058
219,SE-Nor,108,1.0743011694951146,0.9341174092041372,1.159259259259259,1.3458164347642991,0.8212292074837776,0.7722089217340683,0.08495808976414486,0.6393434110408781,0.633673512327139,0.8212292074837776,7.908219052211616
220,SE-Ros,108,0.6190702456928898,0.6984380223850187,0.7574074074074074,1.0538938661298458,0.8709717114339223,0.7803903331721752,0.1383371617145177,0.4915895185411558,0.47172352541324103,0.8709717114339223,22.345955515869587
221,SE-Svb,108,0.7573687865420541,0.7750571100999404,0.8287037037037037,1.1628237405449464,0.8921978850442995,0.8110974993116153,0.07133491716164972,0.503051854704075,0.49796837059671806,0.8921978850442995,9.418782293279621
